coord,Ace2,Adora2a,Aldh1l1,Amigo2,Ano3,Aqp4,Ar,Arhgap36,Avpr1a,Avpr2,Baiap2,Bdnf,Bmp7,Brs3,Calcr,Cbln1,Cbln2,Cckar,Cckbr,Ccnd2,Cd24a,Cdkn1a,Cenpe,Chat,Coch,Col25a1,Cplx3,Cpne5,Creb3l1,Crhbp,Crhr1,Crhr2,Cspg5,Cxcl14,Cyp19a1,Cyp26a1,Cyr61,Dgkk,Ebf3,Egr2,Ermn,Esr1,Etv1,Fbxw13,Fezf1,Fn1,Fst,Gabra1,Gabrg1,Gad1,Galr1,Galr2,Gbx2,Gda,Gem,Gjc3,Glra3,Gpr165,Greb1,Grpr,Htr2c,Igf1r,Igf2r,Irs4,Isl1,Kiss1r,Klf4,Krt90,Lepr,Lmod1,Lpar1,Man1a,Mc4r,Mki67,Mlc1,Myh11,Ndnf,Ndrg1,Necab1,Nos1,Npas1,Npy1r,Npy2r,Ntng1,Ntsr1,Nup62cl,Omp,Onecut2,Opalin,Oprd1,Oprk1,Oprl1,Oxtr,Pak3,Pcdh11x,Pdgfra,Pgr,Plin3,Pnoc,Pou3f2,Prlr,Ramp3,Rgs2,Rgs5,Rnd3,Rxfp1,Scgn,Selplg,Sema3c,Sema4d,Serpinb1b,Serpine1,Sgk1,Slc15a3,Slc17a6,Slc17a7,Slc17a8,Slc18a2,Slco1a4,Sox4,Sox6,Sox8,Sp9,Synpr,Syt2,Syt4,Sytl4,Tacr1,Tacr3,Tiparp,Tmem108,Traf4,Trhr,Ttn,Ttyh2,Adcyap1,Cartpt,Cck,Crh,Gal,Gnrh1,Mbp,Nnat,Nts,Oxt,Penk,Scg2,Sln,Sst,Tac1,Tac2,Th,Trh,Ucn3,Vgf,ODMature1,ODMature4,permutationTracker
0x0,0.0,0.0,0.0,5.498833878,1.329056371,1.329056371,1.993574012,1.993574012,0.0,0.664523765,0.664523765,0.0,0.0,0.0,0.0,0.0,19.336608485,0.0,0.0,0.0,0.664523765,18.853686211,0.0,0.0,0.664523765,0.0,0.0,5.681438881,0.664523765,2.840696592,0.0,0.0,8.339576167,0.0,0.664523765,0.0,0.0,3.505220357,0.0,0.0,10.63322157,5.681438881,1.329056371,0.0,2.840696592,0.0,2.840696592,7.010495252,2.840696592,106.55611198599999,2.840696592,0.0,0.0,3.505220357,2.840696592,7.974287945,3.505220357,1.329056371,0.0,1.329056371,1.993574012,2.658137286,11.36232054,8.156956609,3.505220357,0.0,0.0,0.0,0.0,0.0,1.329056371,33.241367202,0.0,0.0,11.662155367,0.0,0.664523765,7.309789068,0.664523765,13.173970923,0.664523765,2.840696592,3.505220357,0.0,0.0,0.0,1.329056371,1.329056371,5.316260017,0.0,0.664523765,16.014032241000002,0.0,14.020457826000001,1.329056371,9.186782987,0.0,1.329056371,6.345962646,0.0,1.329056371,0.0,3.505220357,2.840696592,0.0,0.0,2.840696592,0.0,3.987122086,13.838519239,0.0,1.329056371,35.21595985,0.0,1.993574012,0.0,0.0,0.0,0.664523765,0.664523765,0.0,3.322649277,0.0,3.505220357,0.664523765,22.541479245999998,0.0,0.0,0.0,0.0,2.840696592,4.1697529630000005,0.0,0.0,11.96283521,0.0,0.011069478,0.0,0.020722058,0.223201486,0.0,0.724330522,0.0,0.013825942,0.0,0.0,0.050258579,0.0,0.0,0.0,0.204458285,0.314316211,0.0,0.0,0.299153069,1.0,1.0,"[[0], [0]]"
1x1,0.0,0.0,0.0,2.658137286,1.329056371,3.1766630310000004,2.60945734,3.841180672,0.0,0.664523765,1.280407093,0.0,0.615883328,0.0,0.615883328,0.0,9.206060846,0.0,0.0,0.0,0.664523765,5.267595029,1.231772901,0.615883328,0.664523765,0.0,1.231772901,0.0,0.664523765,0.0,0.615883328,0.0,5.12167563,0.615883328,0.664523765,0.0,0.615883328,0.664523765,0.0,0.615883328,30.95875975,0.0,3.792594715,1.231772901,0.0,1.231772901,1.231772901,1.944939699,0.0,9.967306986,0.0,1.231772901,0.0,0.664523765,0.0,25.217445125,0.664523765,1.329056371,0.0,1.329056371,1.993574012,7.585206517,0.615883328,5.932143345,0.664523765,1.231772901,0.0,0.615883328,0.0,0.0,11.800022571,39.559165802,0.0,0.0,8.44425483,0.0,1.896296666,27.635327248,1.896296666,4.651711701,0.664523765,0.0,0.664523765,0.0,0.0,0.0,5.640223894,5.024320195,11.475056235,0.0,0.664523765,4.651711701,0.0,3.889910187,2.5608292720000003,0.664523765,0.0,2.5608292720000003,0.664523765,0.0,1.329056371,0.0,0.664523765,1.84760666,0.0,0.615883328,0.0,0.0,5.834728746,82.299271067,0.0,1.329056371,57.38990635,0.0,1.993574012,0.0,0.0,0.0,1.280407093,2.512130425,0.0,8.865545017999999,0.0,1.280407093,0.664523765,2.658137286,0.615883328,1.231772901,0.0,0.0,1.231772901,1.329056371,0.0,0.0,22.43380141,0.0,0.069560064,0.032288288,0.046342824,0.223201486,0.036217685,6.037746895,0.0,0.013825942,0.0,0.019394063,0.035893242,0.016035073,0.0,0.075905184,0.20448587299999998,0.041223593,0.0,0.013587393,0.075526214,1.0,1.0,"[[0], [1]]"
2x2,0.0,0.0,0.0,2.658137286,1.329056371,1.329056371,1.993574012,1.993574012,0.0,0.664523765,0.664523765,0.0,0.0,0.0,0.0,0.0,7.974287945,0.0,0.0,0.0,0.664523765,4.651711701,0.0,0.0,0.664523765,0.0,0.0,0.0,0.664523765,0.0,0.0,0.0,2.658137286,0.0,0.664523765,0.0,0.0,0.664523765,0.0,0.0,27.5888248,0.0,1.329056371,0.0,0.0,0.0,0.0,1.329056371,0.0,9.967306986,0.0,0.0,0.0,0.664523765,0.0,24.929891175,0.664523765,1.329056371,0.0,1.329056371,1.993574012,2.658137286,2.825780066,5.316260017,0.664523765,0.0,0.0,0.0,0.0,0.0,4.154836437,41.553765812,0.0,0.0,5.980716486,0.0,0.664523765,10.135569134,0.664523765,4.651711701,0.664523765,0.0,0.664523765,0.0,0.0,0.0,1.329056371,1.329056371,10.967919372,0.0,0.664523765,4.651711701,0.0,5.483917352000001,1.329056371,0.664523765,0.0,4.154836437,0.664523765,0.0,1.329056371,0.0,0.664523765,0.0,0.0,0.0,0.0,0.0,3.987122086,121.185440817,0.0,1.329056371,54.998565649999996,0.0,1.993574012,0.0,0.0,0.0,0.664523765,0.664523765,0.0,6.148429343,0.0,0.664523765,3.4903038310000003,2.658137286,0.0,0.0,0.0,0.0,5.651659355,1.329056371,0.0,0.0,14.788615276,0.0,0.10013497700000001,0.025134855,0.038018276,0.223201486,0.023764345,5.523552,0.0,0.013825942,0.0,0.046554863,0.035893242,0.0,0.0,0.058003246,0.263654661,0.041223593,0.0,0.028527718,0.075526214,1.0,1.0,"[[0], [2]]"
3x3,0.0,0.0,2.867675238,2.658137286,1.329056371,2.762885026,3.427402667,2.710493776,0.0,0.664523765,0.664523765,0.0,0.0,0.0,0.0,0.716919764,11.558872637,0.716919764,0.716919764,0.716919764,1.381443529,6.085540356,0.0,0.0,0.664523765,0.0,0.0,0.0,0.664523765,0.0,0.0,0.0,3.37505705,0.0,0.664523765,1.433828655,0.0,0.664523765,0.0,0.0,17.085515915000002,0.0,1.329056371,4.301515067,0.0,0.0,0.0,2.045976135,0.716919764,9.967306986,0.0,0.0,0.0,0.664523765,0.0,20.162927525,0.664523765,2.045976135,0.0,2.045976135,1.993574012,3.37505705,0.716919764,5.316260017,0.664523765,0.0,0.0,0.0,0.0,0.0,15.668160651,24.937755742,0.0,0.716919764,8.848391724,0.716919764,1.381443529,7.309789068,1.381443529,6.802505630000001,0.664523765,0.0,0.664523765,0.0,0.0,0.0,4.913641063,4.913641063,16.070647417,0.716919764,0.664523765,4.651711701,0.0,3.37505705,1.329056371,0.664523765,0.0,1.329056371,0.664523765,1.433828655,1.329056371,0.0,0.664523765,0.716919764,0.0,0.0,0.0,0.0,3.987122086,146.54913871699998,0.0,1.329056371,35.932879614,0.0,1.993574012,0.716919764,0.716919764,0.0,1.381443529,4.249108457,0.0,14.077036677,0.716919764,0.664523765,0.664523765,4.091965941,0.716919764,0.0,0.716919764,0.0,0.0,1.329056371,0.0,0.0,11.96283521,0.0,0.037366338,0.033715433,0.045692516,0.223201486,0.039747776,5.0729832,0.0,0.013825942,0.002651482,0.016789845,0.035893242,0.0,0.00462805,0.0,0.223941565,0.07453446799999999,0.0,0.028989635,0.075526214,1.0,1.0,"[[0], [3]]"
4x4,0.0,0.0,0.0,2.658137286,1.329056371,1.329056371,16.213060522,1.993574012,0.0,0.664523765,0.664523765,0.0,0.0,0.0,0.0,0.0,12.713734287000001,0.0,0.0,0.0,0.664523765,4.651711701,0.0,0.0,0.664523765,0.0,0.0,0.0,0.664523765,0.0,4.739446342,0.0,2.658137286,0.0,0.664523765,0.0,0.0,14.884010275,0.0,0.0,48.5466952,0.0,6.068502713,0.0,0.0,4.739446342,0.0,1.329056371,0.0,19.445828273,0.0,0.0,0.0,14.884010275,0.0,26.931505885,5.403970107,10.807577658,0.0,1.329056371,1.993574012,2.658137286,0.0,10.055706359,0.664523765,0.0,0.0,0.0,0.0,0.0,6.068502713,1.993574012,0.0,0.0,5.980716486,0.0,0.664523765,40.484118378,0.664523765,9.391158043,0.664523765,0.0,0.664523765,0.0,4.739446342,0.0,29.766493711,1.329056371,29.010746527000002,0.0,0.664523765,4.651711701,0.0,7.397583628,1.329056371,0.664523765,4.739446342,10.807577658,0.664523765,0.0,1.329056371,0.0,5.403970107,0.0,0.0,0.0,0.0,0.0,3.987122086,14.794781304,0.0,1.329056371,73.12943347999999,0.0,6.733020354,0.0,0.0,0.0,0.664523765,0.664523765,0.0,17.542135787,0.0,0.664523765,0.664523765,7.397583628,0.0,0.0,0.0,0.0,0.0,1.329056371,4.739446342,0.0,21.441356497,0.018302477,0.013991575000000001,0.0,0.084576025,0.223201486,0.0,1.5152187910000001,0.223855094,0.013825942,0.0,0.040411155,0.035893242,1.447597495,0.0,0.102216733,0.197628163,0.08897439,0.095721037,0.0,0.075526214,1.0,1.0,"[[0], [4]]"
5x5,0.0,0.0,1.457310294,2.840696592,0.0,0.0,0.0,0.0,0.0,0.0,1.457310294,2.914713648,0.0,0.0,0.0,0.0,12.819630834000002,0.0,1.457310294,0.0,4.372049429,14.20197451,0.0,0.0,0.0,0.0,0.0,5.681438881,0.0,2.840696592,0.0,0.0,5.681438881,5.829359897,0.0,0.0,0.0,2.840696592,0.0,0.0,10.20211431,8.596152529000001,2.914713648,0.0,2.840696592,0.0,2.840696592,5.681438881,2.840696592,111.16279888999999,2.840696592,0.0,0.0,4.298006886,2.840696592,7.286669155,2.840696592,0.0,0.0,0.0,0.0,1.457310294,12.819630834000002,10.127365747,2.840696592,0.0,0.0,0.0,0.0,0.0,7.286669155,31.24779319,0.0,0.0,10.053488309999999,0.0,0.0,24.7750787,0.0,8.522259222,0.0,2.840696592,2.840696592,0.0,0.0,0.0,0.0,1.457310294,0.0,0.0,0.0,12.819630834000002,0.0,14.277034188000002,0.0,8.522259222,0.0,4.372049429,5.681438881,0.0,1.457310294,0.0,2.840696592,2.840696592,1.457310294,0.0,2.840696592,0.0,0.0,12.894308651,0.0,0.0,45.17426595,0.0,1.457310294,0.0,0.0,0.0,1.457310294,0.0,0.0,2.914713648,0.0,2.840696592,0.0,21.340652254,0.0,1.457310294,0.0,0.0,4.298006886,2.840696592,0.0,0.0,16.02942562,0.0,0.0,0.025401622,0.020722058,0.0,0.0,1.498686251,0.0,0.031706104,0.0,0.034158248,0.014365337,0.0,0.0,0.0,0.067509194,0.380761614,0.001517518,0.015233641,0.223626855,1.0,1.0,"[[1], [0]]"
6x6,0.0,0.0,1.457310294,0.0,0.0,1.84760666,0.615883328,1.84760666,0.0,0.0,2.073193622,2.914713648,0.615883328,0.0,0.615883328,0.0,2.6890831950000003,0.0,1.457310294,0.0,4.372049429,0.615883328,1.231772901,0.615883328,0.0,0.0,1.231772901,0.0,0.0,0.0,0.615883328,0.0,2.463538344,6.445243225,0.0,0.0,0.615883328,0.0,0.0,0.615883328,30.52765249,2.914713648,5.378251992,1.231772901,0.0,1.231772901,1.231772901,0.615883328,0.0,14.57399389,0.0,1.231772901,0.0,1.457310294,0.0,24.529826335000003,0.0,0.0,0.0,0.0,0.0,6.384379525,2.073193622,7.902552483,0.0,1.231772901,0.0,0.615883328,0.0,0.0,17.757635354999998,37.56559179,0.0,0.0,6.835587772999999,0.0,1.231772901,45.100616880000004,1.231772901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.311167523,5.152574118,6.158796218,0.0,0.0,1.457310294,0.0,4.1464865490000005,1.231772901,0.0,0.0,5.60382233,0.0,0.0,1.457310294,0.0,0.0,1.84760666,1.457310294,0.615883328,0.0,0.0,1.84760666,81.355060479,0.0,0.0,67.34821245,0.0,1.457310294,0.0,0.0,0.0,2.073193622,1.84760666,0.0,8.457609389,0.0,0.615883328,0.0,1.457310294,0.615883328,2.6890831950000003,0.0,0.0,2.6890831950000003,0.0,0.0,0.0,26.50039182,0.0,0.058490586,0.05768991,0.046342824,0.0,0.036217685,6.8121026239999996,0.0,0.031706104,0.0,0.053552311000000005,0.0,0.016035073,0.0,0.075905184,0.067536782,0.107668996,0.001517518,0.028821034,0.0,1.0,1.0,"[[1], [1]]"
7x7,0.0,0.0,1.457310294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.457310294,2.914713648,0.0,0.0,0.0,0.0,1.457310294,0.0,1.457310294,0.0,4.372049429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.829359897,0.0,0.0,0.0,0.0,0.0,0.0,27.15771754,2.914713648,2.914713648,0.0,0.0,0.0,0.0,0.0,0.0,14.57399389,0.0,0.0,0.0,1.457310294,0.0,24.242272385,0.0,0.0,0.0,0.0,0.0,1.457310294,4.28309036,7.286669155,0.0,0.0,0.0,0.0,0.0,0.0,10.112449221,39.5601918,0.0,0.0,4.372049429,0.0,0.0,27.600858766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.457310294,5.651659355,0.0,0.0,1.457310294,0.0,5.740493714,0.0,0.0,0.0,7.197829495,0.0,0.0,1.457310294,0.0,0.0,0.0,1.457310294,0.0,0.0,0.0,0.0,120.241230229,0.0,0.0,64.95687175,0.0,1.457310294,0.0,0.0,0.0,1.457310294,0.0,0.0,5.740493714,0.0,0.0,2.825780066,1.457310294,0.0,1.457310294,0.0,0.0,7.108969649,0.0,0.0,0.0,18.855205686,0.0,0.089065499,0.050536476999999996,0.038018276,0.0,0.023764345,6.297907728999999,0.0,0.031706104,0.0,0.080713111,0.0,0.0,0.0,0.058003246,0.12670557,0.107668996,0.001517518,0.043761359,0.0,1.0,1.0,"[[1], [2]]"
8x8,0.0,0.0,4.3249855319999995,0.0,0.0,1.433828655,1.433828655,0.716919764,0.0,0.0,1.457310294,2.914713648,0.0,0.0,0.0,0.716919764,5.041894986,0.716919764,2.174230058,0.716919764,5.088969193,1.433828655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.716919764,5.829359897,0.0,1.433828655,0.0,0.0,0.0,0.0,16.654408655,2.914713648,2.914713648,4.301515067,0.0,0.0,0.0,0.716919764,0.716919764,14.57399389,0.0,0.0,0.0,1.457310294,0.0,19.475308735,0.0,0.716919764,0.0,0.716919764,0.0,2.174230058,2.174230058,7.286669155,0.0,0.0,0.0,0.0,0.0,0.0,21.625773435,22.94418173,0.0,0.716919764,7.239724666999999,0.716919764,0.716919764,24.7750787,0.716919764,2.150793929,0.0,0.0,0.0,0.0,0.0,0.0,3.584584692,5.041894986,10.7543874,0.716919764,0.0,1.457310294,0.0,3.6316334120000002,0.0,0.0,0.0,4.372049429,0.0,1.433828655,1.457310294,0.0,0.0,0.716919764,1.457310294,0.0,0.0,0.0,0.0,145.60492812899997,0.0,0.0,45.891185714,0.0,1.457310294,0.716919764,0.716919764,0.0,2.174230058,3.584584692,0.0,13.669101048000002,0.716919764,0.0,0.0,2.891138949,0.716919764,1.457310294,0.716919764,0.0,1.457310294,0.0,0.0,0.0,16.02942562,0.0,0.02629686,0.059117055,0.045692516,0.0,0.039747776,5.847338929,0.0,0.031706104,0.002651482,0.050948093,0.0,0.0,0.00462805,0.0,0.086992474,0.140979871,0.001517518,0.044223276,0.0,1.0,1.0,"[[1], [3]]"
9x9,0.0,0.0,1.457310294,0.0,0.0,0.0,14.21948651,0.0,0.0,0.0,1.457310294,2.914713648,0.0,0.0,0.0,0.0,6.196756636,0.0,1.457310294,0.0,4.372049429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.739446342,0.0,0.0,5.829359897,0.0,0.0,0.0,14.21948651,0.0,0.0,48.11558794,2.914713648,7.65415999,0.0,0.0,4.739446342,0.0,0.0,0.0,24.052515177,0.0,0.0,0.0,15.676796803999999,0.0,26.243887094999998,4.739446342,9.478521287,0.0,0.0,0.0,1.457310294,1.457310294,12.026115497,0.0,0.0,0.0,0.0,0.0,0.0,12.026115497,0.0,0.0,0.0,4.372049429,0.0,0.0,57.94940801,0.0,4.739446342,0.0,0.0,0.0,0.0,4.739446342,0.0,28.43743734,1.457310294,23.69448651,0.0,0.0,1.457310294,0.0,7.65415999,0.0,0.0,4.739446342,13.850570716,0.0,0.0,1.457310294,0.0,4.739446342,0.0,1.457310294,0.0,0.0,0.0,0.0,13.850570716,0.0,0.0,83.08773958,0.0,6.196756636,0.0,0.0,0.0,1.457310294,0.0,0.0,17.134200158,0.0,0.0,0.0,6.196756636,0.0,1.457310294,0.0,0.0,1.457310294,0.0,4.739446342,0.0,25.507946907,0.018302477,0.002922097,0.025401622,0.084576025,0.0,0.0,2.28957452,0.223855094,0.031706104,0.0,0.074569403,0.0,1.447597495,0.0,0.102216733,0.060679072,0.155419793,0.09723855499999999,0.015233641,0.0,1.0,1.0,"[[1], [4]]"
