coord,Ace2,Adora2a,Aldh1l1,Amigo2,Ano3,Aqp4,Ar,Arhgap36,Avpr1a,Avpr2,Baiap2,Bdnf,Bmp7,Brs3,Calcr,Cbln1,Cbln2,Cckar,Cckbr,Ccnd2,Cd24a,Cdkn1a,Cenpe,Chat,Coch,Col25a1,Cplx3,Cpne5,Creb3l1,Crhbp,Crhr1,Crhr2,Cspg5,Cxcl14,Cyp19a1,Cyp26a1,Cyr61,Dgkk,Ebf3,Egr2,Ermn,Esr1,Etv1,Fbxw13,Fezf1,Fn1,Fst,Gabra1,Gabrg1,Gad1,Galr1,Galr2,Gbx2,Gda,Gem,Gjc3,Glra3,Gpr165,Greb1,Grpr,Htr2c,Igf1r,Igf2r,Irs4,Isl1,Kiss1r,Klf4,Krt90,Lepr,Lmod1,Lpar1,Man1a,Mc4r,Mki67,Mlc1,Myh11,Ndnf,Ndrg1,Necab1,Nos1,Npas1,Npy1r,Npy2r,Ntng1,Ntsr1,Nup62cl,Omp,Onecut2,Opalin,Oprd1,Oprk1,Oprl1,Oxtr,Pak3,Pcdh11x,Pdgfra,Pgr,Plin3,Pnoc,Pou3f2,Prlr,Ramp3,Rgs2,Rgs5,Rnd3,Rxfp1,Scgn,Selplg,Sema3c,Sema4d,Serpinb1b,Serpine1,Sgk1,Slc15a3,Slc17a6,Slc17a7,Slc17a8,Slc18a2,Slco1a4,Sox4,Sox6,Sox8,Sp9,Synpr,Syt2,Syt4,Sytl4,Tacr1,Tacr3,Tiparp,Tmem108,Traf4,Trhr,Ttn,Ttyh2,Adcyap1,Cartpt,Cck,Crh,Gal,Gnrh1,Mbp,Nnat,Nts,Oxt,Penk,Scg2,Sln,Sst,Tac1,Tac2,Th,Trh,Ucn3,Vgf,Astrocyte,Microglia
47x47,0.891907941,0.96942751,84.422743,4.424143286,0.484704415,115.51677867999999,1.859170143,6.956304724000001,0.484704415,0.0,2.7532401340000003,1.376612356,9.636488942,0.96942751,3.454715776,2.751078084,7.44096075,1.376612356,0.0,0.484704415,0.0,10.147291925,0.0,0.484704415,0.929612039,1.727344509,0.0,1.859170143,4.245096191,0.0,0.0,1.899039549,29.128200939,36.27299592999999,1.727344509,0.0,1.454143763,4.165397693,0.0,0.0,0.484704415,2.61925245,0.0,1.8215199800000001,0.929612039,2.656956548,0.0,0.891907941,9.168305259,1.859170143,0.929612039,0.0,0.891907941,0.0,2.306224395,0.891907941,0.484704415,11.418166751000001,0.891907941,0.891907941,1.859170143,16.323708266,6.205793860000001,4.2030527520000005,0.484704415,0.929612039,1.861335451,0.484704415,1.727344509,0.0,0.484704415,6.339754786,0.0,0.96942751,108.93433476999999,0.0,0.0,0.0,0.96942751,17.819138807999998,0.0,0.96942751,0.891907941,0.0,0.484704415,0.0,3.181488272,3.198129078,0.484704415,0.484704415,0.0,4.497232398,0.0,10.060276778999999,3.7226124130000002,2.212048924,1.783812624,6.475849332,1.859170143,26.33683889,1.414316454,0.0,0.484704415,2.656956548,1.859170143,0.96942751,0.0,84.18663946999999,1.859170143,17.430336227,0.891907941,0.0,12.717018116999999,1.899039549,4.052324774000001,0.0,1.376612356,0.484704415,1.899039549,18.070778271000002,11.92374716,27.443505566,0.0,0.0,0.0,4.925473587000001,0.0,0.0,4.033568904,6.939706057,5.4876642780000005,1.727344509,0.484704415,0.891907941,44.496705795,0.02634885,0.069888115,0.06062424,0.088891222,0.0,0.023056926,0.0,0.085128075,0.0,0.0,0.014467629,0.0,0.6709813360000001,0.0,0.0,0.000762815,0.7535388680000001,0.00021435,0.003225125,0.0,2.0,2.0
48x48,0.891907941,0.0,60.18793528,3.454715776,1.168652664,97.98038815299999,1.859170143,5.502160961,0.0,1.168652664,1.783812624,0.891907941,6.243501113000001,0.0,3.454715776,2.751078084,10.176822977,0.891907941,0.0,4.674662016,2.337336513,8.693148162,0.0,0.0,0.929612039,1.727344509,0.0,1.859170143,1.8215199800000001,0.0,0.0,0.929612039,26.333059986,25.125129729999998,1.727344509,0.0,0.0,4.849345942,5.843212087,0.0,1.168652664,2.61925245,1.168652664,1.8215199800000001,0.929612039,7.331618564,1.168652664,3.229244454,7.22950547,1.859170143,0.929612039,0.0,0.891907941,1.168652664,1.8215199800000001,0.891907941,0.0,12.500578220000001,0.891907941,0.891907941,1.859170143,15.095732852000001,6.205793860000001,3.718348337,0.0,0.929612039,0.891907941,0.0,1.727344509,0.0,1.168652664,10.044989292,0.0,0.0,78.51020869,0.0,0.0,1.168652664,1.168652664,17.819138807999998,0.0,0.0,0.891907941,0.0,0.0,0.0,1.727344509,3.882077327,0.0,1.168652664,0.0,4.497232398,0.0,10.458813503,2.952465288,1.727344509,1.783812624,3.567620359,1.859170143,21.0049979,0.929612039,0.0,1.168652664,29.537420728,1.859170143,0.0,0.0,129.34586948999998,3.0278228069999997,18.625841461,0.891907941,0.0,18.958795803999998,3.2669485519999997,3.567620359,0.0,0.891907941,0.0,4.435599719,29.187048328,8.04610428,24.535276593,0.0,0.0,0.0,4.440769172,0.0,0.0,3.548864489,4.516129846,3.548864489,1.727344509,0.0,0.891907941,34.80369513,0.042301809999999995,0.028244874,0.077712337,0.11303284300000001,0.0,0.001917426,0.0,0.0,0.0,0.0,0.014467629,0.0,0.389162013,0.0,0.0,0.015747759,0.8176021610000002,0.000956956,0.004285452,0.0,2.0,2.0
49x49,0.0,2.889914001,45.025753019999996,6.344629777,0.0,82.936430428,3.304120244,3.718348337,0.0,0.0,1.444950101,6.022148348,6.243501113000001,0.0,4.899665877,9.08405828,25.876781967,1.444950101,0.0,0.0,0.0,6.909335538,0.0,0.0,2.37456214,7.749492857,1.444950101,3.304120244,2.37456214,0.0,0.0,0.929612039,15.905136600999999,19.095995546,1.727344509,0.0,0.0,2.788785337,0.0,0.0,0.0,1.727344509,12.04367592,0.929612039,0.929612039,2.656956548,6.022148348,0.0,5.445692846,3.304120244,0.929612039,0.0,0.0,10.357094006,2.37456214,0.0,0.0,6.194115801,0.0,14.692004197,1.859170143,4.516129846,5.3138859190000005,6.608262338,0.0,6.951760387,0.0,1.444950101,1.727344509,0.0,0.0,27.676476442000002,0.0,1.444950101,56.828632731,0.0,0.0,0.0,4.334945658,2.656956548,0.0,0.0,2.889914001,0.0,0.0,0.0,1.727344509,2.37456214,6.022148348,0.0,0.0,6.709460705000001,0.0,6.890642947,0.0,3.17229461,0.0,1.444950101,1.859170143,18.329213755999998,0.929612039,6.022148348,22.158433629999998,2.656956548,1.859170143,0.0,0.0,167.39502667,1.859170143,19.483140992,0.0,0.0,10.529025992,0.929612039,8.912062349,0.0,0.0,1.444950101,0.929612039,15.155563462,3.586514652,18.844806296999998,0.0,0.0,0.0,19.035578126,6.022148348,0.0,4.101906649,5.961079947,4.101906649,3.17229461,0.0,0.0,22.31717205,0.002387402,0.022665631,0.051556712,0.03701119,0.002447184,0.0,0.0,0.0,0.0,0.0,0.000229578,0.0,0.287508189,0.0,0.0,0.103260324,0.7119464110000001,0.316622734,0.003616226,0.0,2.0,2.0
50x50,0.0,0.96942751,69.26056073999999,4.424143286,0.484704415,102.810157468,1.859170143,5.1724921,0.484704415,0.0,0.96942751,6.506852763,9.636488942,0.96942751,3.454715776,1.859170143,17.700824046,0.484704415,0.0,0.484704415,0.0,8.363479301,0.0,0.484704415,0.929612039,7.749492857,0.0,1.859170143,3.3531882499999996,0.0,0.0,1.899039549,19.316351233,27.353947745,1.727344509,0.0,1.454143763,3.273489752,0.0,0.0,0.484704415,1.727344509,12.04367592,0.929612039,0.929612039,2.656956548,6.022148348,0.0,7.384492635,1.859170143,0.929612039,0.0,0.0,6.022148348,1.414316454,0.0,0.484704415,4.282746354,0.0,6.022148348,1.859170143,12.756087907,5.3138859190000005,4.2030527520000005,0.484704415,6.951760387,0.96942751,0.484704415,1.727344509,0.0,0.484704415,28.645903952,0.0,0.96942751,89.31379639,0.0,0.0,0.0,0.96942751,2.656956548,0.0,0.96942751,0.0,0.0,0.484704415,0.0,3.181488272,1.414316454,6.506852763,0.484704415,0.0,0.929612039,0.0,7.384492635,1.938799789,2.212048924,0.0,2.908228973,1.859170143,23.661054745999998,1.414316454,6.022148348,12.528380335,2.656956548,1.859170143,0.96942751,0.0,140.17740534,1.859170143,9.402992065,0.0,0.0,3.797969932,1.899039549,6.506852763,0.0,0.484704415,0.484704415,1.899039549,15.173878434,7.464157532,20.308085168999998,0.0,0.0,0.0,15.185336883,6.022148348,0.0,3.141660963,6.939706057,4.595756337,1.727344509,0.484704415,0.0,32.010182715,0.002387402,0.06430887199999999,0.055439391,0.064986861,0.002447184,0.023056926,0.0,0.085128075,0.0,0.0,0.000229578,0.0,0.641572243,0.0,0.0,0.0,0.6922926130000001,0.005781784,0.003616226,0.0,2.0,2.0
51x51,0.0,0.0,45.025753019999996,3.454715776,1.168652664,85.27376694099999,1.859170143,3.718348337,0.0,1.168652664,0.0,6.022148348,6.243501113000001,0.0,3.454715776,1.859170143,20.436686273,0.0,0.0,4.674662016,2.337336513,6.909335538,0.0,0.0,0.929612039,7.749492857,0.0,1.859170143,0.929612039,0.0,0.0,0.929612039,16.52121028,16.206081545,1.727344509,0.0,0.0,3.957438001,5.843212087,0.0,1.168652664,1.727344509,13.212328584,0.929612039,0.929612039,7.331618564,7.190801012,2.337336513,5.445692846,1.859170143,0.929612039,0.0,0.0,7.190801012,0.929612039,0.0,0.0,5.3651578230000005,0.0,6.022148348,1.859170143,11.528112493,5.3138859190000005,3.718348337,0.0,6.951760387,0.0,0.0,1.727344509,0.0,1.168652664,32.351138458,0.0,0.0,58.88967030999999,0.0,0.0,1.168652664,1.168652664,2.656956548,0.0,0.0,0.0,0.0,0.0,0.0,1.727344509,2.098264703,6.022148348,1.168652664,0.0,0.929612039,0.0,7.783029359,1.168652664,1.727344509,0.0,0.0,1.859170143,18.329213755999998,0.929612039,6.022148348,13.212328584,29.537420728,1.859170143,0.0,0.0,185.33663536,3.0278228069999997,10.598497299,0.0,0.0,10.039747619,3.2669485519999997,6.022148348,0.0,0.0,0.0,4.435599719,26.290148491,3.586514652,17.399856195999998,0.0,0.0,0.0,14.700632468,6.022148348,0.0,2.656956548,4.516129846,2.656956548,1.727344509,0.0,0.0,22.31717205,0.018340362,0.022665631,0.072527488,0.08912848200000001,0.002447184,0.001917426,0.0,0.0,0.0,0.0,0.000229578,0.0,0.35975292,0.0,0.0,0.014984944,0.7563559060000001,0.00652439,0.004676553,0.0,2.0,2.0
52x52,0.0,3.8593415110000002,69.26056073999999,7.314057287,0.484704415,96.78800912,3.304120244,5.1724921,0.484704415,0.0,2.414377611,0.484704415,9.636488942,0.96942751,4.899665877,9.08405828,15.771905835999998,1.929654516,0.0,0.484704415,0.0,8.363479301,0.0,0.484704415,2.37456214,1.727344509,1.444950101,3.304120244,4.798138351,0.0,0.0,1.899039549,22.206265234,30.243861746,1.727344509,0.0,1.454143763,3.273489752,0.0,0.0,0.484704415,1.727344509,0.0,0.929612039,0.929612039,2.656956548,0.0,0.0,7.384492635,3.304120244,0.929612039,0.0,0.0,4.334945658,2.859266555,0.0,0.484704415,8.617692012,0.0,8.669855849,1.859170143,12.756087907,5.3138859190000005,7.092966753000001,0.484704415,0.929612039,0.96942751,1.929654516,1.727344509,0.0,0.484704415,4.555942162,0.0,2.414377611,90.758746491,0.0,0.0,0.0,5.304373168,2.656956548,0.0,0.96942751,2.889914001,0.0,0.484704415,0.0,3.181488272,2.859266555,0.484704415,0.484704415,0.0,6.709460705000001,0.0,8.829442736,1.938799789,3.6569990249999997,0.0,4.353179074,1.859170143,23.661054745999998,1.414316454,0.0,10.599462124999999,2.656956548,1.859170143,0.96942751,0.0,102.82982161,1.859170143,25.299618405,0.0,0.0,12.467825780999998,1.899039549,3.374618416,0.0,0.484704415,1.929654516,1.899039549,12.041644087000002,7.464157532,21.753035269999998,0.0,0.0,0.0,7.476606621,0.0,0.0,4.586611064,8.384656158,6.040706438,3.17229461,0.484704415,0.0,32.010182715,0.0,0.06430887199999999,0.047970048,0.061639604,0.0,0.023056926,0.0,0.085128075,0.0,0.0,0.000229578,0.0,0.9290804320000001,0.0,0.0,0.103260324,0.5671967980000001,0.3110553,0.003225125,0.0,2.0,2.0
53x53,0.0,2.889914001,45.025753019999996,6.344629777,1.168652664,79.25161859299999,3.304120244,3.718348337,0.0,1.168652664,1.444950101,0.0,6.243501113000001,0.0,4.899665877,9.08405828,18.507768063,1.444950101,0.0,4.674662016,2.337336513,6.909335538,0.0,0.0,2.37456214,1.727344509,1.444950101,3.304120244,2.37456214,0.0,0.0,0.929612039,19.411124281,19.095995546,1.727344509,0.0,0.0,3.957438001,5.843212087,0.0,1.168652664,1.727344509,1.168652664,0.929612039,0.929612039,7.331618564,1.168652664,2.337336513,5.445692846,3.304120244,0.929612039,0.0,0.0,5.503598321999999,2.37456214,0.0,0.0,9.700103481,0.0,8.669855849,1.859170143,11.528112493,5.3138859190000005,6.608262338,0.0,0.929612039,0.0,1.444950101,1.727344509,0.0,1.168652664,8.261176668000001,0.0,1.444950101,60.334620410999996,0.0,0.0,1.168652664,5.503598321999999,2.656956548,0.0,0.0,2.889914001,0.0,0.0,0.0,1.727344509,3.5432148039999998,0.0,1.168652664,0.0,6.709460705000001,0.0,9.22797946,1.168652664,3.17229461,0.0,1.444950101,1.859170143,18.329213755999998,0.929612039,0.0,11.283410373999999,29.537420728,1.859170143,0.0,0.0,147.98905163,3.0278228069999997,26.495123639,0.0,0.0,18.709603467999997,3.2669485519999997,2.889914001,0.0,0.0,1.444950101,4.435599719,23.157914144000003,3.586514652,18.844806296999998,0.0,0.0,0.0,6.991902206,0.0,0.0,4.101906649,5.961079947,4.101906649,3.17229461,0.0,0.0,22.31717205,0.01595296,0.022665631,0.06505814500000001,0.085781225,0.0,0.001917426,0.0,0.0,0.0,0.0,0.000229578,0.0,0.647261109,0.0,0.0,0.118245268,0.6312600910000001,0.31179790599999996,0.004285452,0.0,2.0,2.0
54x54,0.0,0.96942751,69.26056073999999,4.424143286,1.6533570789999998,99.125345633,1.859170143,5.1724921,0.484704415,1.168652664,0.96942751,0.484704415,9.636488942,0.96942751,3.454715776,1.859170143,10.331810142,0.484704415,0.0,5.1593664310000005,2.337336513,8.363479301,0.0,0.484704415,0.929612039,1.727344509,0.0,1.859170143,3.3531882499999996,0.0,0.0,1.899039549,22.822338913,27.353947745,1.727344509,0.0,1.454143763,4.442142416,5.843212087,0.0,1.6533570789999998,1.727344509,1.168652664,0.929612039,0.929612039,7.331618564,1.168652664,2.337336513,7.384492635,1.859170143,0.929612039,0.0,0.0,1.168652664,1.414316454,0.0,0.484704415,7.788734034000001,0.0,0.0,1.859170143,19.768070553999998,5.3138859190000005,4.2030527520000005,0.484704415,0.929612039,0.96942751,0.484704415,1.727344509,0.0,1.6533570789999998,9.230604178,0.0,0.96942751,92.81978407,0.0,0.0,1.168652664,2.1380801739999997,2.656956548,0.0,0.96942751,0.0,0.0,0.484704415,0.0,3.181488272,2.582969118,0.484704415,1.6533570789999998,0.0,0.929612039,0.0,9.721829148,3.1074524529999996,2.212048924,0.0,2.908228973,1.859170143,23.661054745999998,1.414316454,0.0,1.6533570789999998,29.537420728,1.859170143,0.96942751,0.0,120.77143029999999,3.0278228069999997,16.414974712,0.0,0.0,11.978547408,4.236376062,0.484704415,0.0,0.484704415,0.484704415,5.405027229,23.176229116000002,7.464157532,20.308085168999998,0.0,0.0,0.0,3.141660963,0.0,0.0,3.141660963,6.939706057,4.595756337,1.727344509,0.484704415,0.0,32.010182715,0.01595296,0.06430887199999999,0.06894082400000001,0.11375689600000001,0.0,0.024974352,0.0,0.085128075,0.0,0.0,0.000229578,0.0,1.001325163,0.0,0.0,0.014984944,0.6116062930000001,0.000956956,0.004285452,0.0,2.0,2.0
55x55,1.781595483,0.0,48.39431159,3.454715776,0.889687542,127.64483263800001,0.0,1.783812624,0.889687542,0.0,1.783812624,6.914056289,8.7928291,0.0,3.454715776,0.891907941,13.827488544,0.891907941,0.0,3.558689367,1.77939326,8.693148162,0.0,0.0,0.889687542,7.749492857,0.0,0.0,1.781595483,0.0,0.0,0.0,16.929306767,26.504542713,1.727344509,0.0,0.889687542,2.671301201,0.0,0.0,0.889687542,2.61925245,14.712695252,0.891907941,0.0,1.727344509,6.022148348,0.891907941,3.511157133,1.77939326,0.0,0.0,1.781595483,6.022148348,0.891907941,0.891907941,1.77939326,7.135420397,2.671301201,8.693449549,0.889687542,7.074358128,4.346623717,0.0,0.0,6.022148348,0.891907941,0.0,2.617032051,0.0,0.0,29.380512183,0.0,0.0,70.70280129,0.0,0.889687542,0.889687542,0.0,16.889526769,0.0,0.889687542,0.891907941,0.0,0.0,0.0,4.396363840999999,1.783812624,6.022148348,0.0,0.0,4.457307901,0.0,4.403128653,1.783812624,1.727344509,1.783812624,6.236639691000001,0.889687542,7.020187462000001,0.0,6.022148348,12.04367592,1.727344509,0.889687542,0.0,0.0,150.53123778999998,0.0,12.423708003,0.891907941,0.0,11.588067516999999,0.0,9.589768707000001,0.0,0.891907941,0.0,0.889687542,20.175305569,7.076621679,11.479823715,0.0,0.0,0.0,15.554833053,6.91183589,0.0,4.39864571,1.727344509,2.61925245,1.727344509,0.0,0.891907941,28.137031677,0.048900736,0.016228358000000002,0.239783377,0.06408369,0.002447184,0.0,0.0,0.0,0.0,0.0,0.029413252,0.0,0.029409093,0.0,0.0,0.02038623,0.967823797,0.005567434,0.056947551,0.0,2.0,2.0
56x56,1.781595483,2.889914001,48.39431159,6.344629777,0.889687542,121.62268429000001,1.444950101,1.783812624,0.889687542,0.0,3.228762725,0.891907941,8.7928291,0.0,4.899665877,8.116796078,11.898570333999999,2.3368580420000002,0.0,3.558689367,1.77939326,8.693148162,0.0,0.0,2.334637643,1.727344509,1.444950101,1.444950101,3.226545584,0.0,0.0,0.0,19.819220768,29.394456714,1.727344509,0.0,0.889687542,2.671301201,0.0,0.0,0.889687542,2.61925245,2.669019332,0.891907941,0.0,1.727344509,0.0,0.891907941,3.511157133,3.224343361,0.0,0.0,1.781595483,4.334945658,2.3368580420000002,0.891907941,1.77939326,11.470366055,2.671301201,11.34115705,0.889687542,7.074358128,4.346623717,2.889914001,0.0,0.0,0.891907941,1.444950101,2.617032051,0.0,0.0,5.290550393,0.0,1.444950101,72.147751391,0.0,0.889687542,0.889687542,4.334945658,16.889526769,0.0,0.889687542,3.781821942,0.0,0.0,0.0,4.396363840999999,3.228762725,0.0,0.0,0.0,10.237156567,0.0,5.848078753999999,1.783812624,3.17229461,1.783812624,7.6815897920000005,0.889687542,7.020187462000001,0.0,0.0,10.11475771,1.727344509,0.889687542,0.0,0.0,113.18365406,0.0,28.320334343,0.891907941,0.0,20.257923366,0.0,6.45753436,0.0,0.891907941,1.444950101,0.889687542,17.043071222,7.076621679,12.924773816,0.0,0.0,0.0,7.846102791,0.889687542,0.0,5.843595811,3.17229461,4.064202551,3.17229461,0.0,0.891907941,28.137031677,0.046513334,0.016228358000000002,0.232314034,0.060736433,0.0,0.0,0.0,0.0,0.0,0.0,0.029413252,0.0,0.316917282,0.0,0.0,0.123646554,0.842727982,0.31084095,0.05655645,0.0,2.0,2.0
57x57,1.781595483,0.96942751,72.62911931,4.424143286,1.374391957,141.49641133,0.0,3.237956387,1.374391957,0.0,2.7532401340000003,1.376612356,12.185816929000001,0.96942751,3.454715776,0.891907941,3.7226124130000002,1.376612356,0.0,4.043393782,1.77939326,10.147291925,0.0,0.484704415,0.889687542,1.727344509,0.0,0.0,4.205171694,0.0,0.0,0.96942751,23.2304354,37.652408913,1.727344509,0.0,2.343831305,3.156005616,0.0,0.0,1.374391957,2.61925245,2.669019332,0.891907941,0.0,1.727344509,0.0,0.891907941,5.449956922,1.77939326,0.0,0.0,1.781595483,0.0,1.376612356,0.891907941,2.264097675,9.558996608,2.671301201,2.671301201,0.889687542,15.314316189,4.346623717,0.484704415,0.484704415,0.0,1.861335451,0.484704415,2.617032051,0.0,0.484704415,6.259977903,0.0,0.96942751,104.63291505,0.0,0.889687542,0.889687542,0.96942751,16.889526769,0.0,1.859115052,0.891907941,0.0,0.484704415,0.0,5.850507604,2.2685170390000002,0.484704415,0.484704415,0.0,4.457307901,0.0,6.3419284419999995,3.7226124130000002,2.212048924,1.783812624,9.144868664,0.889687542,12.352028452,0.484704415,0.0,0.484704415,1.727344509,0.889687542,0.96942751,0.0,85.96603273,0.0,18.240185416,0.891907941,0.0,13.526867306,0.96942751,4.052324774000001,0.0,1.376612356,0.484704415,1.859115052,17.061386194,10.954264558999999,14.388052688,0.0,0.0,0.0,3.995861548,0.889687542,0.0,4.883350125000001,4.15092072,4.558052239,1.727344509,0.484704415,0.891907941,37.830042342,0.046513334,0.057871598999999996,0.236196713,0.088712104,0.0,0.023056926,0.0,0.085128075,0.0,0.0,0.029413252,0.0,0.6709813360000001,0.0,0.0,0.02038623,0.823074184,0.0,0.05655645,0.0,2.0,2.0
58x58,1.781595483,0.0,48.39431159,3.454715776,2.058340206,123.960020803,0.0,1.783812624,0.889687542,1.168652664,1.783812624,0.891907941,8.7928291,0.0,3.454715776,0.891907941,6.45847464,0.891907941,0.0,8.233351383,4.116729772999999,8.693148162,0.0,0.0,0.889687542,1.727344509,0.0,0.0,1.781595483,0.0,0.0,0.0,20.435294447,26.504542713,1.727344509,0.0,0.889687542,3.839953865,5.843212087,0.0,2.058340206,2.61925245,3.837671996,0.891907941,0.0,6.402006525,1.168652664,3.229244454,3.511157133,1.77939326,0.0,0.0,1.781595483,1.168652664,0.891907941,0.891907941,1.77939326,10.641408077,2.671301201,2.671301201,0.889687542,14.086340775,4.346623717,0.0,0.0,0.0,0.891907941,0.0,2.617032051,0.0,1.168652664,9.965212409,0.0,0.0,74.20878897,0.0,0.889687542,2.058340206,1.168652664,16.889526769,0.0,0.889687542,0.891907941,0.0,0.0,0.0,4.396363840999999,2.952465288,0.0,1.168652664,0.0,4.457307901,0.0,6.740465166,2.952465288,1.727344509,1.783812624,6.236639691000001,0.889687542,7.020187462000001,0.0,0.0,1.168652664,28.607808689000002,0.889687542,0.0,0.0,131.12526275,1.168652664,19.435690649999998,0.891907941,0.0,19.768644993,2.337336513,3.567620359,0.0,0.891907941,0.0,4.395675222,28.177656251,7.076621679,11.479823715,0.0,0.0,0.0,3.511157133,0.889687542,0.0,4.39864571,1.727344509,2.61925245,1.727344509,0.0,0.891907941,28.137031677,0.062466294000000006,0.016228358000000002,0.25328481,0.112853725,0.0,0.001917426,0.0,0.0,0.0,0.0,0.029413252,0.0,0.389162013,0.0,0.0,0.035371174000000005,0.887137477,0.000742606,0.057616777,0.0,2.0,2.0
59x59,0.889687542,2.889914001,33.23212933,6.344629777,0.889687542,108.91606307800001,1.444950101,0.0,0.889687542,0.0,1.444950101,6.022148348,8.7928291,0.0,4.899665877,7.224888137,22.158433629999998,1.444950101,0.0,3.558689367,1.77939326,6.909335538,0.0,0.0,2.334637643,7.749492857,1.444950101,1.444950101,2.334637643,0.0,0.0,0.0,10.007371062,20.475408529,1.727344509,0.0,0.889687542,1.77939326,0.0,0.0,0.889687542,1.727344509,14.712695252,0.0,0.0,1.727344509,6.022148348,0.0,1.727344509,3.224343361,0.0,0.0,0.889687542,10.357094006,1.444950101,0.0,1.77939326,4.334945658,1.77939326,16.471397457,0.889687542,3.506737769,3.454715776,2.889914001,0.0,6.022148348,0.0,1.444950101,2.617032051,0.0,0.0,27.596699559,0.0,1.444950101,52.527213011,0.0,0.889687542,0.889687542,4.334945658,1.727344509,0.0,0.889687542,2.889914001,0.0,0.0,0.0,4.396363840999999,1.444950101,6.022148348,0.0,0.0,6.669536208,0.0,3.17229461,0.0,3.17229461,0.0,4.113969433,0.889687542,4.344403318,0.0,6.022148348,22.158433629999998,1.727344509,0.889687542,0.0,0.0,169.17441993,0.0,20.292990181,0.0,0.0,11.338875180999999,0.0,8.912062349,0.0,0.0,1.444950101,0.889687542,14.146171384999999,2.617032051,5.789353419,0.0,0.0,0.0,18.105966087,6.91183589,0.0,4.95168787,3.17229461,3.17229461,3.17229461,0.0,0.0,15.650508597,0.022551886,0.010649115,0.22712918499999998,0.036832072,0.002447184,0.0,0.0,0.0,0.0,0.0,0.015175201,0.0,0.287508189,0.0,0.0,0.122883739,0.7814817270000001,0.316408384,0.056947551,0.0,2.0,2.0
60x60,0.889687542,0.96942751,57.46693705,4.424143286,1.374391957,128.789790118,0.0,1.454143763,1.374391957,0.0,0.96942751,6.506852763,12.185816929000001,0.96942751,3.454715776,0.0,13.982475709,0.484704415,0.0,4.043393782,1.77939326,8.363479301,0.0,0.484704415,0.889687542,7.749492857,0.0,0.0,3.3132637529999998,0.0,0.0,0.96942751,13.418585694,28.733360727999997,1.727344509,0.0,2.343831305,2.264097675,0.0,0.0,1.374391957,1.727344509,14.712695252,0.0,0.0,1.727344509,6.022148348,0.0,3.666144298,1.77939326,0.0,0.0,0.889687542,6.022148348,0.484704415,0.0,2.264097675,2.423576211,1.77939326,7.801541608,0.889687542,11.74669583,3.454715776,0.484704415,0.484704415,6.022148348,0.96942751,0.484704415,2.617032051,0.0,0.484704415,28.566127069,0.0,0.96942751,85.01237667,0.0,0.889687542,0.889687542,0.96942751,1.727344509,0.0,1.859115052,0.0,0.0,0.484704415,0.0,5.850507604,0.484704415,6.506852763,0.484704415,0.0,0.889687542,0.0,3.666144298,1.938799789,2.212048924,0.0,5.5772483049999995,0.889687542,9.676244308000001,0.484704415,6.022148348,12.528380335,1.727344509,0.889687542,0.96942751,0.0,141.9567986,0.0,10.212841254,0.0,0.0,4.607819121,0.96942751,6.506852763,0.0,0.484704415,0.484704415,1.859115052,14.164486357,6.494674931,7.252632291,0.0,0.0,0.0,14.255724844,6.91183589,0.0,3.991442184,4.15092072,3.666144298,1.727344509,0.484704415,0.0,25.343519262,0.022551886,0.052292356,0.23101186399999998,0.064807743,0.002447184,0.023056926,0.0,0.085128075,0.0,0.0,0.015175201,0.0,0.641572243,0.0,0.0,0.019623415,0.7618279290000001,0.005567434,0.056947551,0.0,2.0,2.0
61x61,0.889687542,0.0,33.23212933,3.454715776,2.058340206,111.253399591,0.0,0.0,0.889687542,1.168652664,0.0,6.022148348,8.7928291,0.0,3.454715776,0.0,16.718337936,0.0,0.0,8.233351383,4.116729772999999,6.909335538,0.0,0.0,0.889687542,7.749492857,0.0,0.0,0.889687542,0.0,0.0,0.0,10.623444741,17.585494527999998,1.727344509,0.0,0.889687542,2.9480459239999997,5.843212087,0.0,2.058340206,1.727344509,15.881347916,0.0,0.0,6.402006525,7.190801012,2.337336513,1.727344509,1.77939326,0.0,0.0,0.889687542,7.190801012,0.0,0.0,1.77939326,3.50598768,1.77939326,7.801541608,0.889687542,10.518720416,3.454715776,0.0,0.0,6.022148348,0.0,0.0,2.617032051,0.0,1.168652664,32.271361575,0.0,0.0,54.588250589999994,0.0,0.889687542,2.058340206,1.168652664,1.727344509,0.0,0.889687542,0.0,0.0,0.0,0.0,4.396363840999999,1.168652664,6.022148348,1.168652664,0.0,0.889687542,0.0,4.064681022,1.168652664,1.727344509,0.0,2.669019332,0.889687542,4.344403318,0.0,6.022148348,13.212328584,28.607808689000002,0.889687542,0.0,0.0,187.11602862,1.168652664,11.408346488,0.0,0.0,10.849596808,2.337336513,6.022148348,0.0,0.0,0.0,4.395675222,25.280756414,2.617032051,4.344403318,0.0,0.0,0.0,13.771020429,6.91183589,0.0,3.506737769,1.727344509,1.727344509,1.727344509,0.0,0.0,15.650508597,0.038504845999999995,0.010649115,0.24809996099999998,0.088949364,0.002447184,0.001917426,0.0,0.0,0.0,0.0,0.015175201,0.0,0.35975292,0.0,0.0,0.034608359000000005,0.8258912220000001,0.006310039999999999,0.058007878,0.0,2.0,2.0
