"coord" "Ace2" "Adora2a" "Aldh1l1" "Amigo2" "Ano3" "Aqp4" "Ar" "Arhgap36" "Avpr1a" "Avpr2" "Baiap2" "Bdnf" "Blank_1" "Blank_2" "Blank_3" "Blank_4" "Blank_5" "Bmp7" "Brs3" "Calcr" "Cbln1" "Cbln2" "Cckar" "Cckbr" "Ccnd2" "Cd24a" "Cdkn1a" "Cenpe" "Chat" "Coch" "Col25a1" "Cplx3" "Cpne5" "Creb3l1" "Crhbp" "Crhr1" "Crhr2" "Cspg5" "Cxcl14" "Cyp19a1" "Cyp26a1" "Cyr61" "Dgkk" "Ebf3" "Egr2" "Ermn" "Esr1" "Etv1" "Fbxw13" "Fezf1" "Fn1" "Fst" "Gabra1" "Gabrg1" "Gad1" "Galr1" "Galr2" "Gbx2" "Gda" "Gem" "Gjc3" "Glra3" "Gpr165" "Greb1" "Grpr" "Htr2c" "Igf1r" "Igf2r" "Irs4" "Isl1" "Kiss1r" "Klf4" "Krt90" "Lepr" "Lmod1" "Lpar1" "Man1a" "Mc4r" "Mki67" "Mlc1" "Myh11" "Ndnf" "Ndrg1" "Necab1" "Nos1" "Npas1" "Npy1r" "Npy2r" "Ntng1" "Ntsr1" "Nup62cl" "Omp" "Onecut2" "Opalin" "Oprd1" "Oprk1" "Oprl1" "Oxtr" "Pak3" "Pcdh11x" "Pdgfra" "Pgr" "Plin3" "Pnoc" "Pou3f2" "Prlr" "Ramp3" "Rgs2" "Rgs5" "Rnd3" "Rxfp1" "Scgn" "Selplg" "Sema3c" "Sema4d" "Serpinb1b" "Serpine1" "Sgk1" "Slc15a3" "Slc17a6" "Slc17a7" "Slc17a8" "Slc18a2" "Slco1a4" "Sox4" "Sox6" "Sox8" "Sp9" "Synpr" "Syt2" "Syt4" "Sytl4" "Tacr1" "Tacr3" "Tiparp" "Tmem108" "Traf4" "Trhr" "Ttn" "Ttyh2" "Adcyap1" "Cartpt" "Cck" "Crh" "Fos" "Gal" "Gnrh1" "Mbp" "Nnat" "Nts" "Oxt" "Penk" "Scg2" "Sln" "Sst" "Tac1" "Tac2" "Th" "Trh" "Ucn3" "Vgf" "Microglia" "ODMature1" "Pericytes" "Ambiguous" "Inhibitory" "Astrocyte" "Endothelial1" "Endothelial2" "ODImmature1" "ODMature2" "Excitatory" "ODImmature2" "ODMature4" "Endothelial3" "ODMature3" "Ependymal"
"1175x325" 0 0.62162339 35.528771682 15.635504024 0 4.6420428 6.715283598 3.983867852 0 0.62162339 6.4245676 3.362244462 2.073225576 1.451602186 0 0.62162339 4.605506464 0.62162339 0 0 1.243262002 13.598887776 1.243262002 0.62162339 3.362244462 14.760969704 5.389695417 0 0 3.362244462 1.864903513 0.62162339 3.729769757 3.983867852 0 4.813846648 0 16.168978618 19.605293354 1.243262002 0 6.427906347 9.32523631 0 0 0 2.486502653 8.625925874 2.486502653 4.02041941 4.35475987 7.382663872 10.454263042 13.598887776 42.66117054 0 2.073225576 0 6.4245676 3.983867852 4.02041941 9.995206983 18.711424152 0.62162339 4.605506464 11.905865228 48.061289083 12.114188702 27.64109694 2.486502653 4.813846648 14.51672274 0 4.02041941 0 0 2.903192764 4.02041941 1.451602186 56.310864051 1.451602186 0 42.090094054 0 7.092014219 0 1.243262002 1.243262002 0 0 0 0 2.073225576 0 1.864903513 0 30.696916576 1.864903513 17.75446748 4.6420428 1.451602186 1.243262002 5.806282957 10.490754349 7.300349301 7.967755287 0.62162339 3.108090477 39.80995712 0.62162339 0 0 2.694864188 0 14.183901838 4.02041941 1.451602186 2.903192764 1.243262002 2.486502653 0 0.62162339 8.702641834 57.23190525 14.691004742 13.304970882 3.524816154 4.02041941 0 0 17.799174601 0 0 3.108090477 2.073225576 4.972965414 0 0 0.62162339 8.040865326 0.073544373 0.042303394 0.009427408 0 NA 0.039152034 0.010216599 0 0.102330947 0.0744798 0.054252142 0.367745264 0.414461557 0.061089458 0.076261504 0.1195211 0.018234013 0 0.06097854 0.202462103 0.051529137 0 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0
"1175x375" 0 0 0 2.130905792 0 0 0 1.065475272 0 0 6.392817751 2.130905792 1.065475272 0 0 0 1.065475272 0 0 0 2.130905792 4.261868617 1.065475272 1.065475272 0 1.065475272 3.196333538 0 0 1.065475272 6.392817751 0 4.261868617 1.065475272 0 1.065475272 1.065475272 3.196333538 0 0 0 0 7.458239923 1.065475272 1.065475272 0 0 13.85251501 0 2.130905792 0 1.065475272 0 2.130905792 2.130905792 3.196333538 1.065475272 0 6.392817751 0 0 4.261868617 8.523574862 0 0 0 1.065475272 4.261868617 4.261868617 0 0 1.065475272 0 0 0 1.065475272 7.458239923 1.065475272 0 1.065475272 0 1.065475272 1.065475272 4.261868617 10.65467051 0 0 0 0 1.065475272 0 0 0 0 0 0 1.065475272 0 5.327322926 0 0 0 0 4.261868617 1.065475272 0 0 1.065475272 2.130905792 3.196333538 0 0 0 0 3.196333538 0 1.065475272 0 0 9.590098511 0 0 0 0 1.065475272 0 0 0 0 1.065475272 5.327322926 4.261868617 0 1.065475272 0 1.065475272 0 2.130905792 0 0 0 0 0 0 NA 0.02073945 0 0 0 0 0.014680467 0 0.110086957 0 0 0 0 0 0.375403104 0.173678097 0.060481264 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
"1175x475" 0 0 9.546297059 0 0 4.773245158 0 0 0 0 2.386569557 2.386569557 0.795518979 0 0 0 0.795518979 0 0.795518979 0 1.591075095 5.568708658 3.182153799 0 5.568708658 23.86566051 0 0 0 0 3.182153799 0 2.386569557 0 0 1.591075095 0 11.13668276 3.977714686 0 0 0.795518979 0 0 0.795518979 0 0 1.591075095 0.795518979 0 0 1.591075095 8.750794417 4.773245158 31.82464214 0 0 0.795518979 0 0 0 1.591075095 0.795518979 0 0 3.182153799 0.795518979 1.591075095 10.34227049 0 0 0 0 0 0 1.591075095 2.386569557 1.591075095 0 7.159809128 0 0.795518979 0.795518979 0 2.386569557 0 0 2.386569557 0 0 0 0 0 0 0 0 10.34227049 3.182153799 7.95529713 11.13668276 0 1.591075095 0 0 0 7.95529713 0 0.795518979 0 1.591075095 0 0.795518979 0.795518979 0 1.591075095 0.795518979 0 0 0.795518979 2.386569557 0.795518979 0 0 0 1.591075095 0.795518979 0.795518979 1.591075095 0 0 11.13668276 0.795518979 0 0.795518979 3.977714686 4.773245158 1.591075095 0 0 0 0.000456799 0.008849772 0.005372496 0 NA 0.007201816 0 0 0 0.020768595 0.019911761 0 0 0 0.02105656 0.001924231 0 0 0 0.02341081 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"1175x525" 0 0 11.84990746 4.147661727 0 17.18444288 0 7.553728918 0 0 12.21948674 0 0.59250205 0 0 0 1.18504306 2.962597854 0.59250205 0 0 20.88265433 1.18504306 0 0 2.370078367 0 0 0 0 0 0 0 1.18504306 3.480639467 0 0 17.035111638 22.959311998 0 0 1.18504306 0.59250205 0 0 0 3.480639467 0.59250205 0 0 1.18504306 0 4.073141517 4.147661727 20.958603832 0 1.18504306 0 10.4419488 0.59250205 0 1.18504306 5.258177407 0 0 0 2.370078367 0 7.553728918 0 4.665682527 0.59250205 0 0 0 0 0 0 0 37.773888048 0 0 4.665682527 0 2.962597854 0 0 0 0 0.59250205 0 0 0 0 0.59250205 0.59250205 0.59250205 0 3.480639467 0 0 4.073141517 5.850717834 0.59250205 2.370078367 2.370078367 0 0 3.480639467 1.18504306 0 0 0 0 1.77753794 0 0 0.59250205 0 0 0 0 0 0 0.59250205 2.370078367 4.147661727 0 0 0 3.480639467 4.665682527 0 0 2.370078367 0 0 0 0.59250205 8.295226996 0 0 0.035156123 0 NA 0.053236336 0 0 0 0.069625924 0 0 0 0 0.077529158 0 0 0.04154251 0.070411543 0.008336295 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0
"1175x575" 11.046252072 9.761753055 17.086392883 5.728059446 0 26.243619247 14.694252403 14.355691675 0 0 5.901908413 0 0 0 0 0 3.18726069 1.593641819 0 14.553666908 66.139085709 83.543615588 7.899719888 0 5.122436272 6.088416357 6.166308272 1.357490764 0 0 7.713792512 1.15570833 4.169120053 2.513199094 1.283179204 0 5.324800833 34.310295555 25.86353635 0 0 0 9.65197609 0.779467252 1.357490764 5.429985595 13.518178451 9.310364088 0 0 5.005242235 3.656288275 13.29701089 21.557445237 24.555395855 1.357490764 5.75366027 0 17.32722398 0 28.82311052 22.600624145 58.775110609 0 4.948587305 4.871015616 21.828497577 2.438887534 86.033708343 1.558939393 1.357490764 1.283179204 3.905105529 1.283179204 0 13.662718172 4.34296902 1.283179204 0 48.583193303 0.779467252 0 36.641070537 17.496867652 9.710654222 1.593641819 7.946054097 10.04338492 1.857656343 4.780960474 0.779467252 8.989568819 2.438887534 2.951132583 0 0 27.745996741 0 52.638277645 5.274246679 3.966727942 4.7740865 2.31146371 4.448421726 2.876821023 16.396490002 0 0.779467252 108.740722883 14.944597262 0 0 7.741449305 1.283179204 27.257970431 0.779467252 0 39.860692514 4.230765414 23.486579759 0 0 1.357490764 0 33.469877607 20.53277488 4.234311787 1.15570833 10.148882542 0.779467252 19.871085456 7.667118904 2.513199094 0 9.292855527 9.500016773 4.160041399 0 1.15570833 34.124737811 0.004740943 0.043861096 0.015683079 0 NA 0.036881469 0.039850728 1.086168195 0.03425112 0.29490174 0.027013549 0 0.855442693 0.260346617 0.029851567 0.030540084 0 0 0.641804913 0.006158267 0 0 1 0 1 1 1 0 0 0 0 2 0 0 0 0 0
"1175x625" 0 0 4.222176436 3.712419736 0 2.135089908 3.20261881 1.067568943 1.577329828 0 12.156924605 0 0 0 0 0 1.067568943 1.577329828 2.135089908 0 0 2.135089908 3.20261881 2.135089908 1.577329828 2.644898771 0 0 0 1.067568943 0 0 6.357226303 2.135089908 0 3.154607493 0 19.022836722 10.67615899 1.067568943 0 0 0 4.222176436 1.577329828 1.067568943 1.577329828 2.644898771 1.067568943 0 0 1.577329828 16.936914076 3.712419736 34.47636581 0 0 0 21.71819717 1.067568943 0 11.184511324 26.033656863 1.067568943 0 0 12.204777818 2.135089908 10.069739862 0 1.067568943 2.135089908 0 0 1.067568943 0 1.067568943 0 0 0 0 0 2.135089908 1.067568943 6.86700832 1.577329828 1.067568943 0 0 2.644898771 0 0 0 0 1.577329828 0 10.627466899 0 11.647192352 4.779948638 1.577329828 0 0 7.886689373 0 0 1.067568943 3.20261881 0 2.135089908 0 0 5.799487355 1.577329828 7.934537222 0 2.135089908 0 1.067568943 2.135089908 0 0 0 2.644898771 3.712419736 0 1.067568943 4.222176436 0 0 6.357226303 1.577329828 0 0 0 6.309370902 3.154607493 0 0 0 0 0 0 0 NA 0.017558397 0.004523035 0 0 0.044945067 0 0.006926568 0 0.198637621 0 0.055675333 0 0 0 0 0.094684617 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0
"1175x675" 0 0 4.858074059 39.83815776 1.3781961 0.654740895 11.816809556 2.619011807 0 0.723455205 22.127124051 1.332061504 0.654740895 0.654740895 0 0 1.3781961 1.3781961 0 0 1.309510813 8.854161146 5.65035613 2.055516709 0.723455205 1.332061504 0.723455205 0 0 17.617198515 2.055516709 0 12.104400171 0 0 0.654740895 0 17.077331656 2.032966018 0.654740895 0 1.332061504 0 0 0 0 7.316023806 0 2.778982796 0 0 1.986802399 21.026888381 15.882717501 93.88223214 3.318863524 0.723455205 0 47.78683172 0 1.3781961 25.344882568 58.03890564 0.654740895 0 6.9361838 25.036328383 4.926831089 19.089279342 4.134660411 2.710257604 0.723455205 1.332061504 0 0 11.116012181 1.446921292 0.654740895 1.3781961 4.134660411 0 3.365027522 9.979977205 0.654740895 19.018021603 0 3.433723691 1.3781961 0 0 0 4.157245767 2.055516709 0.654740895 3.387577834 2.664122629 26.289281979 1.309510813 38.596543665 0.654740895 0 4.880659415 0 9.69263021 9.623979753 13.827310658 0 4.834565997 1.3781961 8.153381401 0.723455205 0.723455205 1.446921292 0 18.546828496 1.964217043 0.654740895 0 2.619011807 2.170443368 0 0 1.332061504 0.654740895 6.77511843 0 1.3781961 1.964217043 1.309510813 0 34.315360138 2.101662187 3.617320276 2.055516709 0.654740895 2.101662187 1.332061504 0 0.723455205 0 0 0 0 0.004174989 NA 0.012944615 0 0 0.126796519 0.064736251 0 0.045251983 0 1.262862474 0.043522938 0.241049568 0.026320491 0.042240631 0 0 0.200238911 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0
"1175x725" 0 0 2.608028837 27.42266262 2.439151316 0 5.663147578 8.693486281 0 0.869347321 4.093343371 1.569803995 0 0 0.869347321 0 0.869347321 0 0 0 1.738671864 6.870375818 0.869347321 0 0 0 2.523555878 0 0 6.954813462 5.216128734 0.784884014 8.186836134 1.654231335 0.784884014 0 0.784884014 20.804284041 1.654231335 0 0 0 1.738671864 0.784884014 0 0.784884014 5.047246317 0.784884014 0 0.869347321 0 1.569803995 12.872491705 8.97170723 41.60799274 0 0 0 23.498368683 0.784884014 0.869347321 6.701423008 18.280329753 0 0 1.654231335 8.802662225 4.878287322 15.395734897 0.784884014 0.784884014 0 0.869347321 0 0 3.139615458 0 0.784884014 0.869347321 3.224018828 0 0 7.570800241 0 4.793823035 0.869347321 0 0 2.439151316 5.131635515 0 2.439151316 0 0 3.139615458 1.569803995 10.794885616 0.869347321 13.934406327 3.477442322 0 2.439151316 0 6.363612229 9.925522546 7.655295799 0.869347321 13.065043257 0 0.784884014 0 2.523555878 2.354671507 0.869347321 3.224018828 0.784884014 0.869347321 0 0.869347321 0.784884014 0.784884014 0 0.869347321 0 1.569803995 0.784884014 0.869347321 4.177832832 1.654231335 0 20.552779788 6.448065676 0.784884014 0 0 5.832113829 0.784884014 0 0 0 0 0 0 0 NA 0.01822323 0.000938237 0 0 0.03383297 0 0 0 0.033874919 0 0.020284367 0 0 0 0 0.050709228 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0
"1175x775" 0.897579588 0.773781006 1.795117054 40.17248708 1.671360594 0.773781006 10.399310759 10.77063791 0.897579588 0 6.685346152 0 0 0.773781006 0.773781006 0 1.547534065 0 0 0 3.466446771 13.338162636 4.890174514 0.897579588 0 1.671360594 0.897579588 1.671360594 0 10.83313992 2.321314488 1.671360594 2.56889806 0 0.773781006 5.261602799 0 21.880515415 1.795117054 1.547534065 0 1.795117054 0.897579588 0 0 0.773781006 0.897579588 0.897579588 0 0.773781006 0 3.342651119 7.211495925 7.861373266 55.15346786 0 0.897579588 0 18.166701355 0.897579588 1.671360594 9.656459443 21.480926035 0 0 6.43772661 7.459066999 3.466446771 7.861373266 5.261602799 1.671360594 0 0.773781006 0 0 3.466446771 0 0 0.773781006 0 0 0.773781006 4.890174514 0.897579588 7.985135424 0.897579588 3.868778307 1.547534065 0.897579588 0.773781006 0.773781006 5.663895361 1.671360594 0.897579588 0.773781006 4.116431542 15.320961713 0 17.486924985 1.671360594 0.773781006 2.56889806 0 7.087597958 2.321314488 7.737556559 0.773781006 5.416378871 0 4.487821793 0 0 0.773781006 0 17.084143921 3.590288692 0 0 0.773781006 1.671360594 0 0 1.671360594 0 10.55408237 5.261602799 1.547534065 4.116431542 0 1.547534065 26.2446735 0.897579588 0 0 1.795117054 2.56889806 2.445113653 0.897579588 0 0 0 0.027041517 0 0 NA 0.004731689 0.022988378 0 0.120419605 0.044428591 0.080881292 0.011569455 0 0.574505943 0.004474925 0.164861115 0 0 0 0 0.027330372 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0
"1175x825" 0 3.553758553 49.071200739 36.903806216 0 56.455071013 3.054525162 19.945512382 1.672637145 0 9.807459984 0 2.540538705 0 2.479525311 0 0.763640243 7.601726119 2.479525311 1.522318934 5.345414549 31.565707076 11.463014317 4.006785755 0.763640243 8.922530963 6.753656142 2.436277388 0 9.215490665 6.73585201 1.527260444 6.443102726 7.451379852 2.436277388 0 0 26.674962572 26.932641252 0 2.479525311 4.87256279 2.285959177 0 0.763640243 36.689012185 6.796924107 1.522318934 1.776898462 0 2.775548035 2.436277388 6.348800093 17.22084571 28.468223203 0.763640243 0.763640243 2.775548035 40.97038538 5.722593791 24.611066672 9.352158196 42.666037323 0 1.527260444 8.202232446 70.409764853 3.304158906 30.639648589 5.534050473 5.83971773 2.775548035 4.062857639 0.763640243 0 0.763640243 4.297866969 0 2.285959177 56.025500679 0 0 42.026954085 0.763640243 1.522318934 0 0.763640243 3.449535607 0.763640243 3.243165554 1.527260444 2.540538705 9.93899687 9.284160822 0.763640243 3.199897589 12.835018359 0 19.588780237 4.958953548 1.672637145 14.357450619 1.672637145 13.924027314 7.766952117 9.276352344 1.776898462 1.672637145 5.551036211 4.958953548 0 0.763640243 1.776898462 20.954044604 25.671192375 0 0 53.27502098 7.456321362 7.201741834 0 0 1.522318934 39.970885235 7.267682096 9.0247555 33.243376797 0 1.527260444 1.527260444 13.919224361 21.81225852 1.522318934 8.003594735 7.031971808 4.976796051 2.775548035 0 4.152162456 27.744348008 0 0.109594695 0.012195961 0.006710397 NA 0.08579393 0.098721572 1.129593821 0.555552488 0.111768055 0.051862044 0.062681545 0 3.775961937 0.020493239 0.364386608 0 0 0.013176015 0 0.129201383 0 0 0 0 2 2 1 0 0 0 0 0 0 0 1 0
"1175x875" 0 0 0 5.810515725 0 0.48422588 1.452618501 14.52744501 0 0 0.48422588 0 0 0 0 0 0 0 0.968430112 6.294743068 0 4.842113633 0.48422588 0 0.968430112 7.263233023 0.968430112 0.48422588 0 2.421054556 0 0.48422588 2.421054556 0.48422588 0.48422588 0.968430112 0.48422588 6.778932446 0.48422588 0 0.48422588 0 0.48422588 0 0 0 0 0 2.421054556 0.48422588 0 0.48422588 2.905260421 2.421054556 43.57588764 0 0.48422588 0.48422588 2.905260421 1.936838061 0.48422588 0.968430112 3.873713548 1.452618501 0 6.778932446 5.326303164 0.48422588 7.263233023 1.936838061 0 0 2.421054556 0 0 0.48422588 2.421054556 0 0.48422588 1.452618501 0 0.48422588 3.873713548 0 1.936838061 0.968430112 0.968430112 3.873713548 0.48422588 0.968430112 0 0.48422588 0.48422588 0.48422588 0.968430112 2.421054556 6.778932446 2.905260421 7.263233023 1.936838061 2.421054556 2.905260421 0 0 0 1.452618501 0.48422588 0 0.48422588 0.48422588 0.48422588 0 0 0 8.231664227 0 0.48422588 0.968430112 1.936838061 0.968430112 0 0 5.810515725 0.48422588 1.936838061 0.48422588 0.48422588 1.452618501 0.48422588 0 9.199995966 0.968430112 0 0.968430112 0 1.452618501 2.421054556 0.48422588 0 0 0 0 0.027893217 0 NA 0 0 0 0.006657654 0.022126858 0 0 0 0 0 0.061720004 0 0.55281601 0 0.001286314 0.1276933 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"1175x925" 0 1.031935884 10.82326776 8.643840079 0 20.63781494 0 4.118986347 0 0 4.30943906 1.031935884 1.222388597 0 0 0 2.457195479 3.679575055 1.234806882 2.444768173 0.617409539 7.003095674 4.106590317 1.031935884 1.839798136 11.7320988 6.182768022 1.839798136 0 2.254324481 0 1.222388597 3.087050463 1.852265836 0 0.617409539 0 12.915826255 18.619502808 0.617409539 0.617409539 0 0 0 1.031935884 41.27659485 4.889521344 7.214719664 9.866228676 1.222388597 1.222388597 1.852265836 14.400602979 6.360901651 33.736804714 0 2.266742766 1.222388597 5.565402171 0 28.477653639 2.469684612 3.087050463 1.222388597 0 11.717151027 7.405156619 4.926850977 13.368671221 4.939228032 0.617409539 0 2.457195479 0 0.617409539 8.872698873 8.026304911 1.649345423 2.457195479 40.172000396 1.222388597 0 62.451725735 0.617409539 12.749086911 1.031935884 1.234806882 2.063867642 1.031935884 0 0 1.852265836 1.234806882 6.191508531 0 0 11.526698314 8.026304911 17.04656915 1.234806882 2.87173402 2.469684612 20.63714722 0 3.286256239 1.031935884 0 1.852265836 4.297034009 4.939228032 0 1.222388597 0 0 14.201719505 0 1.031935884 99.641225655 0 2.87173402 0 0 0.617409539 0.617409539 5.353876203 1.839798136 22.678803101 0 1.234806882 0 12.939530603 6.729217157 0 0.617409539 1.031935884 2.457195479 0 0 0 46.51626287 0.012383597 0.02454491 0.037012295 0.001591707 NA 0.032856949 0.032148059 1.855091296 0 0.060276534 0.012546787 0 0 0.13502911 0.044761705 0.053874752 0.008885778 0.647138051 0.051225926 0.030419157 0.025763508 0 0 0 1 0 1 0 0 0 1 0 0 0 0 0 0
"1175x975" 0 0.671398469 30.12201598 2.685530419 1.342771866 3.806843691 1.903420908 0.671398469 0 0.671398469 6.979316862 2.685530419 0 0 0.671398469 0 0 4.965131197 0 6.713828872 24.732101728 10.74356619 5.636529666 0 0.671398469 10.74356619 7.053041941 0 0 2.685530419 4.028402111 0 5.931823019 4.965131197 1.903420908 0 8.728144211 88.020056386 10.188595254 2.574819377 0 0.671398469 4.028402111 0 0 0 12.350458133 6.381668544 0.671398469 0 64.154425616 0.671398469 7.650661616 17.389230144 10.114746754 5.371181833 1.342771866 0 16.1119696 0.671398469 16.239216436 5.371181833 25.850027525 3.356924157 0 1.342771866 32.469932435 0.671398469 28.461403437 1.903420908 3.246192774 3.806843691 2.014185665 0 0 0.671398469 3.806843691 0.671398469 1.342771866 22.132219795 0.671398469 3.806843691 15.264366734 4.699673785 2.685530419 4.965131197 0 2.014185665 0 0 0 7.385326936 9.399201658 0 0 2.014185665 4.028402111 0.671398469 15.331217138 10.33631303 76.377878398 9.178025524 1.342771866 0 3.806843691 4.588951327 3.806843691 5.636529666 11.642107229 4.699673785 0 0 0 1.903420908 9.664804982 0 2.014185665 5.636529666 0 3.356924157 0 0 1.342771866 13.32517711 15.639762666 9.929492591 36.655392778 0 3.806843691 0 10.74356619 5.149615557 1.342771866 0.671398469 1.342771866 5.371181833 15.567843039 1.342771866 0 25.569583035 0.15543362 0.061725091 0.008665113 0.027365553 NA 0.03542511 0.003369742 0.071504502 0.286378285 0.023587562 0.020441706 0 0.508689959 0.240948655 0.044732247 0.00624168 0 0 0.116131473 0 0.005099831 0 0 0 0 0 0 1 0 1 0 1 0 0 0 0 0
"1175x1025" 0 0.330178733 2.31123497 8.153797508 2.339919836 3.000275224 8.728186858 24.28839989 0.330178733 0.689040254 6.388226628 5.153489938 1.349391605 0 0 0.689040254 0.330178733 1.349391605 0.330178733 7.909837198 16.53880502 17.385255555 2.31123497 0.660351351 0.689040254 5.426344068 1.679576087 1.019218987 0 2.31123497 1.320705332 0.990535833 2.971641134 2.368635215 0.660351351 1.019218987 4.076916503 21.061334594 0.660351351 0.330178733 0.330178733 0 7.105926461 0 0.689040254 0.330178733 13.8531008 2.368635215 0.330178733 0.689040254 0.689040254 2.670095331 7.823618961 6.445520297 27.53597155 4.105640342 1.349391605 0 21.663522755 1.019218987 7.737656566 7.823618961 25.19693214 0.990535833 4.134285327 2.971641134 5.368983068 5.727852305 20.198003484 0.660351351 3.746747004 0.330178733 2.009745586 0 0.330178733 1.019218987 4.076916503 0.990535833 0.689040254 5.340250658 0.660351351 0 7.350083067 5.483662556 2.009745586 0.660351351 2.397363933 6.474190787 1.708278115 0.330178733 1.019218987 4.737266248 2.0671852 0.330178733 0.660351351 3.000275224 21.089074019 0 25.58072189 8.369233666 12.574502414 4.37842017 0.660351351 1.320705332 1.320705332 11.068062522 0.330178733 2.009745586 0 3.387890532 0.330178733 1.320705332 1.320705332 1.708278115 9.747307822 0.689040254 1.708278115 1.320705332 0.330178733 18.117038899 0 0.990535833 0.330178733 1.349391605 5.368983068 2.339919836 3.660681388 0.330178733 4.321055711 0.689040254 15.030259157 2.31123497 20.91773164 0.330178733 2.727536551 5.727852305 3.000275224 2.009745586 0.330178733 0.660351351 0.490672073 0.075354807 0 0 NA 0 0.043542161 0 0.501501178 0 0.065575058 0 0.282681793 0.61371238 0.021662846 0.024403374 0 0 0.853104881 0.015429322 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0
"1175x1075" 0 0 0.666594714 3.999539454 0 0.666594714 5.999225729 15.99808513 0 0 0.666594714 0 0 0 0 0.666594714 0.666594714 0.666594714 0 0 0 1.999784108 0 0 0 0.666594714 0 0.666594714 0 27.99345693 4.666044747 0.666594714 0.666594714 0 0 0 0 3.999539454 0 0 0 0 0 0 0 0.666594714 24.66256131 0 0 0 0 0.666594714 3.332913309 1.333189428 26.66304607 0 1.333189428 0 6.665844404 0 0 8.665626298 0 0 0 0 0.666594714 0.666594714 27.99345693 0.666594714 0.666594714 0 0 0 0 0 0 0 0 1.999784108 0 0 5.999225729 8.665626298 0 0 0.666594714 0 0 0.666594714 0 0.666594714 1.999784108 0 0 0 7.332397885 0 13.33177561 1.999784108 0 3.999539454 0 3.999539454 0 1.999784108 0.666594714 0 0 0.666594714 0 0 0 0 1.333189428 0 0 0.666594714 0 0 0 0.666594714 0 0 1.333189428 0 0.666594714 0 0 0 11.99870237 0 0.666594714 0 0 1.333189428 0 0 0 0 0 0.044681731 0 0 NA 0 0.030260383 0 0.136579975 0.226735688 0.078969082 0 0.261769427 0 0.0167765 0 0 0 0 0.003351259 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"1175x1125" 0.421706667 0 0.843401769 12.158296499 0 2.367659701 10.639579201 11.740572117 0 0 5.091199886 2.108422186 0.680892735 0.680892735 0 0 0 0.843401769 1.265061509 13.261535506 8.012182961 13.266077193 1.524294504 2.886037773 0.843401769 19.072912342 4.50704673 2.464342671 0 1.265061509 7.555605221 0 1.783489709 0 0 4.669494429 9.277796159 13.459365996 0.680892735 0 1.102599402 1.361783042 3.566975862 0.421706667 0.843401769 0 15.18080038 1.265061509 0 0.421706667 0.680892735 1.102599402 4.89776256 2.367659701 24.32309899 0.843401769 1.524294504 0.421706667 9.435709 0 0.680892735 8.012182961 41.54246035 1.686766966 0.421706667 2.886037773 4.994481893 5.253698412 36.19052404 2.723574093 1.102599402 0 1.783489709 0.843401769 0 0 0.421706667 1.783489709 0.421706667 4.572760323 0 0 1.524294504 7.68716037 0.843401769 1.945954244 2.205184811 6.584562359 5.837872158 0 0.421706667 3.048550008 2.108422186 1.102599402 0.421706667 0.680892735 12.453415225 0.421706667 25.91387282 8.886447447 2.723574093 8.368013332 0.680892735 7.393099406 1.265061509 9.892406761 1.265061509 4.410341059 0.421706667 2.886037773 0 0 0.680892735 0 11.350852659 0 2.886037773 1.686766966 0 5.157019196 0.680892735 0 0 0.421706667 8.561440114 1.783489709 0.421706667 0 0 2.108422186 16.604519939 1.361783042 0.421706667 0 0.843401769 3.211017054 0.421706667 3.795236154 0 0 0 0 0 0 NA 0.010249862 0.002033244 0 0.185421512 0.012342386 0.022587312 0.327180524 0.736989892 0.549575383 0 0.086178593 0 0 0.271247173 0 0.238086534 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0
