"coord" "Ace2" "Adora2a" "Aldh1l1" "Amigo2" "Ano3" "Aqp4" "Ar" "Arhgap36" "Avpr1a" "Avpr2" "Baiap2" "Bdnf" "Blank_1" "Blank_2" "Blank_3" "Blank_4" "Blank_5" "Bmp7" "Brs3" "Calcr" "Cbln1" "Cbln2" "Cckar" "Cckbr" "Ccnd2" "Cd24a" "Cdkn1a" "Cenpe" "Chat" "Coch" "Col25a1" "Cplx3" "Cpne5" "Creb3l1" "Crhbp" "Crhr1" "Crhr2" "Cspg5" "Cxcl14" "Cyp19a1" "Cyp26a1" "Cyr61" "Dgkk" "Ebf3" "Egr2" "Ermn" "Esr1" "Etv1" "Fbxw13" "Fezf1" "Fn1" "Fst" "Gabra1" "Gabrg1" "Gad1" "Galr1" "Galr2" "Gbx2" "Gda" "Gem" "Gjc3" "Glra3" "Gpr165" "Greb1" "Grpr" "Htr2c" "Igf1r" "Igf2r" "Irs4" "Isl1" "Kiss1r" "Klf4" "Krt90" "Lepr" "Lmod1" "Lpar1" "Man1a" "Mc4r" "Mki67" "Mlc1" "Myh11" "Ndnf" "Ndrg1" "Necab1" "Nos1" "Npas1" "Npy1r" "Npy2r" "Ntng1" "Ntsr1" "Nup62cl" "Omp" "Onecut2" "Opalin" "Oprd1" "Oprk1" "Oprl1" "Oxtr" "Pak3" "Pcdh11x" "Pdgfra" "Pgr" "Plin3" "Pnoc" "Pou3f2" "Prlr" "Ramp3" "Rgs2" "Rgs5" "Rnd3" "Rxfp1" "Scgn" "Selplg" "Sema3c" "Sema4d" "Serpinb1b" "Serpine1" "Sgk1" "Slc15a3" "Slc17a6" "Slc17a7" "Slc17a8" "Slc18a2" "Slco1a4" "Sox4" "Sox6" "Sox8" "Sp9" "Synpr" "Syt2" "Syt4" "Sytl4" "Tacr1" "Tacr3" "Tiparp" "Tmem108" "Traf4" "Trhr" "Ttn" "Ttyh2" "Adcyap1" "Cartpt" "Cck" "Crh" "Fos" "Gal" "Gnrh1" "Mbp" "Nnat" "Nts" "Oxt" "Penk" "Scg2" "Sln" "Sst" "Tac1" "Tac2" "Th" "Trh" "Ucn3" "Vgf" "Microglia" "ODMature1" "Pericytes" "Ambiguous" "Inhibitory" "Astrocyte" "Endothelial1" "Endothelial2" "ODImmature1" "ODMature2" "Excitatory" "ODImmature2" "ODMature4" "Endothelial3" "ODMature3" "Ependymal"
"325x1475" 5.732556396 7.684309306 3.343797196 7.123813592 0.457068603 1.910851165 16.060097248 1.828264354 0.975877428 1.910851165 19.106853059 0.457068603 2.367919768 0 0 0 1.910851165 0.457068603 0 0 5.546580366 11.052299908 7.185604203 5.484850971 1.432946031 0.457068603 12.168662213 0.457068603 0.457068603 1.828264354 20.11057196 0.914123697 6.938528552 0.457068603 2.347087331 2.742398238 0 6.398948424 2.347087331 0 0 1.95175291 4.113638228 0 0 0.914123697 0.914123697 4.319672678 0.975877428 0 40.98556482 1.95175291 17.430079518 3.322962813 17.36961271 0.457068603 1.828264354 0 6.398948424 0.457068603 0.457068603 0.914123697 14.853625517 0 0.914123697 0.457068603 27.493861505 9.137259019 8.227201401 0 0 23.4230557 0.457068603 0 5.732556396 2.408821513 4.694151148 1.828264354 2.804141782 12.275061414 9.076254247 0.457068603 15.327051348 1.371209903 0.914123697 0.457068603 3.80085229 0.914123697 0 1.432946031 2.367919768 0.975877428 2.347087331 0.457068603 6.584129069 0.975877428 19.546810007 0.457068603 16.514525278 2.367919768 1.910851165 0.914123697 6.209685926 0.457068603 1.432946031 10.05605015 0.457068603 3.261214997 108.59502212 1.371209903 0 0 2.285337569 9.759695972 5.484850971 0.914123697 0.457068603 5.629126831 0.457068603 7.374825852 0 0 0 66.35967762 3.80085229 0.975877428 0.975877428 0 2.804141782 20.5675096 8.227201401 0 0 0 0.975877428 3.739115519 2.347087331 0.457068603 1.371209903 1.95175291 0.007611464 0.011441676 0.061855927 0 NA 0.029474453 0.083864521 0.034291606 0.114398346 0.062858575 0 0.002825572 0 1.365688288 0.013963271 0.030497636 0 0 0.044813121 0.025528456 0 0 0 0 0 1 0 1 0 0 0 0 0 0 1 0 0
"325x1525" 1.337060741 0 6.505679229 10.02808234 0 3.270853987 2.602301011 14.03834348 1.337060741 0 4.011295356 0 0 0 1.969676859 0 0.668552976 1.301123883 0 0 0.668552976 7.246131941 3.903430228 0.668552976 0.668552976 1.969676859 7.282061209 0.668552976 0 1.337060741 11.36516739 0 7.950638404 0 0 0 0 19.768951806 3.270853987 0.668552976 0 2.602301011 8.619115584 1.301123883 0 0.668552976 0 3.270853987 0.668552976 0 0 2.005591819 7.950638404 6.016814573 33.284920705 0.668552976 0 0 8.691031384 2.674176372 1.337060741 7.950638404 7.914725584 0 0 1.301123883 5.240490969 2.638184624 10.516974585 3.342701713 1.337060741 0.668552976 0.668552976 0 0 3.903430228 0 0.668552976 0 11.078930136 1.301123883 0 7.986586244 2.674176372 0 0 2.674176372 15.160751844 0 0.668552976 1.337060741 1.337060741 4.679760198 0.668552976 0 3.270853987 12.630383351 0 17.239214655 8.022564596 6.685462361 5.909022047 0.668552976 5.348337393 1.337060741 2.602301011 0 4.679760198 0.668552976 0.668552976 0.668552976 0 32.52740958 1.969676859 11.960875657 0 0 2.638184624 1.301123883 1.301123883 0.668552976 0 12.70250597 1.969676859 5.873098851 0 1.337060741 0.668552976 0.668552976 1.337060741 19.315622301 0 0 1.301123883 0 3.903430228 0.668552976 0.668552976 0 3.903430228 0 0 0.043527744 0 NA 0.013756846 9.36e-05 0 0 0.02809915 0 0 0.059312263 0 0.035070497 0 0 1.263439747 0.050204803 0.017995832 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"325x1575" 0.744295257 3.721500065 0 27.53645362 0.744295257 0.744295257 0.744295257 0.744295257 0 0 2.232957534 1.488628097 0 0 0 0 0 0 0 0.744295257 0 4.465878832 1.488628097 0 0.744295257 3.721500065 0.744295257 0 0 0 0 0 0.744295257 0 0.744295257 0 0.744295257 12.65211695 0 0 0 0.744295257 1.488628097 0 0.744295257 0 0 1.488628097 0 0.744295257 0 1.488628097 9.675789451 0.744295257 49.87448196 0 2.232957534 0 0.744295257 0 1.488628097 0 20.84238209 2.232957534 0 11.1646607 1.488628097 0.744295257 0.744295257 7.443062419 0 0 0.744295257 0 0.744295257 0.744295257 0.744295257 1.488628097 0 0 0 0 4.465878832 0 3.721500065 0 0.744295257 0.744295257 0 0.744295257 0.744295257 0 0.744295257 0 0.744295257 3.721500065 12.65211695 0 10.42089135 5.210120111 22.32920826 2.977223529 0 1.488628097 0.744295257 0 0.744295257 0.744295257 0 7.443062419 11.1646607 0.744295257 0 0.744295257 14.1425843 0 0 1.488628097 0.744295257 2.232957534 0 0 2.232957534 0 2.977223529 0 5.954405338 0.744295257 0.744295257 0 9.675789451 0 0.744295257 0.744295257 4.465878832 3.721500065 2.232957534 2.232957534 0 1.488628097 0 0.078715701 0 0 NA 0.312955479 0.027850615 0 0.089373985 0 0.083180916 0 0 0.025855048 0.017182782 0 0 0 0 0.018181496 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"325x1625" 2.353744705 0 23.53578741 39.613332546 0 22.047183927 11.805100767 35.937366053 1.823293232 0 14.585939902 1.823293232 3.332114353 0 0 0 0.865219727 7.061205639 0 1.179716441 0.865219727 17.735973406 6.020645758 0.643576791 2.595671435 20.815990247 16.210153711 0 0 0.643576791 0 2.044936168 5.351130408 2.997321496 0 1.179716441 0 23.467657726 10.064246495 0 0.865219727 0 11.477675591 0 2.997321496 52.8542634 0 6.778455349 0 0 0 4.928036466 19.570941118 0.643576791 41.619388873 2.595671435 0 2.353744705 0.643576791 0.865219727 46.462930481 4.72671648 14.07375215 0 0 7.722882049 15.52947559 3.217936138 10.096980841 1.287178185 1.508796518 0 0.865219727 0 0 16.317758809 3.64664225 3.332114353 0 32.132883185 0 0 67.074936497 1.823293232 7.193589391 0.643576791 0 0 1.179716441 2.044936168 0.643576791 6.530846849 3.754008202 14.078035227 1.287178185 2.574291761 7.301059105 0 18.205057131 14.998008822 0 3.217936138 12.81468117 0 2.353744705 5.370253656 1.179716441 2.466894626 0 1.730423417 0 0.643576791 1.730423417 3.460874447 14.278845123 0 2.152397912 168.647391296 2.044936168 4.104451238 0.643576791 1.179716441 0 1.508796518 4.177037937 8.24092208 9.982752808 0 4.505033929 5.61328657 29.559058177 2.353744705 0 4.326108385 3.439511488 2.152397912 0 0 0 53.51257783 0.091794746 0.065702629 0.076368125 0 NA 0.051222135 0.11826087 2.579105516 0.018487023 0.02225937 0.053983311 0.012067083 0.107225298 0.483106296 0.049298223 0.006687939 0 0 0.055281114 0.035382334 0.025673051 0 0 0 0 1 1 0 0 0 2 0 0 0 0 0 0
"325x1675" 0 0 0.610423132 2.307729603 1.379676374 2.148939687 3.052098558 1.990056061 0.610423132 0.769253242 4.272905645 0 0.610423132 0 0 0 1.379676374 1.220802819 0 10.37627286 1.831261608 22.792785283 4.456719843 0 8.754632761 0 2.918152735 0 0 0 10.451376794 0.769253242 1.220802819 1.538516555 0.769253242 2.307729603 7.324918682 19.316386676 1.220802819 1.379676374 0.610423132 0 29.632649832 0 0 0.769253242 0.610423132 3.8213518 0.769253242 0 0.769253242 1.379676374 18.04331651 10.719635556 9.230573975 3.8213518 2.60051485 0 0.610423132 0 2.918152735 18.38604333 12.844124395 0 0 1.220802819 7.349898966 4.431765644 7.826515859 0 0.610423132 0 0 1.538516555 0 0.610423132 3.210929374 0 0 3.052098558 0 0.610423132 3.662512402 1.220802819 9.072141131 0.769253242 0.769253242 1.220802819 0 4.272905645 0 0.610423132 3.662512402 0 1.379676374 2.148939687 16.23835486 0 31.25266193 1.990056061 0.769253242 4.883286529 1.379676374 3.210929374 0.769253242 6.104115276 0 0.610423132 2.441676132 2.441676132 0.610423132 0 1.379676374 0 7.667618838 8.461717999 1.538516555 1.379676374 3.528532422 19.689742462 0 0 0 0 4.908254929 0 1.220802819 1.379676374 0.769253242 8.545748766 39.2925419 0 3.528532422 19.400288703 1.220802819 8.72958324 1.379676374 1.379676374 0 0.610423132 0.215151359 0 0.006653018 0.000727467 NA 0.000620831 0.001263028 0.198167417 0.030374258 0.01150725 0.009376757 0.655130667 1.19e-05 0 0 0.020463088 0 0.029513391 0 0.033903487 0.004083661 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0
"325x1725" 1.146297897 0.662302278 4.476012303 22.855046479 3.020650216 6.191014193 8.775203694 40.234492736 3.148680595 0.374864822 13.584662282 10.668220729 1.146297897 0 1.521162719 0 2.933213985 9.112339406 0 3.810982873 7.403580861 38.252124673 20.22047851 0.374864822 1.786916088 8.831122413 8.137212007 0.374864822 3.148680595 2.483533569 65.941210556 1.0371671 17.222288585 0 2.558325993 9.499054676 2.29260778 37.945181473 13.588383833 0.662302278 0.662302278 0.374864822 19.719324437 0 1.0371671 0.662302278 2.483533569 2.2492266 0 0 30.95214365 5.222962343 17.071581881 5.47318666 142.053568082 0.662302278 2.270911707 0 6.393773601 0 11.533649288 4.366889528 22.301014782 0 1.146297897 9.802512468 19.694619935 15.668862664 2.074281748 4.294978492 1.32455593 0 0.374864822 1.146297897 0 5.510371945 1.699420752 0 2.558325993 11.135459316 3.523545417 0 15.344730926 61.15578859 11.69611307 0.374864822 11.257344181 3.286400837 0 0 0 3.704635876 4.061142522 0 1.146297897 0.662302278 39.019179843 3.148680595 65.929879868 17.061980086 32.6124369 6.222931338 1.146297897 2.845718649 4.669843314 0.374864822 0 14.585468147 0 7.693839895 0.749725818 0 3.523545417 2.44916974 25.805635882 0 0.662302278 1.786916088 0.749725818 36.021659293 0 3.148680595 8.3988838 18.605166677 7.865884594 9.543107672 19.404704688 1.146297897 2.824037852 18.505423031 85.662327246 1.146297897 13.908231705 9.437474292 3.308082097 15.253424072 10.143074797 0 1.146297897 0.374864822 0.261220504 0.021263867 0.072632758 0.03043068 NA 0.002475225 0.010215901 0.045443213 0 0.074065566 0.018626478 0.044275481 0.719887341 0 0.059074496 0.055000355 0 1.326403403 0.494931969 0.076622175 0.235884256 0 0 0 2 0 0 0 0 1 0 2 0 0 0 0 0
"325x1775" 0.613355225 0 2.082400775 4.164864781 0 1.226691237 12.622925294 23.96318527 0 1.840076249 7.103081779 0.613355225 0.613355225 0 0 0 0 2.453424772 0 0.855709538 0.613355225 15.418974051 5.747725687 3.066773641 1.226691237 3.680152451 2.324795234 0.855709538 0 0 20.24222477 1.469064763 10.055705504 0 0 2.453424772 0 7.345388792 0.855709538 0.613355225 0 0.855709538 10.768391363 0 0.855709538 0.613355225 0 0 0 0 0 4.164864781 11.894975258 3.922483179 46.29858949 0 4.77821365 0 5.263005577 1.711440009 0 4.535861989 8.087324957 2.567138731 0 5.8763541 5.020563503 3.551516258 19.341020558 0 2.695785787 0 0 0 0.613355225 0 1.469064763 0 2.567138731 4.891970376 0 0 4.891970376 0 6.603400682 0 2.695785787 1.469064763 0 0 0.855709538 3.422929328 5.762478716 0 0.613355225 3.30913431 14.220327871 0 19.726186654 2.695785787 1.226691237 2.324795234 0 0.855709538 0 0 0 2.695785787 0 3.793829968 0 0 0.613355225 0.613355225 14.819311405 0 0 1.469064763 1.469064763 2.938131246 0 0 0 2.453424772 6.361061699 4.036284553 1.469064763 0 0.855709538 2.082400775 26.2166592 1.469064763 4.293464441 0 0 8.572079592 0 0.613355225 0 0 0.023015289 0.000856652 0.027098275 0 NA 0.007216427 0 0 0 0.027192249 0.064390525 0 0 0 0.038539454 0 0 0 0.000411833 0.015767469 0.014465542 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0
"375x25" 0 0 40.93921129 8.006644271 0 31.901098658 1.604293938 0 0.797214857 1.330236497 0.797214857 0.797214857 0.797214857 0 0 1.330236497 0 1.599360972 0 0.797214857 0 6.666334156 7.742453661 0.802146115 2.132382612 6.417200177 6.661349006 0 0 0.802146115 8.021525894 3.208622765 3.208622765 0.797214857 0 7.219397804 0.797214857 8.515047201 14.096390445 0 0 3.18890007 2.401508795 0.802146115 0 26.60577856 0 5.062005329 0.797214857 0 0 1.604293938 1.330236497 2.396564421 51.33593652 0.802146115 2.929597469 0 1.330236497 0.797214857 3.990683172 2.660496534 4.81286183 0 0 11.754190008 8.011618483 4.005837622 0.802146115 4.010718443 0 0.802146115 0 0 0.797214857 9.844995929 0.797214857 1.330236497 0 28.452035432 0 0 36.716901935 11.200103785 0 0 0 0 0 2.406434166 0 5.062005329 0.802146115 0 2.406434166 0 4.538859262 0 7.214415034 4.803041071 0 0 5.320915724 1.604293938 3.986088699 0 2.406434166 0 3.208622765 1.594418306 0 0.802146115 0.797214857 0 14.383883689 0 1.604293938 109.346965938 1.330236497 6.382325136 0.802146115 0 0 0 11.210080976 1.594418306 6.651542719 0.802146115 0 0 8.53965711 0 0 0 6.118471311 5.610076687 0.797214857 0 0 55.330261145 0 0 0.021510414 0 NA 0.052353911 0.024823881 1.914711399 0 0.053503874 0 0.002638322 0 0.160336623 0 0.01039385 0 0 0.362055696 0.006930127 0.034944892 0 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0
"375x75" 0 0 0.438798578 5.704401275 0 0.438798578 1.316434369 0.438798578 0 0.438798578 0.438798578 0.877629932 0 0 0 0 0.877629932 0.438798578 1.755243586 6.143318262 0.877629932 16.23455205 0.438798578 0 1.755243586 1.316434369 0.438798578 0 0 1.316434369 0.877629932 2.632787546 2.194037421 1.755243586 0 0 0 9.21409752 4.826798503 0 0 0 0.877629932 0 0.438798578 0.438798578 0.438798578 0.877629932 0 0 0 0.438798578 0.877629932 0.877629932 0.877629932 0.438798578 0 0 0.877629932 0 9.653688637 1.755243586 4.388029936 0 0 3.949256932 2.632787546 2.194037421 0.877629932 0 0.877629932 0 0.438798578 0.438798578 0 1.755243586 0 0.438798578 2.194037421 1.316434369 0.438798578 0 1.755243586 7.45960334 7.898565469 0.438798578 2.632787546 0 2.194037421 0.877629932 0.438798578 0.438798578 1.316434369 0 0 2.194037421 7.898565469 0.438798578 4.388029936 2.632787546 19.30953593 0 2.194037421 0.877629932 0 3.071645885 0 0 0.438798578 2.194037421 0 0 0 0 1.755243586 0 0.877629932 1.316434369 0.438798578 11.846949 0 0 0 0.438798578 0.877629932 2.194037421 6.143318262 0 0 0 8.77619825 0 0.877629932 0.438798578 0.438798578 1.316434369 4.388029936 0 0 0 0.019648066 0 0 0.004950799 NA 0.0095827 0 0 0 0.013792094 0.016073442 0 0.132147469 0 0 0.001859891 0 0 0 0.004252913 0.009830538 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"375x125" 0 0.81949137 0.957492019 2.458438044 0 0.81949137 4.23538583 8.33278484 0.81949137 0 4.916842378 0.81949137 0.81949137 0 0 0 0 0.81949137 0 0 0 4.916842378 3.277893811 0 0 0 7.521961095 0.81949137 0 0.81949137 13.93138178 0 3.277893811 1.638942941 0.81949137 0 0 13.524474511 1.638942941 0 0 0 0.81949137 0.81949137 0 22.9772847 0 5.744969652 0 0 0 0.81949137 2.59643496 0 19.66807363 0.81949137 0.81949137 0 0.957492019 0 30.63734278 0 2.458438044 0 0 7.513284125 2.458438044 2.458438044 4.097415087 1.638942941 5.054907106 0 0 0 0 11.49108029 2.59643496 0 1.776983389 3.277893811 0 0 37.20471648 8.33278484 3.415930063 0 0 0.81949137 0 0 0 5.744969652 0 17.23475783 0 0.957492019 6.555792106 0 14.207238432 3.829920696 0 0 2.872487281 0.81949137 0 0 0 2.458438044 0 2.458438044 0.957492019 0 0 0 8.341412666 0 0.81949137 71.68160721 0 0 0 0 0 0 2.458438044 0 7.245924664 0.957492019 0 0.957492019 9.834278622 0.81949137 3.277893811 0.81949137 0 1.638942941 1.638942941 0 0 48.8310456 0 0 0.035036688 0 NA 0.037859599 0.019351814 1.06414404 0 0.025904865 0.00508826 0 0 0 0.07201525 0 0 0 0.030545094 0.014001708 0.00174693 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0
"375x175" 0 0 1.790872523 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.895439819 0 0 0.895439819 0.895439819 0.895439819 0 0 0 0.895439819 0.895439819 0 0.895439819 0 0 0 0 3.581735351 0.895439819 0.895439819 0 0 0 0 43.87453899 0 1.790872523 0 0 0 0 0 0 0 0 0.895439819 0 0 0 21.49054606 0 0.895439819 0 0 0 4.477217663 1.790872523 1.790872523 0 0.895439819 0 0 0 0 11.64154049 2.68629426 0.895439819 1.790872523 0 0 0 73.42177089 0 1.790872523 0.895439819 0 0 0 0 0 0.895439819 0.895439819 2.68629426 0 0 0.895439819 0 0 0 0 0 0 0 0 0 0 0 0.895439819 0.895439819 0 0 0 0.895439819 6.268085038 0 0 78.79946873 0.895439819 0.895439819 0 0 0 0 0 0.895439819 15.22183576 0 0 0 0 0 0 0 0 0 0 0 0 34.02676269 0.002801558 0 0.034241595 0 NA 0.015238082 0.018776926 2.919403716 0 0.011420146 0 0 0 0 0.007543487 0 0 0 0.011617422 0.019198557 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
"375x225" 0 1.03043925 2.160530604 2.060835572 0 0.974285701 2.060835572 1.03043925 5.879866325 0 1.080271408 0 1.03043925 5.879866325 1.080271408 0 0 1.080271408 0 0 0.974285701 13.388445099 9.020973305 1.03043925 1.03043925 1.03043925 10.91971404 0 0 1.03043925 2.060835572 0.974285701 5.879866325 1.03043925 0 0 0 11.032060016 0 2.054557109 0 0 0 0 0 16.224062365 2.004724951 6.275942841 0 0 0 0 2.060835572 2.060835572 14.8996182 1.03043925 0.974285701 0 0 0 24.88934731 2.054557109 11.131684438 0 1.03043925 2.060835572 6.926005092 1.080271408 2.110710658 0 0 0 1.080271408 0 1.080271408 3.897111586 3.091287509 0 2.978999456 10.975803245 0 0 62.299190403 0 6.910305575 0 0 5.879866325 0 1.03043925 0 2.110710658 1.080271408 0 0 2.004724951 4.115392681 5.879866325 5.09593692 16.183029575 1.03043925 1.03043925 6.007822244 1.03043925 0.974285701 2.060835572 0 0 0 1.080271408 0 0 1.03043925 6.182572196 20.112294892 0 0.974285701 141.34810723 2.004724951 3.091287509 0 0 0 5.879866325 2.004724951 2.060835572 10.92907827 0 0 0 2.060835572 0 4.171558917 0.974285701 0 0 1.03043925 2.060835572 0 41.986695145 0.036736016 0.008516946 0.083020179 0 NA 0.10184414 0.0357017 2.973230575 0 0.049143073 0 0 0.017876997 0 0.028231345 0 0 0 0.118299462 0.03074275 0.006988243 0 1 0 0 2 0 0 0 0 1 0 0 0 0 0 0
"375x275" 0 0 0 0 0.766078486 0 0 0 0 0 0.766078486 0 0 0 0 0.766078486 0 0 0 0 0 1.53215333 2.298298825 0 0.766078486 0.766078486 2.298298825 0 0 0 0 0.766078486 0 0 0 0 0 0 0 0 0 0 0 0 0 19.91702907 0 0 0 0 0 0 1.53215333 0.766078486 1.53215333 0.766078486 0.766078486 0 0 0 9.959733655 0 2.298298825 0 0 0.766078486 0.766078486 1.53215333 0.766078486 0 0 0 0 0 0.766078486 6.894779414 1.53215333 0 0 0 0 0.766078486 30.64462839 0.766078486 0 0 0.766078486 0 0 0 0 0.766078486 0.766078486 11.49108029 0 0 0.766078486 0 2.298298825 1.53215333 0 0 3.064339706 0 0.766078486 0.766078486 0 0.766078486 0 0 0 0 0 0.766078486 6.128694444 0 0 33.7056354 0 1.53215333 0 0 0 0 1.53215333 0 6.128694444 0.766078486 0 3.830476793 1.53215333 0 0.766078486 0 0.766078486 1.53215333 0 0 0 22.21667383 0.014084396 0 0.037411362 0 NA 0.012001136 0 1.491724371 0 0.020499509 0 0 0 0 0.004863103 0 0 0 0.032423782 0.037729111 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
"375x325" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.882576307 0 0 0 4.323901355 0 0 0 0 0 0 0 0 0 0 2.882576307 1.441293529 0 1.441293529 0 0 0 0 4.323901355 0 0 0 0 0 0 0 0 0 1.441293529 0 0 0 0 5.765190027 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4.323901355 0 0 0 5.765190027 0 0 21.6203854 0 0 0 0 0 0 0 0 0 0 4.323901355 0 0 0 0 1.441293529 0 0 0 1.441293529 0 0 0 0 0 0 0 0 0 1.441293529 0 2.882576307 0 0 41.79568675 0 0 0 0 0 0 0 0 5.765190027 0 0 0 1.441293529 0 0 0 0 0 0 0 0 24.5035126 0 0 0.035082581 0 NA 0.035785913 0 0.84914088 0 0.022748379 0 0 0 0 0.005561414 0 0 0.058015426 0.05091599 0.013412367 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"375x375" 0 0 0 0 0 0 0 0 0.822426408 0 0 0 0 1.238618044 0 0 0 3.715850187 0 0 0 1.644904527 0 0.822426408 0 0 6.579490274 0 0 0.822426408 0 0.822426408 1.238618044 0 0 0.822426408 0 0 1.238618044 0 0 0 0 0 0 64.633802 0 0 0 0 0 0 0 0 0 0 2.883522571 0 0 0 11.533917613 0 0.822426408 0 0 0 0 0.822426408 0.822426408 0 0 0 2.061044452 0 0 12.366511047 1.644904527 0 0 1.644904527 0 0 75.76270638 0 0.822426408 0 0.822426408 0 0 0 1.238618044 1.644904527 0.822426408 4.122187228 1.238618044 0 1.238618044 0 2.061044452 1.238618044 0.822426408 0 7.401948206 0 0 0 0 0 0 0.822426408 0 0 2.467368505 0 8.234377314 0 0 124.74256142 2.061044452 0 0 0 0 2.061044452 0 0 12.366511047 0 0 0 0 0 0 0.822426408 0 2.883522571 0 0.822426408 0 43.25381008 0.006816907 0.027157227 0.0211509 0 NA 0.029945118 0.066466721 5.232527572 0 0.035618664 0.038847373 0 0 0 0.019211049 0 0 0 0.043271092 0.044580726 0.007898967 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0
"375x425" 0 0 0.62760869 0.62760869 0 1.31718122 0 4.579145364 0 0.62760869 3.765736211 0.62760869 1.31718122 0 1.31718122 0 0.62760869 0 0 0 18.19994568 6.965778078 1.255225638 2.510427435 0 1.31718122 1.88283642 0 5.648596858 0 0 0.62760869 1.88283642 1.31718122 0 1.31718122 0 4.393243143 1.31718122 0 0 0 0 1.31718122 0 2.510427435 0 0 1.31718122 5.020880395 0 0.62760869 6.903691857 0.62760869 0 2.572406858 2.572406858 0.62760869 0 0.62760869 1.88283642 1.255225638 3.20001764 0 1.31718122 0.62760869 2.572406858 0 1.88283642 0 0.62760869 0.62760869 2.634293522 0 0 1.88283642 0.62760869 0 3.20001764 1.88283642 0 1.31718122 3.765736211 1.94478991 28.24152378 0 4.393243143 1.31718122 0 0 0 1.88283642 1.94478991 0 0 0.62760869 6.903691857 0 7.531394016 0 1.255225638 1.255225638 0.62760869 0.62760869 0 0 0 1.94478991 1.255225638 1.31718122 0 0 79.03869518 6.276122463 3.20001764 0 0 0.62760869 3.88951916 9.413578615 0 0 0 1.255225638 1.255225638 0 1.88283642 0 0.62760869 0 10.67078316 1.31718122 0 0.62760869 0 3.765736211 0 0 0 1.255225638 0.034193967 0 0.004299624 0 NA 0.035297657 0 0.369579408 0 0.03535476 0.012648211 0 0.021914355 0 0.017264057 0.105070537 0 0 0.25268406 0.011549407 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
"375x475" 0 0 11.584526724 9.046711713 2.523303052 14.75433224 5.261764174 26.52573094 2.107634971 2.107634971 2.523303052 4.846023287 2.738469883 0 0 0 0 0 0 0.630834912 0.630834912 2.523303052 5.476862347 0 0 6.107665946 0.630834912 0 0 0.630834912 8.831731281 0 5.892613573 0.630834912 0.630834912 0.630834912 2.107634971 10.939366252 6.107665946 0 0.630834912 0 2.107634971 0 0 0.630834912 0 1.892477571 0 6.953682581 0 0.630834912 3.154129203 3.369308943 20.417133161 2.738469883 2.738469883 0 1.892477571 2.107634971 0 1.892477571 5.476862347 0 0 3.154129203 8.000166977 1.892477571 3.154129203 0.630834912 0 0 0.630834912 0.630834912 0 0.630834912 0.630834912 1.261673972 1.261673972 44.879440132 0 1.261673972 1.892477571 0 3.369308943 0 2.107634971 0 0 0 0 1.261673972 0.630834912 0 2.738469883 0 3.784978602 0 8.630955729 6.523402325 0.630834912 2.738469883 0 0.630834912 8.430397521 2.523303052 0 0.630834912 4.415767354 2.738469883 0.630834912 0 0.630834912 0.630834912 12.000287756 0.630834912 0 2.738469883 1.892477571 3.369308943 0 0.630834912 0 1.892477571 8.000166977 2.107634971 16.86076268 4.215188375 5.677440087 0 9.46164551 2.738469883 0 9.046711713 0 0.630834912 1.261673972 0 0 14.75433224 0.006101276 0 0.041531677 0 NA 0.018015522 0.016588049 0.014597996 0 0.042449128 0.030234288 0 0 0 0.047675997 0 0 0 0.039465309 0.052282211 0.022217708 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0
