"coord" "Ace2" "Adora2a" "Aldh1l1" "Amigo2" "Ano3" "Aqp4" "Ar" "Arhgap36" "Avpr1a" "Avpr2" "Baiap2" "Bdnf" "Blank_1" "Blank_2" "Blank_3" "Blank_4" "Blank_5" "Bmp7" "Brs3" "Calcr" "Cbln1" "Cbln2" "Cckar" "Cckbr" "Ccnd2" "Cd24a" "Cdkn1a" "Cenpe" "Chat" "Coch" "Col25a1" "Cplx3" "Cpne5" "Creb3l1" "Crhbp" "Crhr1" "Crhr2" "Cspg5" "Cxcl14" "Cyp19a1" "Cyp26a1" "Cyr61" "Dgkk" "Ebf3" "Egr2" "Ermn" "Esr1" "Etv1" "Fbxw13" "Fezf1" "Fn1" "Fst" "Gabra1" "Gabrg1" "Gad1" "Galr1" "Galr2" "Gbx2" "Gda" "Gem" "Gjc3" "Glra3" "Gpr165" "Greb1" "Grpr" "Htr2c" "Igf1r" "Igf2r" "Irs4" "Isl1" "Kiss1r" "Klf4" "Krt90" "Lepr" "Lmod1" "Lpar1" "Man1a" "Mc4r" "Mki67" "Mlc1" "Myh11" "Ndnf" "Ndrg1" "Necab1" "Nos1" "Npas1" "Npy1r" "Npy2r" "Ntng1" "Ntsr1" "Nup62cl" "Omp" "Onecut2" "Opalin" "Oprd1" "Oprk1" "Oprl1" "Oxtr" "Pak3" "Pcdh11x" "Pdgfra" "Pgr" "Plin3" "Pnoc" "Pou3f2" "Prlr" "Ramp3" "Rgs2" "Rgs5" "Rnd3" "Rxfp1" "Scgn" "Selplg" "Sema3c" "Sema4d" "Serpinb1b" "Serpine1" "Sgk1" "Slc15a3" "Slc17a6" "Slc17a7" "Slc17a8" "Slc18a2" "Slco1a4" "Sox4" "Sox6" "Sox8" "Sp9" "Synpr" "Syt2" "Syt4" "Sytl4" "Tacr1" "Tacr3" "Tiparp" "Tmem108" "Traf4" "Trhr" "Ttn" "Ttyh2" "Adcyap1" "Cartpt" "Cck" "Crh" "Fos" "Gal" "Gnrh1" "Mbp" "Nnat" "Nts" "Oxt" "Penk" "Scg2" "Sln" "Sst" "Tac1" "Tac2" "Th" "Trh" "Ucn3" "Vgf" "ODMature2" "ODImmature1" "Inhibitory" "Excitatory" "Microglia" "Ambiguous" "Astrocyte" "Endothelial2" "Endothelial3" "Endothelial1" "ODMature1" "ODMature4" "Pericytes" "ODMature3" "Ependymal" "ODImmature2"
"525x825" 0 0 2.575197187 14.513222307 2.675601944 2.675601944 4.259699822 7.696350116 0 0.643803875 13.008716194 1.785731259 0 0 1.035507379 0 0.498131722 1.181179532 0 1.640077183 23.421235535 25.718124089 0 2.647620027 0 8.615298256 3.778359611 2.821248502 1.035507379 3.10652362 29.191071789 1.07472242 19.256065282 2.362321957 1.679311254 3.33060745 0.498131722 20.190949299 36.270179599 4.276470615 0.537375657 0.643803875 6.678058469 0 1.141935597 0 4.892309899 1.785731259 2.821248502 0.498131722 0.537375657 2.754036805 5.557997074 10.159077716 56.113964385 0.537375657 1.824975194 0.537375657 30.068153865 1.287599537 2.362321957 15.599995389 27.76395231 0.498131722 0 2.636413029 4.248514237 11.11730699 54.208285835 3.985170312 1.824975194 0.643803875 2.031798069 1.035507379 0 2.323106916 9.700532022 0.537375657 1.141935597 3.778359611 0 0.537375657 7.221348121 7.590284292 10.215488177 0 0.537375657 0 2.575197187 2.490760074 0.498131722 2.754036805 1.785731259 0.996273308 4.942756052 0 25.406154044 0.498131722 29.834143225 9.342355154 0.498131722 3.319397606 0 0.996273308 4.215180774 3.252178391 3.10652362 5.603332918 1.287599537 9.426030706 0 3.134563949 0.537375657 0 14.044300723 1.287599537 1.679311254 0 1.533648965 17.669070292 0.643803875 0 3.632674953 1.572854142 3.722385489 1.533648965 0.643803875 4.354931111 6.118656444 1.141935597 23.476199003 2.323106916 1.640077183 4.069619599 3.145761613 14.67157432 2.636413029 1.07472242 1.612101208 0.498131722 0.075259815 0.012309123 0 0.09229205 NA 0.009067441 0.000400569 0 0.255723449 0.047942857 0 0.009750786 0.222311788 0.522385177 0 0.177570877 0 0 0 0 0.235274691 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0
"525x875" 3.203626809 0 12.16352273 47.357429439 1.88434835 4.950577591 15.403938657 66.670350046 2.010856104 0 22.141249141 1.340561193 0 0 0 0 2.688409316 4.580029528 1.18549592 0 3.351409945 6.961415036 6.598147954 2.021760223 6.277099043 13.257997093 4.255358033 1.210446459 0.670282766 6.990079792 12.578146841 3.066225145 7.112832906 10.607366346 1.18549592 3.09117978 2.395942379 43.079315413 13.684079601 2.526057113 0.673901891 3.881138821 3.203626809 0 1.210446459 0.670282766 21.49853791 3.207256143 5.105655009 1.344184657 0 1.880729225 17.051565984 8.046880853 93.114807547 0 2.526057113 0 48.228141917 1.340561193 11.29513627 12.45468882 30.16027529 2.014463084 0 13.4045601 12.500555043 16.11751816 64.834061024 8.28071421 1.344184657 0 3.736503572 0 0.670282766 0 1.344184657 0.673901891 1.340561193 18.889901507 0 0.673901891 14.438114192 0.670282766 12.243529329 2.021760223 2.551007652 1.347848123 0 0 0.673901891 4.439027903 3.761458207 0 4.547817336 3.351409945 27.779046397 5.3622393 48.76602766 7.740548971 35.577591219 5.243062786 0 9.099284516 3.358704227 11.710614199 1.859397811 2.420897014 3.199959004 14.08522272 0 1.18549592 1.18549592 0 19.61352747 0.670282766 3.09117978 1.88434835 0 3.196352024 1.344184657 1.210446459 0 0 10.090679978 9.41300289 10.882161607 3.711570876 0.673901891 0 21.152757796 10.475293843 1.855778686 5.902382351 1.88434835 5.779601241 9.420390244 0 0 2.551007652 0.133922 0.106005852 0.041047915 0.151960459 NA 0.007998275 0.070037637 0 0.236231845 0.078335655 0.014506421 0.02463456 0 0.420645039 0.032690126 0.127811135 0.028414009 0 0 0.062785875 0.060147448 0 1 1 0 0 2 0 0 0 0 0 0 0 0 0 0
"525x925" 2.377959985 0 21.831411794 33.265086463 2.326428881 23.71850527 14.928372016 61.731698988 3.047166227 0.669206242 22.1030637 1.818093932 0 0 0 0 1.970264637 7.722737398 4.951358782 1.818093932 2.254412821 19.839178274 13.79426283 5.425003286 6.283605015 16.580387569 5.075243018 2.950011293 0.669206242 16.022717692 15.319336303 2.29774733 16.59226838 10.207305339 1.490577154 0.959340881 4.317047522 48.557972996 11.804645083 0.479687483 0 4.940595747 2.676799941 0.479687483 1.148893725 3.808730259 55.073762782 3.460759189 1.148893725 1.490577154 10.70846602 3.047166227 10.592729654 11.605776285 75.608679824 8.912267484 3.308671086 1.148893725 70.540262824 1.628547123 3.52685371 10.107108786 60.560376231 3.716366434 2.676799941 12.056419361 55.404361271 16.660599442 19.538332198 3.88297763 4.477923283 7.361226725 0 1.818093932 0 0.479687483 1.148893725 3.810992045 0 26.808089322 4.848283795 0.669206242 17.689849716 3.337300866 4.965869869 0 1.490577154 3.650277948 1.43904605 2.828983603 1.556589073 3.69342898 1.628547123 0 4.288417742 4.494907613 32.302545477 0.669206242 51.00012023 4.029149044 0 29.050378714 1.338406449 11.422292192 19.978819524 25.473788507 1.556589073 4.965869869 8.059083145 7.96732547 2.878108898 4.471671299 33.446572139 6.982136022 21.204640134 0 1.846723712 8.751797436 1.970264637 8.556404547 0 0 3.119124277 28.586858663 16.336545249 3.837394124 20.223257794 2.108252292 2.036276556 0 34.040258372 24.705032646 0 2.449918035 12.928947695 9.336658508 0.669206242 0.479687483 1.367070314 11.506415919 0.165744806 0.19810918 0.080654371 0.186220977 NA 0.03105019 0.224251496 0.044405139 0.76995661 0.042193723 0.060064208 0.021289299 0.045251983 2.071360016 0.083646506 0.24732796 0.019513672 0 0.028205385 0.075552249 0.112461531 0 0 2 0 0 1 1 0 0 1 0 0 0 0 0 0
"525x975" 0 1.092040077 8.900361857 6.000209699 2.724088559 6.176247197 6.000209699 12.716044554 0 0 2.184050887 0.364017681 3.08810624 0 0.364017681 0.364017681 0.728024915 3.452113474 6.916259095 0 0.364017681 9.816314896 0.364017681 0 0 0.364017681 1.092040077 0 0 0.364017681 10.92065173 0.364017681 9.816314896 1.456065813 1.092040077 2.912100472 0 12.364481377 7.996274476 0 0 0.364017681 3.08810624 0 0 0.364017681 22.534223762 0.364017681 3.08810624 0.728024915 0.728024915 0.364017681 5.460111294 5.272140753 55.48649261 0 0.728024915 0 9.8292904 0.364017681 3.08810624 0.728024915 1.456065813 0 0.728024915 0.728024915 21.45177338 2.184050887 9.992407666 0.364017681 0.728024915 1.092040077 1.092040077 2.724088559 0 0.364017681 2.724088559 1.092040077 0.364017681 12.176483263 0.364017681 0.364017681 10.908333576 0.364017681 4.368092614 0 0.728024915 0.728024915 0 3.27612114 0.364017681 1.456065813 0.364017681 0 2.184050887 2.724088559 16.180578015 2.912100472 24.36369066 4.004146321 0 3.08810624 0.728024915 1.456065813 1.820070724 0.728024915 1.456065813 4.180154372 0 1.820070724 0 0 0 0 4.732182382 0 0.364017681 0.728024915 0.364017681 0.364017681 0 0 0 6.188197482 11.812465359 1.092040077 15.441842464 1.092040077 0 0.364017681 12.728406517 2.912100472 2.548052194 0.728024915 0 0.728024915 0 0 0.364017681 0.364017681 0.030635268 0.060731164 0.017571184 0.018348434 NA 0.021082683 0.04671833 0 0.14456642 0.025502759 0.020146632 0.088862397 0 0.248817569 0.012029099 0.064366017 0 0 0 0.007967311 0.031245297 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0
"525x1025" 0 0 2.632285692 6.580712042 0.987101266 1.645148143 6.251702852 2.632285692 0 0.329045961 8.883937716 0.658059075 0.329045961 0 0 0 0.658059075 0.329045961 1.316114364 0.658059075 1.645148143 6.580712042 0.987101266 1.316114364 0.329045961 1.316114364 0.987101266 0.987101266 0.658059075 2.30323902 3.290323103 0.987101266 0.987101266 0.658059075 0 0.658059075 1.316114364 7.567813413 1.316114364 0 0.329045961 0 0.329045961 0.329045961 0 0.329045961 8.883937716 0 0.658059075 0.329045961 0 1.316114364 4.606476421 2.961320669 26.32121444 0.329045961 0.329045961 0 12.50205896 0.329045961 0.658059075 3.948345329 10.19953522 1.316114364 0.987101266 1.974198841 5.922612146 1.316114364 4.935536774 2.30323902 0 0 0 0.987101266 0.329045961 0.329045961 0.658059075 0.987101266 1.316114364 5.593560569 0 0.658059075 0.987101266 0 5.922612146 0 0.658059075 0.658059075 0.329045961 1.316114364 0.329045961 0 0.658059075 0 0.658059075 0 8.554764779 0.658059075 5.593560569 1.974198841 0.658059075 1.316114364 0 4.935536774 0.987101266 4.277399845 0 1.645148143 0.329045961 1.316114364 0.658059075 0 0.658059075 0.987101266 3.948345329 0.658059075 0.329045961 0.329045961 1.316114364 0.987101266 0 0 0 0.987101266 1.316114364 0 0.658059075 0.987101266 1.645148143 0.329045961 7.896721587 1.316114364 0 0.329045961 0.658059075 0.987101266 0.329045961 0 0.329045961 0 0.031682348 0.027732286 0 0.048276862 NA 0 0.026429204 0 0.09555201 0.019173446 0 0.028634296 0.169566715 0.141253178 0 0.079585393 0.002378401 0 0 0 0.05624338 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"525x1075" 2.289538379 0.78619965 14.675903785 44.476687105 3.764477208 22.903216296 17.957048712 7.774502158 0 0 29.356410567 3.808756171 1.632532514 0.78619965 0 0.846332864 1.345794696 2.538995415 1.345794696 0 0.721591065 11.162751145 3.753027077 2.131994346 0.846332864 5.702720628 12.009084009 0 0.78619965 4.210787663 5.609674976 2.229405165 9.207555022 8.766445499 0.721591065 5.788765803 0.672900073 28.57778392 15.231913626 0 0 2.067385761 2.886422395 0 1.567923929 2.354123579 27.082309822 2.414241648 0 0 21.464328205 5.158973892 25.332913217 12.865690826 110.014784524 0 5.993869014 0 37.208982913 0.721591065 1.567923929 15.432199531 57.98819938 0 0.721591065 14.937486683 29.93734395 9.210229996 12.006604422 9.136150203 0 1.459099723 0.672900073 0 0 0.78619965 2.164827182 2.018700315 0 39.826961669 0 1.632532514 13.494835347 1.692650583 9.42733793 0.721591065 1.394491138 22.975218875 2.018700315 1.443205515 6.058484465 0.78619965 3.027023652 0 1.459099723 0.846332864 31.285489383 2.789000211 37.195499444 4.823524978 0 11.138931576 4.106898043 7.596736527 9.381218264 10.643994554 0 4.996987313 18.564858865 10.084462848 0.672900073 0 1.519232937 1.345794696 16.684490874 0 2.131994346 2.962438452 1.459099723 0 0.721591065 0 0 5.690765603 13.345613248 5.864189913 7.866990474 1.572349648 1.519232937 2.305432587 29.714171473 6.771212506 0 0.721591065 11.572444292 10.537602535 2.414241648 0 0 8.338470173 0.101489855 0.048361775 0.06296864 0.125065354 NA 0.017661856 0.064720463 0 0.169079378 0.083815672 0.007205063 0.031274884 0 0.241861033 0.019021878 0.065752519 0.011209404 0 0.030227172 0.046176613 0.289781535 0 0 3 0 0 0 1 0 0 0 0 0 0 0 0 0
"525x1125" 0 0.749443818 3.396335102 41.557316712 2.776532664 2.027035399 7.964394661 22.77419407 3.794877934 0 18.616373381 1.702163933 1.277572756 0 1.369299703 0 3.703145114 3.525919147 0.528128938 0 0 36.341514733 4.992585825 5.299411347 8.529613649 10.729086922 8.623090269 1.645209051 0.749443818 8.598449501 7.745388258 1.369299703 11.66747967 4.98701232 0.528128938 2.008989455 0.528128938 85.769882377 5.626692884 1.369299703 0.749443818 2.118743521 10.773471051 0.528128938 0 9.727593167 0 6.727108223 0 1.369299703 1.702163933 4.771270945 14.673710978 8.413558477 123.16744052 0 5.049542725 0 33.080845211 2.230292871 26.701879073 13.87174213 68.184118904 2.322019818 1.369299703 3.763952572 17.980469743 14.723304541 22.261884418 8.935186854 2.597929166 0 3.691328709 0 1.897428641 5.342094841 1.584401593 2.433556151 1.369299703 18.269146427 0.528128938 0 25.679539346 0.528128938 2.451626576 2.118743521 8.400021968 2.758433273 1.277572756 1.897428641 3.144115512 10.948873236 2.008989455 1.277572756 9.539218294 4.773633377 48.689389954 2.173337989 43.736123667 13.295206687 64.585773354 6.981750601 9.507514549 5.256620098 4.145832367 5.049542725 0 7.396158611 2.451626576 8.486214143 0 3.875501922 0 1.584401593 26.488116267 1.480849053 0.528128938 25.589912635 2.173337989 4.434524404 1.05626934 0 0 0 18.314716747 15.618522258 19.52553952 3.69688579 0 1.584401593 43.758435403 16.216633613 4.03986571 1.277572756 4.03986571 4.460603014 10.49211597 2.394652869 1.905427213 11.516504895 0.096234213 0 0.019136667 0.098536409 NA 0.031674043 0.010837164 0.606535523 0 0.047615623 0 0.008145695 0 0.07001533 0.051822143 0.109499908 0.003738771 0 0 0.010456458 0.000159299 0 1 3 0 0 1 0 0 0 0 0 0 0 0 0 0
"525x1175" 1.039811331 0 1.039811331 12.804033584 5.836767278 12.511993453 2.079569431 23.265731189 0.79949233 4.752607874 14.556221677 7.631669635 0 0 0 0 0 0 0 0 5.226281888 28.385730472 7.217691498 2.106919494 3.511817799 3.705941759 2.079569431 4.718384659 1.839303661 5.013359947 45.559203107 1.039811331 5.253678948 2.712287864 1.599022265 5.812889882 0 24.0647913 19.257571936 0 0 2.638833596 6.944947729 0 0.79949233 21.791329484 4.505440824 1.912795534 0 0 2.39852133 0 26.390621382 11.889882872 107.8333933 9.324639621 2.712287864 0 33.186178765 2.106919494 24.318220245 21.826916945 44.118723851 0 3.146730825 10.415767779 6.658548624 6.396052751 25.548137628 5.226281888 0 0 0.79949233 0.79949233 0.79949233 28.930401173 2.106919494 0 0 30.967440168 0 2.106919494 84.883843845 2.906411824 7.023561805 0.79949233 13.204263292 5.859018689 0 0 3.946223155 2.39852133 4.74575309 7.592542325 2.39852133 16.126894846 46.373217398 2.952606865 43.323430678 5.812889882 23.737146638 4.74575309 4.752607874 5.552100204 0 5.910263282 0 9.978889762 0 7.919846836 3.705941759 0.79949233 4.019715028 5.959174734 19.656173658 0 2.712287864 65.247060114 5.746224164 10.903185476 0 0 4.311316864 0.79949233 11.718044648 2.712287864 19.070396911 0.79949233 3.752099195 0 34.403086837 5.679746791 0 0 1.839303661 11.237429422 1.912795534 1.599022265 0 47.466753066 0.132011423 0.042168698 0.008803546 0.106077845 NA 0.023028223 0.031068069 1.488426917 0.096534744 0.048502901 0.023406074 0.588271657 0.034320185 0.177668341 0.032961179 0.107828733 0.009447642 0 0.023247283 0 0 0 0 3 0 1 1 0 0 0 0 0 0 0 0 0 0
"525x1225" 0.599447539 0 8.636057571 17.609059558 1.320812206 2.397738882 15.188715626 15.134865825 1.981261008 0.599447539 7.887610632 3.106240217 4.582692209 0 0 0 1.614137368 1.920259745 5.722177873 7.193321564 19.598673938 26.49885616 5.304100683 4.5619416 1.553157092 2.274521759 5.2430766 1.907367959 0.599447539 4.181902873 18.212714915 1.859300073 5.565033706 0.660427815 0 6.102203272 0 23.43787897 18.531787764 0 0.599447539 7.107474515 12.388594793 0 0.660427815 1.320812206 2.506815498 1.553157092 0.660427815 1.198872258 12.986963449 3.5344181 27.082497194 5.013691639 67.78752611 2.997237932 2.580708547 0.660427815 9.356184636 1.259875354 0 5.932208493 21.609973377 0 2.152581811 4.549033025 26.382325401 5.903525402 14.208021208 3.302095036 2.430110398 0.660427815 1.320812206 0 0.953709553 0.599447539 5.722177873 2.752046458 2.152581811 41.026355168 0.599447539 1.769682583 18.367755688 0 0 2.506815498 5.319855387 2.152581811 0 0 0 1.553157092 1.320812206 0.953709553 0.660427815 1.907367959 28.473682641 3.302095036 37.42511814 5.747905283 0.660427815 5.903525402 0.953709553 6.176052432 0.599447539 5.441799214 0.599447539 3.473394017 33.053760938 7.0077999 0 0 0.599447539 7.678306009 15.603822044 0.953709553 3.98326749 3.98326749 2.430110398 11.559509902 0 0 1.259875354 33.255759913 7.504761709 5.100431941 3.922264394 0 3.950947485 0 26.718330061 1.553157092 6.593814778 1.907367959 5.908585149 8.410371163 0.660427815 0 0 5.30913761 0.195492521 0.055088769 0.038137245 0.03168171 NA 0.027825492 0 0 0.002084051 0.033817728 0 0.265930898 0.282643069 0 0.009561313 0.022055034 0 0.255793159 0.018599597 0.013374111 0.058371167 0 0 2 1 0 0 0 0 0 1 0 0 0 0 0 0
"525x1275" 1.94730901 1.399882617 37.928555151 39.357197274 1.897492072 44.885969391 12.40448246 63.615803734 0.547426393 0 7.287055755 5.106608173 0 1.399882617 0 2.986850953 4.856816612 11.662943223 0.997433063 0.45000667 21.428220643 47.480835848 4.884359457 1.544842532 2.39731568 6.179305756 6.60931675 0 0.45000667 7.784717776 4.889783448 2.299910612 11.314565087 1.447454388 0.547426393 0.547426393 15.480516053 49.325822333 64.297814591 0.45000667 0 0 23.355322853 0.547426393 0.547426393 0.547426393 9.306234029 0.45000667 0 1.94730901 0 3.394746474 17.425831381 3.984300448 26.528288583 7.37353026 5.736832605 0 31.802985609 5.973647643 4.38673357 11.660687658 61.307325417 0.547426393 0 14.133989191 18.668021534 11.748908255 32.26048414 0.45000667 5.079083855 0.547426393 0.900027995 5.75142271 1.094835862 0.547426393 8.093404863 0 4.754006571 84.28254546 0.45000667 0 11.347915273 0.900027995 7.556917504 1.544842532 4.531693485 3.664630766 0 3.794991568 0 4.309384962 10.235485717 0.45000667 0 4.050216541 32.131419823 0 39.843364805 6.41460341 1.94730901 7.231797894 0.547426393 1.094835862 18.025371468 13.178031122 1.767155618 6.96199378 0.997433063 6.387066528 0.45000667 0.45000667 1.544842532 1.094835862 19.607291038 0 2.764571757 2.797550912 0.45000667 36.664190923 0.547426393 0 0 0 8.106560343 12.840574247 26.713888718 0 8.739746024 0 28.428094759 5.654034566 16.733166826 0.547426393 18.292891532 8.701659307 7.766833561 2.700155706 0 27.061054221 0.870998452 0.024431679 0.114508429 0.129446064 NA 0.017785863 0.053554975 0.027649464 0.067285652 0.035978342 0 0 0.103458489 0.433746924 0.026099909 0.007243793 0 0.251845641 0.617406019 0.060830772 0.029618509 0 0 1 2 0 0 2 0 0 0 0 0 0 0 0 0
"525x1325" 0.747310151 0 1.494594727 2.241902878 1.494594727 0 5.978466532 5.23117574 0 0 3.736526811 0 0 0 0.747310151 0 0.747310151 0 0 0 0 2.989238484 0.747310151 0.747310151 0 0.747310151 0.747310151 0 0.747310151 2.241902878 4.483905976 0 3.736526811 0 0 0.747310151 3.736526811 20.17873421 0 1.494594727 0 0 10.46304507 0 0 0 0.747310151 0 0 0 0 0 5.23117574 2.989238484 8.220405052 0.747310151 0 0 11.95686698 0 0 3.736526811 27.64837547 0 0 0.747310151 3.736526811 2.989238484 8.220405052 0 0.747310151 0 1.494594727 0 0.747310151 0 2.989238484 0.747310151 0 2.241902878 0 0.747310151 10.46304507 1.494594727 7.473054503 0.747310151 0.747310151 0.747310151 2.989238484 1.494594727 0 1.494594727 0.747310151 0.747310151 0.747310151 3.736526811 17.93651255 0 20.17873421 0.747310151 0 0.747310151 0 0.747310151 0 3.736526811 0 3.736526811 1.494594727 2.989238484 0.747310151 0 0 0 7.473054503 1.494594727 0 2.989238484 0 13.45106984 0 0 0 0 2.989238484 0 3.736526811 0 3.736526811 0 15.69167807 1.494594727 0 0 1.494594727 5.978466532 0.747310151 1.494594727 0 0.747310151 0.17543874 0 0 0.027635266 NA 0 0.001281726 0 0.063758394 0 0 0 0 0.029193418 0 0.006406423 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"525x1375" 0 0 0.643084883 2.572234825 0 0 4.501485846 0 0 0 1.929206573 0 0 0.643084883 0 0.643084883 0 0 0.643084883 7.073651516 0 3.215314671 0 0 0.643084883 1.286125143 1.286125143 0 0 0 14.14607141 0 1.929206573 1.286125143 0.643084883 2.572234825 0.643084883 7.716858577 1.929206573 0 0.643084883 0.643084883 0.643084883 0 0 0.643084883 0.643084883 1.286125143 0 0 0 0 12.21904253 1.929206573 26.36528654 0.643084883 1.286125143 0 0 0 0.643084883 0.643084883 19.29083877 0 0.643084883 4.501485846 0.643084883 3.215314671 27.65497276 1.286125143 1.929206573 0 0 0 0 0 0 0 0.643084883 1.929206573 0 0 4.501485846 1.929206573 0 0 1.929206573 1.929206573 0 0.643084883 0 0.643084883 0 0 0 0 5.78765875 0 15.43236224 5.78765875 0 0.643084883 0 0.643084883 1.286125143 7.073651516 0 1.286125143 0.643084883 0.643084883 0.643084883 0 0.643084883 0 5.78765875 0.643084883 0 0 1.286125143 1.286125143 0 0 0 0.643084883 1.286125143 0 0.643084883 0 0.643084883 0 14.14607141 0 1.929206573 0.643084883 0.643084883 0.643084883 1.286125143 1.286125143 0 0 0.139105634 0.016915811 0 0.011685674 NA 0 0.000497482 0.009945178 0.116199953 0 0 0 0.174486421 0.047302162 0 0.040542923 0 0 0 0 0.174629761 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"525x1425" 0 0 25.872706855 27.278121214 1.690432289 3.43496299 7.010556289 2.671855724 2.671855724 0 4.338669989 4.338669989 1.690432289 1.199733152 0 0 4.415605818 0.490699137 9.487760346 36.017580911 0 17.673431084 6.519826576 1.962852285 0 2.399460506 2.181168927 0.490699137 0 0 3.434182383 5.124652173 10.39144709 3.924919021 0.490699137 7.252542302 0 28.773125486 5.125456317 0 0 0.490699137 6.271081062 1.199733152 0.490699137 6.377697821 31.453310299 5.071298261 4.338669989 0 0 0 10.663037176 4.853044318 40.58156997 0.490699137 4.143216398 0 4.415605818 0.490699137 8.777158327 1.690432289 48.662128043 0 0.490699137 3.847970852 2.453583812 9.167931731 14.831605523 0 2.890159643 0 0 0.490699137 0 20.549659553 2.399460506 16.590527452 0 23.169741 0.490699137 1.199733152 46.884798394 11.372869706 4.829406627 1.199733152 16.667611093 4.829406627 0 0.981435775 2.453583812 7.695809159 0 1.199733152 0.490699137 0.490699137 21.739707693 0 32.184592367 7.087516947 1.199733152 8.724681655 10.793451712 3.380896281 5.538403141 13.311933214 1.199733152 2.890159643 0 2.671855724 1.199733152 0.490699137 0 0 18.707577513 0 2.181168927 70.106304506 0 1.690432289 0 0 0 1.472122572 5.047704004 3.380896281 21.892260374 0 0 0 27.768748769 2.399460506 27.510510019 1.199733152 0.490699137 3.380896281 7.71955393 0 1.199733152 16.408530569 0.005200046 0.056599567 0 0 NA 1.001382001 0.004959593 0.398230026 0.016250799 0.080079445 0 0.00748549 0.293836617 0 0 0 0 0 0 0 0 0 0 2 1 0 1 0 0 0 0 0 0 0 0 0 0
"525x1475" 0 0 2.755706276 7.329170115 1.582739179 1.52445671 11.609411112 29.426141542 0.293242594 0 2.404184327 0.586499721 0.293242594 0.293242594 1.289496585 0.293242594 0 0.293242594 4.3985857 0 0.293242594 13.895291088 3.048930515 4.573419865 0.293242594 4.103473772 1.875996306 1.875996306 0 20.574492028 10.964544218 0.293242594 6.507704458 0.879706313 1.172951335 1.172951335 0.937992991 21.458833011 3.107220839 0.293242594 0 0.293242594 17.881730354 0 0 0.644750397 4.806521968 0 0 0 0 0.879706313 19.991973441 4.925022676 56.51653865 0.644750397 3.107220839 0.293242594 10.320539848 0 1.875996306 3.752019749 16.592738881 0.644750397 1.172951335 0 2.990704659 4.573419865 49.2447617 0.937992991 0 0.586499721 3.517010053 0 0.644750397 0.644750397 0 5.864833369 0.937992991 4.808368171 0 0.293242594 7.152429735 4.74826041 2.639150361 0.937992991 8.55865923 0.293242594 1.172951335 0.644750397 0.937992991 2.46244792 1.875996306 0 0 2.227512098 23.68606785 0.644750397 28.02780739 3.283900758 0.937992991 8.793616971 0.586499721 5.099779095 1.231250118 16.007645578 0.586499721 1.52445671 0.644750397 4.103473772 0.293242594 0.293242594 0.879706313 0.293242594 7.035926807 0.937992991 1.582739179 2.052670993 0 13.018664045 0 0 0.293242594 1.231250118 2.755706276 1.52445671 0.586499721 0.644750397 0.644750397 1.75943393 38.46540934 0.293242594 2.110960088 2.169202898 4.806521968 7.271004306 0.293242594 1.231250118 0.293242594 0 0 0.004974402 0 0.000920329 NA 0 0.004659723 0.013059142 0.070608051 0.297806664 0 0.028148864 0.015711103 0.05600263 0 0.018125231 0.068289599 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0
"525x1525" 0 0.725162463 0.725162463 37.64593392 0.725162463 0 8.702195021 5.64383373 0.725162463 0 3.909692926 0 0 0 0 0 1.450360596 2.45929775 0 0 1.734135287 10.87681523 0.725162463 5.076171174 19.515585879 3.909692926 10.846304156 1.734135287 1.734135287 1.734135287 0 0 5.35996882 1.734135287 0 2.45929775 0 7.251824827 0.725162463 0 0 0.725162463 3.625833533 0 0 1.734135287 27.115666567 1.734135287 0 0 14.598211163 1.450360596 6.085197497 4.35106221 51.42329293 0 2.45929775 0 1.734135287 0 0.725162463 1.450360596 28.563289027 0 0.725162463 2.175557639 10.562534178 4.634812381 18.382098375 0 0 3.468276091 0.725162463 0.725162463 40.613551493 1.450360596 1.450360596 0.725162463 0 3.468276091 129.055377563 2.45929775 15.481294874 0 4.193438554 0 14.91367532 7.251824827 3.625833533 0 0.725162463 1.450360596 0.725162463 0.725162463 0 0 22.605885241 0 18.697584001 1.734135287 0 5.801426356 5.202403271 1.450360596 2.900677094 12.170471112 0 5.35996882 3.468276091 4.193438554 0.725162463 0 0 0 6.526620171 0.725162463 0 1.450360596 2.45929775 2.45929775 0 0 0 4.193438554 3.184495883 1.734135287 0.725162463 0 1.450360596 5.076171174 25.948379211 0.725162463 0 0.725162463 3.468276091 0 0 0.725162463 0 0.725162463 0 0.034670341 0 0.027902684 NA 0 0.037503582 0.025666096 0.238353315 0.091011706 0 0.026764867 0 0.495619662 0 0.001605683 0 0.024599171 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0
