"coord" "Ace2" "Adora2a" "Aldh1l1" "Amigo2" "Ano3" "Aqp4" "Ar" "Arhgap36" "Avpr1a" "Avpr2" "Baiap2" "Bdnf" "Blank_1" "Blank_2" "Blank_3" "Blank_4" "Blank_5" "Bmp7" "Brs3" "Calcr" "Cbln1" "Cbln2" "Cckar" "Cckbr" "Ccnd2" "Cd24a" "Cdkn1a" "Cenpe" "Chat" "Coch" "Col25a1" "Cplx3" "Cpne5" "Creb3l1" "Crhbp" "Crhr1" "Crhr2" "Cspg5" "Cxcl14" "Cyp19a1" "Cyp26a1" "Cyr61" "Dgkk" "Ebf3" "Egr2" "Ermn" "Esr1" "Etv1" "Fbxw13" "Fezf1" "Fn1" "Fst" "Gabra1" "Gabrg1" "Gad1" "Galr1" "Galr2" "Gbx2" "Gda" "Gem" "Gjc3" "Glra3" "Gpr165" "Greb1" "Grpr" "Htr2c" "Igf1r" "Igf2r" "Irs4" "Isl1" "Kiss1r" "Klf4" "Krt90" "Lepr" "Lmod1" "Lpar1" "Man1a" "Mc4r" "Mki67" "Mlc1" "Myh11" "Ndnf" "Ndrg1" "Necab1" "Nos1" "Npas1" "Npy1r" "Npy2r" "Ntng1" "Ntsr1" "Nup62cl" "Omp" "Onecut2" "Opalin" "Oprd1" "Oprk1" "Oprl1" "Oxtr" "Pak3" "Pcdh11x" "Pdgfra" "Pgr" "Plin3" "Pnoc" "Pou3f2" "Prlr" "Ramp3" "Rgs2" "Rgs5" "Rnd3" "Rxfp1" "Scgn" "Selplg" "Sema3c" "Sema4d" "Serpinb1b" "Serpine1" "Sgk1" "Slc15a3" "Slc17a6" "Slc17a7" "Slc17a8" "Slc18a2" "Slco1a4" "Sox4" "Sox6" "Sox8" "Sp9" "Synpr" "Syt2" "Syt4" "Sytl4" "Tacr1" "Tacr3" "Tiparp" "Tmem108" "Traf4" "Trhr" "Ttn" "Ttyh2" "Adcyap1" "Cartpt" "Cck" "Crh" "Fos" "Gal" "Gnrh1" "Mbp" "Nnat" "Nts" "Oxt" "Penk" "Scg2" "Sln" "Sst" "Tac1" "Tac2" "Th" "Trh" "Ucn3" "Vgf" "Endothelial1" "Inhibitory" "Excitatory" "ODMature2" "Astrocyte" "Endothelial3" "ODMature1" "Microglia" "ODImmature1" "Ambiguous" "Endothelial2" "Pericytes" "ODImmature2" "Ependymal" "ODMature4" "ODMature3"
"575x275" 0 0 6.708974542 5.914783413 2.464682297 2.349114535 1.290129283 0 0 1.280132054 3.870348069 1.280132054 5.829172739 1.280132054 0 0 4.92933689 1.280132054 0 5.428860655 3.744814351 43.324315309 0 0 5.978362384 1.280132054 1.290129283 3.354529424 2.349114535 0 2.349114535 0 2.580222355 3.523660461 0 2.570261337 2.07439737 12.776081548 2.570261337 2.07439737 0 0 0 204.36307211 0 23.322247815 0 8.297581629 0 0 0 0 38.36866873 0 118.524695993 1.280132054 1.290129283 1.174553014 2.464682297 0 14.241383169 3.364526653 8.654175787 1.174553014 1.174553014 0 22.38691197 9.746866448 0 0 5.934751779 0 0 2.07439737 0 8.952521116 0 0 0 6.325033137 4.539079667 0 52.821287391 2.570261337 1.290129283 2.570261337 0 3.364526653 0 37.786552287 0 7.119298453 0 0 2.570261337 0 23.240956339 1.290129283 16.090312653 0 4.148728601 1.290129283 1.290129283 1.290129283 0 2.580222355 0 3.248950384 3.629246589 0 3.629246589 2.464682297 0 0 6.335110295 0 1.174553014 96.314105223 0 51.610556605 1.174553014 0 0 1.290129283 30.783225435 0 3.364526653 0 0 1.174553014 17.559550173 0 0 2.349114535 1.290129283 0 2.454685068 3.248950384 1.290129283 60.668318915 0.058376234 0.030072485 0.09670063 0.189224607 NA 0 0.047801499 1.7107971 0.073267553 0 0.082592769 0.642341187 0 0.44729716 0.017893045 0 0.052530975 0.031048573 0 0.053204398 0 0 0 2 1 0 0 0 0 0 0 0 0 0 0 0 0
"575x325" 0 1.055322611 4.749101816 3.032952652 0 3.757304274 7.205626628 1.625210367 0.527671582 2.463064896 3.250389834 4.926200592 1.129217368 0 1.129217368 2.536959653 3.250389834 0.527671582 1.097538785 0.527671582 5.278562834 16.957169197 2.226756153 1.407742285 0.527671582 2.100435877 11.475510029 0.527671582 0.527671582 1.407742285 18.286546398 0.527671582 10.627604459 5.485790272 2.638396289 3.229653245 0 29.509480926 4.13048109 0 1.097538785 0 0 145.85226055 0 37.108056846 0 4.802418355 0 3.94470456 0 1.935413867 22.866899976 0.527671582 19.564582315 1.055322611 3.343158774 0 0 0.527671582 46.989541448 3.292595836 4.968348588 1.129217368 2.100435877 0 14.447852582 0.527671582 0.527671582 0 0 0 0.527671582 0.527671582 0.527671582 12.632610626 10.029513065 2.100435877 3.032952652 19.087990724 1.129217368 1.58303327 130.878647953 19.880884101 47.49533905 0 2.536959653 0 1.055322611 12.743938186 0.527671582 7.703904085 1.129217368 6.533159433 1.407742285 0 19.7364722 1.935413867 22.140697554 3.725625691 10.378083008 0.527671582 49.562635782 1.625210367 2.184539979 0 1.572764295 2.98050658 0 0 0 0 2.815487192 0 45.425251399 0 2.536959653 104.565591184 2.990775555 50.300251565 0.527671582 0 1.65688895 1.65688895 9.137353303 6.859772941 20.922275743 2.638396289 3.693750493 0 32.232368731 0 6.859772941 0.527671582 1.935413867 1.407742285 4.770739772 3.725625691 0.527671582 110.432935122 0.143181391 0 0.111909394 0.191929762 NA 0.000591801 0.034995138 4.537994073 0.040162039 0 0.010066343 0.283899515 0.041312304 0.789638806 1.973856443 0 0.036939222 0.059981017 0.030628018 0.026816073 0 0 0 3 1 0 0 0 0 0 0 0 0 0 0 0 0
"575x375" 0 0 7.983728314 0 1.252890066 1.252890066 0 0 0 0 1.023531643 0 0 0 0 0 0 0 0 1.649978958 0 3.926373379 0 0 0 0.626447315 11.513116518 0 0 2.047052941 0.626447315 0 0 0 0 1.252890066 0 0.626447315 5.442014163 1.023531643 0 0 0 0 0 123.77054452 0 1.896009619 0 0.626447315 0 0 1.252890066 2.522456934 0.626447315 0 0.626447315 0 0 0 87.416000374 7.754407633 1.896009619 0 1.023531643 0 3.299943007 0 0.626447315 0 1.023531643 1.896009619 1.023531643 0 0 55.084392306 21.671144507 0 0.626447315 1.649978958 0 0.626447315 208.38265641 0 0 0 0.626447315 1.649978958 0.626447315 0 0 2.50574239 0 16.426881898 0 0.626447315 1.252890066 0 6.924222518 0 1.023531643 0 2.276421709 0 1.896009619 0 2.919541262 0 13.875929262 0 0.626447315 0.626447315 0 0 21.807350612 0 0 279.73130356 0 5.477985924 0 0 0 6.314504842 9.139054992 0 48.191028431 5.477985924 0 0 2.673500256 1.896009619 0 1.252890066 0 1.879320438 0 0.626447315 0 155.77794177 0.064127463 0.005275967 0.146071667 0.199268013 NA 0.002402174 0.045735436 8.865583767 0 0 0 0 0 0 0 0 0.026821346 0.080899519 0.051735285 0.02521551 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 1 0
"575x425" 0 0 1.209632251 1.209632251 0 1.209632251 0 0.598563896 0 1.808196147 0 0 0.598563896 0 0 0 0 0.598563896 1.209632251 0 0 0.598563896 2.406733141 0 0 0 3.01780716 0.598563896 0 0 0 0 0 1.795631981 0 0 0 6.023143556 0 0 0 0 1.209632251 0 0 36.78848592 0 0 0 0 1.808196147 0 2.406733141 0.598563896 0 0 0 1.209632251 0.598563896 0.598563896 35.56787868 0 1.19710089 0 0.598563896 0 4.813463357 0.598563896 0 0 0 0.598563896 0 0 0 18.070334321 1.19710089 0.598563896 0 0 0 1.795631981 44.4960182 0 0 0 0.598563896 3.616344154 0.598563896 1.808196147 0 2.419243264 2.419243264 27.120938357 1.209632251 0.598563896 0 0 3.603852344 0 2.394220093 0 5.998051779 1.808196147 0 0 0.598563896 1.795631981 0 0.598563896 0 0 51.503357794 0 21.750574343 2.419243264 0 69.80183905 0 1.795631981 0 0 0.598563896 0 4.214875245 0 14.489054173 0 0 0 0.598563896 0 3.616344154 0.598563896 0 0.598563896 3.005264232 0 0 57.23890914 0.029738263 0 0.067994575 0.114818265 NA 0 0.025496467 3.915137815 0 0 0 0.000754565 0 0 0 0 0.008931543 0 0.016354153 0.013306161 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
"575x475" 0 5.631167529 32.742152059 4.34884484 0 30.328435068 0 1.569863168 0 0.869777804 7.547015085 2.609358329 0.869777804 0.784925113 0 0 0 4.937700713 0 0 0.869777804 18.685317107 0.869777804 0.869777804 10.724032297 1.407797726 0.784925113 0 2.27757553 0.784925113 0 1.654702917 5.133769953 9.005649674 1.407797726 0.784925113 0.784925113 49.530091797 27.250230326 0 0.869777804 8.13587187 0 0 0 29.909782764 1.654702917 13.872450709 0.869777804 0.869777804 13.540768884 1.407797726 20.509971302 6.958111139 40.87935651 0 0 5.475720635 0.869777804 0 18.196566789 2.439640972 6.088429103 3.147352575 0 0 27.430220008 11.923001091 2.192722839 4.017156055 0.869777804 1.407797726 0 0 0.869777804 6.364341791 2.27757553 0 0 50.857632086 28.002384789 0.784925113 30.048034493 0.869777804 1.739554849 0 6.345498439 3.062500643 4.937700713 1.407797726 0 1.407797726 0.869777804 3.762623725 0 0 11.895875659 0 15.693792826 3.479092176 8.446697311 2.609358329 22.992307893 0.784925113 4.067922909 1.407797726 2.609358329 0 95.978207307 0 3.062500643 0 0 1.407797726 18.116103374 0 0 55.026696934 1.654702917 2.609358329 0 0 13.9176358 4.470277965 1.407797726 1.739554849 21.885177376 4.067922909 0 8.13587187 9.235750476 0 6.003630751 0 4.067922909 4.886889902 6.500945333 0 0.869777804 52.389089044 0.046149069 0.006716067 0.130489895 0.223731605 NA 0.003532865 0.031384234 0.803889788 0 0 0.012959309 0 0 0 0 0 0.042516987 0.030562883 0.082535321 0.028753189 0 0 1 0 0 1 1 0 0 0 0 0 0 0 0 0 0
"575x525" 0 0 25.695579045 6.611538393 2.217540256 20.452398387 3.762073067 6.539229502 0.78628191 0 5.668861217 0 0.78628191 1.233880824 0 0.616925462 0.616925462 3.814819381 0 7.37627261 4.698212449 33.371101273 1.562823141 0.616925462 4.698212449 3.780313083 3.701538534 1.888568039 2.505523401 0.616925462 2.806467405 0 17.169397722 3.46115462 0 1.891745044 0 34.141515927 37.600334836 0.78628191 0 3.814819381 24.317255225 2.217540256 0.616925462 3.623972878 0.78628191 1.572586581 0.616925462 0 0 0.616925462 12.957924291 3.814819381 59.366385239 3.003822166 0 0 6.586795535 0 3.946442721 3.253969786 6.887713982 0.616925462 1.271642577 3.583000922 10.204166738 9.728605257 50.236787833 2.508670506 0.945897679 0 2.020162734 0 4.563398083 4.8923404 2.966060413 0 0 50.321815851 2.543235349 0 2.844229158 17.002205651 13.209117391 1.732179589 0.78628191 7.69355197 1.562823141 6.824036517 0 5.193311004 3.701538534 0 2.179778503 2.975770748 21.487060346 0 18.639760116 13.853055035 2.796719012 4.995968938 0.616925462 7.782841868 18.572766461 4.040274457 0 3.135409722 1.850821333 10.416767555 3.160160811 2.020162734 0 2.508670506 11.66357475 0.78628191 1.271642577 1.403207372 0 10.668024558 0 0 8.965969592 1.271642577 7.889572107 4.902080635 6.489740638 0 0.945897679 0.78628191 20.86999149 1.403207372 7.892783636 2.349105051 5.155564298 7.37627261 7.761380466 0.616925462 0 3.814819381 0.038317014 0.049833264 0.058293762 0.142033125 NA 0.029060717 0.010821724 0 0.213075971 0 0.088120519 0 0 0 0.008476308 0 0.038485712 1.829012094 0.245260805 0.03748168 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"575x575" 0 0 35.18134244 8.886230421 0.616702091 26.169532261 2.452152718 3.685570656 0 0.616702091 3.068854809 0 3.209688878 0 1.604833688 0 1.233417938 1.604833688 0 4.316918459 0 21.296463009 1.233417938 0 4.904185583 0 0.616702091 0.616702091 1.233417938 2.452152718 0.616702091 0 0.616702091 0 0 0 0 71.215098722 8.886230421 0 0 0 0.616702091 0 0 1.604833688 0.616702091 3.068854809 0.616702091 0 0 0 3.685570656 1.604833688 23.175690356 0 0 0 1.233417938 0 17.16351931 0.616702091 9.57795078 0 1.604833688 2.466809676 7.757226037 5.550282038 14.169601578 0 0 0 0 0 0 0 0 2.452152718 3.685570656 34.924164776 0 0.616702091 1.850099356 0 3.068854809 0 0 4.904185583 1.604833688 1.604833688 0 1.233417938 0 0 1.233417938 2.452152718 10.469317372 0 5.059788234 14.483260229 54.57630748 0.616702091 0 1.233417938 1.604833688 0 0 1.850099356 3.209688878 4.688309618 0.616702091 2.452152718 0 0 1.233417938 0 0 2.452152718 1.233417938 6.523796082 0.616702091 0.616702091 11.071228416 0.616702091 15.947897408 14.71447947 26.950673746 0.616702091 4.302252074 0 4.316918459 0 0.616702091 4.443106816 1.850099356 3.068854809 20.285951216 0.616702091 0 11.23488805 0.015318618 0.392352412 0.046612219 0.152064628 NA 0.006361236 0.012263251 0 0.527583398 0 0.16956744 0 0.097319255 0.002039796 0.021435841 0 0.020742084 0.942854161 0.018635482 0.03365957 0.020244354 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"575x625" 0 0 3.65071793 5.446589255 0.907743577 6.517267417 16.502265868 51.996925985 0 0 9.116903341 0 0.907743577 0 0 1.357002266 0.907743577 4.071074606 16.68531666 0 19.581526873 20.144060598 20.906442676 6.517267417 1.815528968 0 6.785024793 0 0 8.169802882 22.255078506 0 7.721792536 7.874269683 2.723231155 6.517267417 0 24.376599447 1.357002266 8.169802882 0 0 18.653013408 0.907743577 1.357002266 35.799878943 6.517267417 4.529512725 0 0 0 0 7.425010994 3.172531234 48.470098636 0.907743577 0.907743577 0 18.15578703 1.357002266 24.42728554 10.923101707 12.766412118 6.517267417 0 0 8.180230655 13.769978689 50.033021466 0 1.357002266 0 0.907743577 2.264745843 0 2.264745843 0 1.357002266 0.907743577 23.030356069 0.907743577 2.264745843 79.794197812 1.815528968 13.664866907 0 24.107901917 27.427734306 13.03459873 0 0.907743577 5.895729781 2.723231155 10.85495746 0 0 20.296690224 0 43.070007615 21.90340222 0 1.357002266 13.150976651 2.713983757 3.65071793 11.820520812 5.466246898 14.095680134 0 2.723231155 0 3.65071793 1.357002266 2.264745843 11.811290942 1.357002266 0 97.302211038 0.907743577 3.65071793 0 0 2.723231155 0.907743577 14.850127698 0 17.189982307 0 1.815528968 0 24.865485828 0.907743577 1.815528968 0 0.907743577 4.529512725 0 1.815528968 0 59.254911637 0.02416744 0 0.132798947 0.359812721 NA 0.67235399 0.017162123 0.735401626 0.413109388 0 0.028612979 0 0.240663484 0.37063412 0 0 0.008975684 0.514003142 0 0.001578561 0 0 1 0 1 0 0 0 0 0 1 0 0 0 0 0 0
"575x725" 0 0 2.449689446 3.975766594 0 5.529651458 0.795146927 6.324798385 0 0 4.770985724 4.039989055 0 0 0 0 0 0.795146927 0 0 0.795146927 23.973930762 0 0 2.449689446 5.529651458 0 0.795146927 0 0 5.529651458 6.324798385 0.795146927 3.244836373 0 0 11.05868637 25.76728852 0.795146927 0 0 0 25.75869894 0 0 19.59681177 0 7.349106483 0 0 0.795146927 1.590299609 17.419909804 0.795146927 116.78981067 0 0 0 6.489728898 0.795146927 22.676449248 8.81091288 5.529651458 0 0.795146927 1.590299609 15.995218656 13.609694068 23.410277349 5.529651458 1.590299609 0.795146927 0 0 0 5.694576216 0 0 0 11.853833297 0 0 9.799409267 0.795146927 4.770985724 0 0 4.039989055 0 0.795146927 1.590299609 0 0 2.449689446 0 0 27.117053344 0 22.356147757 8.774487831 7.349106483 0.795146927 0 0 5.694576216 7.91512949 0 0 0 3.244836373 2.385478032 0 0.795146927 0 21.358319264 2.449689446 0.795146927 56.111892167 0.795146927 2.385478032 0 0.795146927 0 0 6.324798385 0 22.04623574 4.899429289 2.385478032 6.324798385 36.395129358 0.795146927 4.835167478 0.795146927 0 2.385478032 11.853833297 0 0 22.04623574 0.064901587 0.041798331 0.057620991 0.222124089 NA 0.008752032 0 0.184925375 0.04351573 0 0.101049003 0.983919434 0 0 0.025504688 0 0.068843915 0.087224593 0.022566121 0.017699621 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"575x775" 0 1.011083024 3.636266569 14.487465228 1.750109587 0.875037682 2.897215405 24.11250064 0 0 1.750109587 0.875037682 0 0.875037682 0.875037682 0 1.011083024 0 0 0.875037682 7.875442199 4.511264213 3.908332794 2.022177723 4.375266488 3.77228731 3.636266569 0 2.022177723 0.875037682 2.022177723 0 1.750109587 1.011083024 0 0.875037682 1.011083024 13.203154726 0 0.875037682 0.875037682 0 3.908332794 0.875037682 0.875037682 2.625183545 0 0 0 0 0 1.011083024 1.886120706 0.875037682 9.897619922 0 0 0 19.465433647 0 10.169817924 1.011083024 20.884660269 0 1.750109587 0.875037682 1.886120706 7.680683427 5.930537564 0 0 0 0.875037682 0 0.875037682 0.875037682 0 0 0 12.192004031 0 0 22.286791182 3.033295112 2.022177723 0 2.022177723 1.750109587 0 8.827851999 0.875037682 1.011083024 0 1.750109587 0 1.750109587 18.259502684 0 15.634271559 3.77228731 0 0 5.25028758 1.011083024 3.77228731 2.761192611 1.011083024 1.750109587 1.011083024 1.011083024 0 5.658478657 2.022177723 1.011083024 7.4085616 0 1.011083024 23.6263473 0 16.839442166 1.011083024 0.875037682 0 0 1.011083024 0 4.511264213 0 12.328029992 0 4.783404699 3.908332794 0 1.886120706 0 3.77228731 1.011083024 1.750109587 0 5.386349512 0.275053908 0 0.038482064 0.150456824 NA 0 0 0.011796563 0 0 0.031889041 0 0.065179992 0 0 0 0.017963682 0.023745486 0.181212808 0.001624848 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"575x825" 0 0 12.018366623 46.67094257 1.49072987 14.349258024 10.99312722 9.50395646 0 0 3.260396311 1.304199086 0.838653954 0 0.652075916 0 1.49072987 2.14285304 0.838653954 0.652075916 3.168004135 5.962878261 4.006593013 2.329332529 2.329332529 25.989648949 7.174725285 0.652075916 0 0.838653954 4.564549371 0 10.994781531 2.515928219 0 0.838653954 0 22.735282951 13.882006483 0.652075916 0 0 11.553529306 0 0.838653954 0.838653954 0 0.652075916 0 0 0 1.49072987 6.520903217 5.310759214 61.30333178 0 0 0 7.361110607 1.677256613 0.652075916 8.478887363 26.089497111 0 1.49072987 10.808110654 9.596391969 8.292238909 32.511069177 4.564549371 2.329332529 0 0 0.838653954 0.838653954 0 0 0.838653954 2.981455699 13.976161045 0 0 6.428399224 2.981455699 1.677256613 0 0 7.825107413 0 2.329332529 0 1.49072987 2.981455699 0 0.838653954 3.820127305 19.566004273 1.49072987 16.024913344 4.099050265 0 3.447015118 0.838653954 5.403203325 1.956242117 4.937652924 0 10.342662484 0.652075916 1.956242117 0 0.838653954 0 1.49072987 16.118154677 1.49072987 2.14285304 5.497458296 0 17.051576367 0.838653954 0 0 0.838653954 10.43507557 1.956242117 8.944313603 0 2.794896071 1.304199086 16.024913344 0 0 1.677256613 3.447015118 4.19325921 0.838653954 1.677256613 0 2.794896071 0.282832636 0.068388239 0.040580701 0.02405905 NA 0.188299734 0.015988156 0 0.305199477 0 0.130791382 0 1.269192285 0.400824645 0 0 0 0.480391884 0 0.030113189 0.142867809 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
"575x875" 0 0 0 1.251438042 1.251438042 0 1.251438042 18.7696964 2.502918234 0 1.251438042 0 0 0 0 1.251438042 0 0 0 0 10.01032149 6.257215175 0 3.754337411 0 0 1.251438042 0 0 0 0 0 5.00578803 5.00578803 1.251438042 0 1.251438042 11.26309238 2.502918234 0 0 0 0 0 0 0 0 0 0 0 0 1.251438042 27.52988362 0 0 0 1.251438042 0 0 0 1.251438042 1.251438042 1.251438042 0 0 0 0 5.00578803 22.52339493 0 1.251438042 0 0 0 0 1.251438042 1.251438042 0 0 1.251438042 0 0 15.01769427 0 8.760228833 0 0 1.251438042 1.251438042 1.251438042 1.251438042 1.251438042 1.251438042 0 0 0 6.257215175 1.251438042 11.26309238 7.508637079 1.251438042 0 0 0 0 1.251438042 0 0 0 1.251438042 0 0 0 0 6.257215175 0 0 0 0 25.03154831 0 0 0 1.251438042 3.754337411 0 2.502918234 0 0 0 18.7696964 1.251438042 0 0 0 1.251438042 0 0 0 0 0.029740988 0.067888722 0.001048778 0.117655604 NA 0 0.001489753 0 0.111959578 0 0.119628642 0 0.125047865 0.34112729 0.014590053 0.034324948 0.004380101 0 0 0.016027353 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"575x925" 0 0 0 6.365292521 0 2.829040853 4.243484638 21.21774613 0 0 5.657941885 2.121763511 0 0 0 0 2.121763511 1.414515513 2.121763511 12.02266894 0 2.829040853 1.414515513 6.365292521 0 9.901844924 0.707261316 0.707261316 0 2.121763511 3.536281532 0 5.657941885 0.707261316 0 0.707261316 0 10.6091387 0.707261316 0 0 0 0 0 0 0.707261316 19.09555477 0 0 0 0 0.707261316 3.536281532 1.414515513 14.14607141 0 0 0 4.243484638 0 1.414515513 1.414515513 2.829040853 1.414515513 0.707261316 0 2.121763511 3.536281532 29.70435651 0 0.707261316 0 0 0 0 0 0.707261316 1.414515513 0 4.950726634 1.414515513 0.707261316 5.657941885 0.707261316 2.121763511 0.707261316 8.487024016 4.243484638 3.536281532 1.414515513 0 0 0.707261316 0.707261316 1.414515513 0.707261316 9.901844924 0 12.02266894 7.779706541 0.707261316 12.02266894 0 1.414515513 1.414515513 3.536281532 0 7.072536177 0 0 0.707261316 0 1.414515513 0 4.950726634 0 0.707261316 0 0.707261316 0.707261316 0 0 0 0 0.707261316 0.707261316 0 0 4.950726634 0 14.14607141 0 3.536281532 1.414515513 2.121763511 0.707261316 2.121763511 0 0.707261316 0 0.009400929 0.03419873 0 0.025545657 NA 0 0.003676371 0 0.103118073 0.111204522 0.07611578 0 0.522334186 0.104159974 0 0 0 0 0 0.019715451 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"575x975" 0 1.387756302 10.778440674 16.649613798 0 1.748824517 4.790826868 8.307567264 2.128921588 0 2.964605691 5.45456673 2.489934841 0.741165286 0 0 2.223443037 0 6.046119428 8.574035909 1.387756302 27.00850231 5.170871737 4.505275308 1.387756302 10.073557174 0.741165286 0 0 1.007659231 9.124237062 2.489934841 4.771883595 0.741165286 1.007659231 1.007659231 0 36.349756601 6.101177984 0.741165286 1.007659231 5.45456673 25.188307192 0 1.007659231 8.893728763 20.738506553 1.48227561 0 0 1.387756302 3.516626387 5.512993919 3.403122069 28.726634112 3.403122069 0.741165286 1.48227561 31.25755947 2.775461101 21.396495992 8.668487814 20.949308134 0 0 1.387756302 18.000843287 5.89303161 40.699036032 3.516626387 1.007659231 1.007659231 0 0 0.741165286 2.223443037 6.273102478 0 3.877691143 19.48495283 0 5.626565106 27.06825668 10.303856139 9.332272661 1.387756302 1.007659231 30.970346904 3.783120332 4.030718309 0.741165286 0.741165286 3.877691143 2.223443037 2.395415533 3.611199339 24.747957241 1.007659231 39.78924944 3.516626387 5.170871737 4.144287355 2.223443037 4.790826868 3.022999698 9.86538211 0.741165286 3.136580819 3.877691143 5.798460799 1.007659231 1.007659231 1.48227561 0 13.363026322 0 0.741165286 23.71724145 0 22.18053615 0 0.741165286 2.395415533 0 11.5386416 3.783120332 3.231102268 1.007659231 2.756531053 0 18.172826224 5.512993919 20.32174809 1.48227561 4.257736711 8.515641902 4.885397679 0 2.489934841 5.187995654 0.306973774 0.125067883 0 0.379550363 NA 0 0.031987131 0.287656427 0.350378524 0 0.118936543 0 0.060317673 1.157363579 0 0.378309837 0.007678982 0.402340096 0 0.014233109 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"575x1025" 0.811924094 3.242689278 0 3.699510009 1.774425606 0.811924094 16.573550356 28.351424034 1.317661465 0 6.69482581 0 0 0 1.317661465 0.811924094 2.941457068 3.447221947 1.317661465 3.242689278 0 50.48310301 3.90395858 2.586297115 0 5.07103555 2.129585559 3.242689278 0 14.395041109 2.736951907 4.259093456 10.695554474 0.811924094 1.925027813 3.699510009 13.987363987 32.137417709 7.706350719 2.941457068 0 1.317661465 11.910395937 0 1.774425606 2.280162977 44.486323013 3.447221947 0.811924094 0.811924094 0 3.398239209 11.667395173 0.962501512 66.478541657 0 2.129585559 0 22.820402004 0.811924094 2.887585915 19.518705373 28.696209791 8.717868915 0.811924094 1.925027813 19.058204271 7.457818422 26.779133368 2.887585915 0.811924094 1.317661465 0.811924094 1.317661465 0 3.242689278 9.533377546 2.586297115 1.317661465 3.398239209 0.811924094 2.280162977 14.352172997 4.511381518 6.490351755 0.811924094 0.811924094 8.975048538 0.811924094 4.871377443 0 0.962501512 1.623795603 0 3.90395858 4.715900674 32.90040122 1.925027813 42.976173824 8.668852231 3.247662477 9.173404066 0.962501512 5.527825454 0.811924094 7.501842485 0 1.623795603 0 9.883629694 0 2.635297853 2.129585559 0 29.657544959 0 0 0 0 21.768183477 0 0 0 0 9.330140979 0.811924094 0.811924094 0 0 0.962501512 28.69830856 0 0.962501512 2.941457068 2.129585559 3.398239209 5.473887863 0 0 0.811924094 0 0.035651774 0 0.078165441 NA 0 0.009097197 0 0.125399913 0.247710989 0.127092358 0 0.517973051 1.05171308 0 0.036317901 0.024508619 0 0 0.004643781 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"575x1075" 0.564299837 0 14.297598747 8.706879077 0 22.707335572 16.36600813 5.642934955 2.109514084 0 5.052262158 1.128580112 0 0 0 0 0.564299837 0 0 0 0 11.139284492 0.980933972 0.564299837 0.564299837 2.673832569 0.564299837 0 0 13.54454032 11.702887632 1.128580112 1.545233809 0.564299837 0 1.128580112 0.564299837 19.106119751 19.766704202 0 0 0 22.424920532 0 0 0 19.74913517 0.564299837 0 0 0 1.128580112 3.238100776 1.961829129 24.2638771 0.564299837 1.128580112 0 2.257166804 0 2.109514084 11.28570265 7.188190829 0.564299837 0 0 7.578311674 2.257166804 38.228165072 0 1.692898597 0 2.109514084 0 0.564299837 0 1.692898597 0 1.128580112 37.451915222 0 0 10.573471224 10.426161858 3.950054722 0 0.564299837 0.564299837 0.564299837 0.980933972 0 1.128580112 1.692898597 0 0 3.238100776 10.008603202 0 32.825237419 7.457051947 0 1.128580112 0 1.128580112 6.866471979 2.257166804 0 1.545233809 0.564299837 0.980933972 0 0.564299837 1.128580112 0 9.02766923 0.564299837 0.564299837 0 0.564299837 3.923682046 0 0 1.128580112 1.128580112 3.385710898 0.980933972 13.73329891 0 1.128580112 0.564299837 21.44398656 1.961829129 1.692898597 0.980933972 8.290304342 4.783295129 0 0.564299837 0 12.75308097 0.006395069 0.048078954 0.044922306 0.091749666 NA 0 0.005330596 0 0.006988707 0.523035408 0.07657428 0 0.938875844 0 0.00327918 0 0.547301955 0.011602048 0.023827994 0.02355404 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
