"coord" "Ace2" "Adora2a" "Aldh1l1" "Amigo2" "Ano3" "Aqp4" "Ar" "Arhgap36" "Avpr1a" "Avpr2" "Baiap2" "Bdnf" "Blank_1" "Blank_2" "Blank_3" "Blank_4" "Blank_5" "Bmp7" "Brs3" "Calcr" "Cbln1" "Cbln2" "Cckar" "Cckbr" "Ccnd2" "Cd24a" "Cdkn1a" "Cenpe" "Chat" "Coch" "Col25a1" "Cplx3" "Cpne5" "Creb3l1" "Crhbp" "Crhr1" "Crhr2" "Cspg5" "Cxcl14" "Cyp19a1" "Cyp26a1" "Cyr61" "Dgkk" "Ebf3" "Egr2" "Ermn" "Esr1" "Etv1" "Fbxw13" "Fezf1" "Fn1" "Fst" "Gabra1" "Gabrg1" "Gad1" "Galr1" "Galr2" "Gbx2" "Gda" "Gem" "Gjc3" "Glra3" "Gpr165" "Greb1" "Grpr" "Htr2c" "Igf1r" "Igf2r" "Irs4" "Isl1" "Kiss1r" "Klf4" "Krt90" "Lepr" "Lmod1" "Lpar1" "Man1a" "Mc4r" "Mki67" "Mlc1" "Myh11" "Ndnf" "Ndrg1" "Necab1" "Nos1" "Npas1" "Npy1r" "Npy2r" "Ntng1" "Ntsr1" "Nup62cl" "Omp" "Onecut2" "Opalin" "Oprd1" "Oprk1" "Oprl1" "Oxtr" "Pak3" "Pcdh11x" "Pdgfra" "Pgr" "Plin3" "Pnoc" "Pou3f2" "Prlr" "Ramp3" "Rgs2" "Rgs5" "Rnd3" "Rxfp1" "Scgn" "Selplg" "Sema3c" "Sema4d" "Serpinb1b" "Serpine1" "Sgk1" "Slc15a3" "Slc17a6" "Slc17a7" "Slc17a8" "Slc18a2" "Slco1a4" "Sox4" "Sox6" "Sox8" "Sp9" "Synpr" "Syt2" "Syt4" "Sytl4" "Tacr1" "Tacr3" "Tiparp" "Tmem108" "Traf4" "Trhr" "Ttn" "Ttyh2" "Adcyap1" "Cartpt" "Cck" "Crh" "Fos" "Gal" "Gnrh1" "Mbp" "Nnat" "Nts" "Oxt" "Penk" "Scg2" "Sln" "Sst" "Tac1" "Tac2" "Th" "Trh" "Ucn3" "Vgf" "Endothelial3" "Astrocyte" "ODMature2" "Ambiguous" "Inhibitory" "ODImmature1" "Microglia" "Excitatory" "Endothelial2" "Endothelial1" "Pericytes" "ODMature4" "ODMature1" "ODImmature2" "Ependymal" "ODMature3"
"675x25" 1.522609344 0 27.020662212 51.09545968 2.317416497 48.233048402 2.972820564 1.450173604 1.450173604 2.392771094 4.275115452 2.900296445 0 2.317416497 0.507544012 0 2.824960509 2.317416497 0 0.507544012 5.438042046 16.526014954 1.015069363 0.942629592 11.673834014 4.275115452 8.909948501 0.942629592 0.507544012 0.507544012 0 0.507544012 4.857997687 1.957698955 12.036344475 1.015069363 2.824960509 21.737532979 7.970170112 1.015069363 0 1.450173604 0 0 1.015069363 0 0.507544012 0 0.507544012 0 2.317416497 0.507544012 10.803627224 1.885227082 0.507544012 4.930520241 0 0.942629592 45.815833796 1.522609344 0.507544012 1.450173604 3.33248586 0.507544012 1.450173604 3.480321433 12.317748102 6.815750318 0.507544012 0 0.507544012 1.015069363 2.317416497 0 0 6.595417668 1.015069363 1.015069363 0 29.769101661 1.957698955 0.942629592 16.163642055 83.089784205 0.942629592 0.507544012 6.087873656 1.957698955 16.531078139 0.507544012 0.942629592 2.900296445 5.217712942 0.507544012 0.507544012 5.293066503 12.253655145 0.942629592 17.978983381 1.522609344 1.015069363 2.392771094 1.885227082 2.465238936 9.27069896 0 6.308149 0.507544012 0 2.030190972 0.942629592 0.507544012 12.107290292 1.522609344 17.835114522 4.495444556 0.507544012 5.438042046 0 113.47462557 0 0.507544012 0 1.522609344 6.305339248 6.952249546 5.577448977 10.003250179 0 0 46.829106576 3.260046089 0.507544012 4.495444556 9.643655504 5.293066503 9.34502064 0 0 9.778242972 0 0.041944616 0 0 NA 0.052627435 0.056702196 0 0.683860861 0 0.072730998 0 0.405179082 4.229773575 0 0.296195533 0.002990455 0 0 0 0.04627699 0 1 0 0 0 0 0 2 0 0 0 0 0 0 0 0
"675x75" 0 0 0.359471164 51.54225697 0 0.359471164 1.79737056 0.359471164 0 0 16.80769011 0.359471164 0 0 0.359471164 0 1.078452003 0.359471164 0 0.359471164 1.078452003 20.445522901 0 0.359471164 8.268084826 0.718937159 0 0.359471164 0 0 1.437923086 0.359471164 1.437923086 1.078452003 29.83897962 0 0 88.652216197 16.088771553 0.359471164 0 0.718937159 0 0 0 0.359471164 0 8.22326512 0 0 0 2.156894002 5.032675985 2.156894002 0 0 1.078452003 0 51.58537494 0.359471164 1.078452003 2.156894002 3.235259253 0.718937159 0 4.673224895 20.761970782 2.875787877 0.359471164 0 0 1.078452003 0.359471164 0.359471164 0.359471164 0.718937159 0 0.359471164 0 1.437923086 0 0 13.975005653 76.34110193 1.078452003 0 0 0.718937159 14.334476486 0.359471164 0.359471164 2.516333029 0.359471164 0.359471164 0.359471164 9.301698521 7.189549269 0.718937159 6.111152627 0.718937159 77.925924747 1.078452003 0.359471164 7.504327961 0 0.359471164 2.156894002 0 0.718937159 1.79737056 1.437923086 7.504327961 0 0.359471164 3.95427375 0.718937159 0.359471164 12.537003946 0.359471164 86.81331011 0 0 0 0.359471164 2.156894002 22.5125645 31.095466993 1.79737056 0 0.359471164 36.620515991 0.359471164 0.718937159 7.504327961 3.95427375 0.718937159 15.01031955 0 0 0.359471164 0 0.071083164 0 0 NA 0.293335642 0.012886212 0 0.310004331 0 0.116047917 0 0.495921098 0.445868276 0.012144888 0.123067979 0 0 0 0.014828137 0.121073276 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0
"675x125" 0 0 10.86861385 0 0 1.552818862 0 0 0 0 0 0 0 0 0 0 1.552818862 3.105631814 0 0 0 1.552818862 0 0 0 0 0 0 0 0 0 0 0 7.764153996 0 0 0 15.5272273 9.318106353 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7.764153996 1.552818862 0 0 0 0 0 1.552818862 3.105631814 0 0 0 1.552818862 0 0 0 0 0 0 0 0 40.37137927 0 0 1.552818862 1.552818862 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.552818862 0 0 1.552818862 0 1.552818862 0 3.105631814 0 0 0 0 0 0 0 4.658482799 0 0 1.552818862 0 3.105631814 0 0 0 0 4.658482799 0 17.08006552 0 0 0 0 0 0 1.552818862 0 1.552818862 1.552818862 0 0 10.86861385 0 0 0.022817382 0 NA 0.031938938 0.001149604 0 0 0 0 0 0 0 0.012737053 0 0.000137501 0.046740432 0.044727436 0.000206978 0.011363789 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"675x175" 0 4.636413525 39.138635654 0.931301154 0.786775546 31.959127466 0 0.840772001 0.931301154 0 3.363048091 0 0 0 0 0 3.705112371 0 0 0 0 4.936582623 1.627547547 0 1.772073155 0 6.428565844 0 0 0 0 0 0 0.786775546 0 0 0 7.566827064 16.839500209 0 0.840772001 23.914230456 0 0 0 39.58004251 0 8.072582899 0 0 1.7180767 0.931301154 0.786775546 3.705112371 0 0 0 0 0 0 30.63411435 0 1.573534532 0 0.840772001 0 11.537134855 2.64937115 0 0 8.196853087 0 0 0 0 19.82941655 0.931301154 4.491887917 0 51.38336154 0 1.681513576 57.938521832 2.522248558 0.840772001 0 0 0 0 0 0 0 0.931301154 13.156221203 0.840772001 0 0 0 4.636413525 0 0 0 2.703367605 2.414306533 5.386625947 0 0 1.7180767 0 0 0 0 0 0 7.514515161 0 0 131.72136528 0.840772001 2.414306533 0 0 0 0 0 0.840772001 36.468741416 0 0 0 0 0.840772001 1.862595604 0.840772001 11.11434674 0.786775546 1.681513576 0 0 99.780503393 0.022122431 0 0.118721629 0 NA 0.075423384 0.043834114 1.455228843 0 0.006066991 0 0 0 0 0.031227101 0 0.002678352 0.034781247 0.193648619 0.038712737 0.067577086 0 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0
"675x225" 8.593987252 10.46040591 9.715309526 6.352213665 0 41.10173564 2.241753587 1.494479849 0 0.747229686 8.968059363 0.747229686 0 0 0 0 0 0 0.747229686 0 0 0.747229686 0 0 4.483527174 0 0 0 0 0 0 0 0 0 0 0 0 16.068343765 15.321107057 0 0.747229686 1.494479849 0 0.747229686 0 0 0 1.494479849 0 0 5.977984493 0 0 4.110460078 0 0.747229686 0 0 0 0 0 0 6.352213665 0 0 0.747229686 50.44134271 2.988962927 0 0 0 4.483527174 0 0 0 6.72520477 0 0 0 41.476213324 0 5.977984493 20.17385818 0.747229686 0 0 0 0 0 0.747229686 0 0 0.747229686 0 0 0 4.110460078 0 4.110460078 0 8.220829677 0 2.241753587 0 4.110460078 0 0 0 56.79629512 3.736199635 0 0 0 2.241753587 1.494479849 0 0.747229686 0.747229686 0 0 0 0 0 11.95686698 0 0 1.494479849 0 0 0 0 1.494479849 0 0 4.110460078 0 10.462583264 0 0 35.126169197 0.005516728 0 0.254806936 0 NA 0.023406054 0.00961796 0.344807121 0.059246408 0.016445541 0 0 0 0 0.016727569 0 0.009530629 0 0.062269985 0.117050127 0.01413003 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"675x275" 0 0 14.936481678 0.535111765 0.535111765 14.498956615 1.070236685 0 0.535111765 0.535111765 1.070236685 0.535111765 0 0 0 1.622466807 0.535111765 1.573232935 0 0 1.605373551 6.90953138 0 0.535111765 0.535111765 1.03812117 2.611421076 3.195699742 0.535111765 0 0.535111765 1.622466807 0 1.070236685 0.535111765 0 0 16.525296041 15.925732183 0 0.535111765 1.605373551 0 17.65949991 0 44.784618825 0 0 0.535111765 0 0 1.605373551 5.854196194 2.675614871 17.142084787 0 0.535111765 1.03812117 0 0 25.730099145 0 6.455680052 4.86732304 0 0 9.067149585 3.762975501 2.076309311 0 1.03812117 1.605373551 0 0 0 17.048960691 4.281046603 1.622466807 0.535111765 46.432286877 2.140508694 1.03812117 100.977201794 3.649544816 0.535111765 1.070236685 1.605373551 0 3.762975501 0 0 1.622466807 0.535111765 8.305077615 2.108357855 0 3.745915484 0 2.140508694 1.03812117 1.03812117 1.070236685 8.43562823 0 2.140508694 1.070236685 1.070236685 0.535111765 3.24492479 4.298081678 0 0 0 0 8.418543798 0 0 200.392653075 0 10.16863248 16.62297514 0.535111765 0 2.157578572 2.140508694 2.692703492 27.428848797 0 0 2.140508694 1.605373551 2.157578572 0 0 5.886364397 1.573232935 2.140508694 0 0 62.519119555 0.014918297 0.001208943 0.06194237 0 NA 0.041283888 0.022049428 1.607741657 0.005266477 0.035194964 0 0 0 0 0.043607755 0 0.011401178 0 0.105251522 0.064773274 0.039222988 0 0 2 0 0 0 0 1 0 0 0 0 0 0 0 0
"675x325" 0 0 30.31508079 0 0 37.290240112 0 0 0 0 0 13.831176968 0 0 0 0 1.369572494 0 0 0 0 6.410310496 0 0 0 0 1.369572494 0 0 0 0 0 0 1.369572494 0 0 0 30.761249141 7.46913213 0 0 0 22.17928311 0 1.369572494 58.815123328 1.680217262 12.461624324 0 5.478135087 0 0 0 2.739125138 0 0 0 1.369572494 1.680217262 1.369572494 23.859500372 0 0 0 0 0 2.739125138 27.220021112 1.680217262 0 0 0 0 0 0 14.452488668 0 0 0 42.463734664 0 0 11.09205183 6.099561976 3.360436838 0 0 0 0 0 0 0 0 11.09205183 0 0 3.360436838 0 1.680217262 1.369572494 3.049789756 0 0 12.772269092 5.478135087 0 0 0 0 1.369572494 0 0 0 0 7.46913213 0 0 101.178733434 0 0 0 0 0 1.680217262 1.369572494 4.108695292 31.017855035 0 0 0 0 11.09205183 0 0 4.108695292 0 2.739125138 0 1.369572494 44.536764633 0.006199738 0 0.062471696 0.003373207 NA 0.042506748 0.028136304 0.613429525 0.017114861 0.013583652 0 0 0 0 0.060467287 0 0.001561565 0.09821466 0.116117708 0.038827732 0.025841323 0 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"675x375" 0 0 0 0 0 0.989344511 0 0.989344511 0 0 0 0 0 0 0 0.989344511 0.989344511 0 0 1.493503602 0 1.978722185 0 0.989344511 0.989344511 0 6.944503476 0 0 0 0 0 0 0.989344511 0 0 0 2.968076169 1.978722185 0 0 0 0 0 0 61.54252414 0 7.914972339 0 0 0 0 0 0 0 0 0 0 0.989344511 0 41.6691508 0 2.482848113 0 0 0 5.469842213 2.987034558 0 0 0 0 0 0 0 23.840972455 7.467398512 2.482848113 0 2.968076169 0 0 144.40932015 1.493503602 0 0 0 1.493503602 0 0 0 2.968076169 1.978722185 6.440394897 0 0.989344511 0 0 0.989344511 3.957468918 1.493503602 0 20.815603698 1.493503602 0 0 1.493503602 1.978722185 0 0 1.493503602 0 0 0 14.412598328 0.989344511 2.482848113 185.61608629 0 0 0 0 0 0 1.978722185 0 27.27481348 0 0 0 0 0 0 0.989344511 0.989344511 0.989344511 0 0 0 99.21515268 0 0 0.061273129 0 NA 0.043446983 0.043340801 2.252207434 0 0.019956171 0.006205299 0 0 0 0.035275932 0 0 0 0.076541833 0.048959987 0.043205781 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0
"675x425" 0 0.848034183 1.696000696 0 0 0 0 5.088075085 0 0 1.696000696 0 0 0 0 0 1.892971499 0.848034183 0.848034183 0 0 32.22767852 5.088075085 14.612939566 0 2.740938012 16.7174004 0 0 0 1.044937316 1.044937316 3.392077552 0 0 0 0 8.480036293 0 1.044937316 0 0.848034183 2.544051303 0.848034183 1.044937316 31.35191553 0 1.044937316 0 0.848034183 0 0 5.936174331 0.848034183 1.892971499 0 1.696000696 0 0 1.044937316 15.67247213 0 3.392077552 0 1.044937316 0 8.419869451 3.785869218 0.848034183 0 1.044937316 0.848034183 0.848034183 0 0 6.269758769 10.055659127 0 0 4.437014868 0 0.848034183 58.313578863 0.848034183 8.873997082 0 0.848034183 0 0.848034183 0 0 1.892971499 1.892971499 14.62787756 0 1.044937316 5.936174331 0 2.544051303 15.008451972 0 1.696000696 2.089868522 0 16.307912526 0 0 1.696000696 0 1.696000696 0 0.848034183 0 0 13.053887329 0 0 103.243144283 0 17.80615451 1.044937316 0 4.240105128 0 2.544051303 0 10.44985535 0 6.133012401 4.240105128 8.480036293 0 2.544051303 1.044937316 0 4.240105128 1.696000696 0 0 55.183045103 0.002298222 0 0.019796695 0 NA 0.045797758 0.019033591 1.623840774 0 0.048817655 0.07237085 0 0 0 0.054161745 0 0.008987765 0 1.448212961 0.005871029 0.023745486 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0
"675x475" 1.393040232 0 28.874339326 6.084676103 0 22.28627382 2.028237966 45.63371347 1.014095226 0 2.028237966 1.014095226 0 0 0 0 0 0 1.393040232 21.29461618 0 3.421278198 0 0 1.393040232 1.014095226 1.393040232 0 0 0 0 0 0 4.179168015 2.028237966 4.056383436 0 21.922697384 18.745638366 0 0 0 0 0 0 0 0 4.056383436 1.393040232 1.393040232 0 2.028237966 1.014095226 4.179168015 4.814319828 0 0 0 14.19847453 0 1.393040232 0 1.014095226 0 1.014095226 1.393040232 7.856659252 6.084676103 4.056383436 0 1.014095226 0 0 0 1.014095226 0 0 1.014095226 0 31.283436006 0 1.014095226 4.435353806 0 2.028237966 0 2.786081862 0 0 18.25307045 0 0 0 0 1.014095226 0 10.52048772 0 15.21063398 5.828395436 1.014095226 3.042313574 5.572188331 2.407135458 6.965260798 3.042313574 1.014095226 2.028237966 0 2.028237966 1.014095226 0 0 0 5.449423668 0 0 2.407135458 2.028237966 9.505801647 0 0 0 0 0 2.786081862 18.11172994 0 0 0 6.084676103 0 25.3511759 0 2.786081862 2.028237966 1.393040232 0 0 15.32300073 0.003063437 0.00635637 0.028937759 0 NA 0.034182611 0.015565503 0 0 0.027021823 0.043196209 0 0 0.004720122 0.058006081 0 0 0.093946728 0.059680876 0.048055043 0.014463197 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0
"675x525" 0.657830022 0 0 9.733879792 2.40517942 1.315634439 2.631282193 3.289137807 1.315634439 1.315634439 10.391690971 1.315634439 0 0 0 0 0 0.657830022 0 15.78804018 5.036461613 2.631282193 0.657830022 0 0.657830022 1.315634439 1.973445618 0 0 1.860452161 28.02038779 2.518256578 1.860452161 3.833904332 1.860452161 0.657830022 0 13.135994421 1.202622139 1.860452161 0.657830022 0.657830022 9.754307323 0 0 7.236069448 0 2.518256578 0.657830022 25.912103212 0.657830022 1.315634439 4.26559161 3.720813859 20.279676739 4.810453099 0 0.657830022 22.756485079 0 11.18428363 12.02566786 11.933318929 0 0 3.063009442 5.036461613 13.135994421 39.38461485 1.973445618 0.657830022 0 0 0.657830022 1.315634439 6.465154744 7.986383628 0 0 7.009977872 0 0 18.1932196 0.657830022 35.762551117 0.657830022 0.657830022 0 0.657830022 0 1.202622139 2.631282193 1.860452161 4.604798452 2.631282193 2.631282193 18.399897132 0 30.310471802 7.009977872 1.860452161 0 3.289137807 4.26559161 0 1.202622139 0 11.162591741 0.657830022 4.604798452 0 0 1.202622139 1.202622139 14.45168295 0 1.860452161 26.198231369 1.202622139 14.545473889 0 0 3.946978239 2.518256578 10.617736462 1.315634439 7.554739827 0.657830022 2.631282193 1.202622139 34.463668027 1.860452161 7.236069448 0 0.657830022 4.923396027 5.036461613 5.468283121 0.657830022 15.12872362 0 0.074815696 0.017444902 0 NA 0.24012038 0.007364171 0.156969739 0.15592099 0.013930063 0.028426714 0 0.561128611 0.216918758 0.029630726 0.180030426 0 0.156318352 0.006368188 0.026919775 0.005193797 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0
"675x575" 1.111008587 0.958258408 7.624279327 26.09373317 1.111008587 6.513217716 1.111008587 6.513217716 2.222033118 0.958258408 5.249566934 0.958258408 0 0.958258408 0 0 0 0.958258408 0 8.624318793 8.929825359 8.277059275 4.138586972 0 0 0 1.916553854 0 1.111008587 0 0 0 3.027562441 3.33301308 0 0.958258408 1.111008587 20.387746924 8.277059275 0.958258408 0 0 8.73533726 0 0 0 1.111008587 2.222033118 0 0 0 2.069266995 6.360577464 4.44402361 70.92937851 0 2.069266995 0 9.888258909 3.027562441 1.111008587 13.33177561 25.37394284 1.111008587 0 1.916553854 5.90236109 5.096839443 25.288763923 0 0.958258408 2.874806325 2.069266995 1.111008587 0 0 2.222033118 0 0 10.958443688 1.111008587 0 10.804588968 0.958258408 5.554959308 0.958258408 1.111008587 17.401207917 1.111008587 0 0 3.180291526 2.222033118 0 5.749630522 2.874806325 23.066192633 0 19.733087953 11.650854237 0 7.471513162 1.111008587 1.111008587 1.111008587 0 1.111008587 1.111008587 0 4.944044252 0 5.90236109 0 3.33301308 9.235376113 7.777078852 4.791352503 2.874806325 1.916553854 1.111008587 0 2.069266995 0.958258408 0 2.222033118 0 2.069266995 0 13.833220945 0 29.385204445 1.111008587 4.44402361 3.985814912 4.138586972 5.096839443 0 2.069266995 0 4.44402361 0.335795574 0.028196213 0.197349673 0 NA 0.561673881 0.010516711 0 0.088357131 0 0.067534699 0.150302331 1.119846951 0.248440934 0 0.046550043 0 0.259824355 0 0.003140813 0.007839297 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0
"675x625" 0 0.687990507 17.134156487 19.430969682 2.188335869 5.235843115 5.054441528 5.742494733 1.495226649 1.376019497 10.739835139 1.438159559 0 0 0 0 0 7.481222587 4.366452283 0 23.902046157 17.439497973 2.814177794 0 0.750169052 1.495226649 6.668867732 2.933386208 0.687990507 0.750169052 5.939141656 0 8.050028167 4.438826083 0 0 0 58.96429453 10.476821522 2.188335869 0.750169052 2.188335869 40.814034013 0.687990507 0.750169052 0 2.188335869 5.80461058 0 0 0 2.183217156 17.361925021 10.993645882 64.09479207 5.742494733 2.188335869 0 25.09316148 2.814177794 11.128285501 4.314507467 21.624369211 0 0 25.681015104 13.000539837 11.790684133 67.083298606 5.752706803 5.17366457 0.687990507 11.728583975 0 1.438159559 0.750169052 0.687990507 0.750169052 0 34.370719701 0 1.495226649 20.532911013 4.490778148 19.69641306 0 1.376019497 5.059580753 4.371591508 0 2.250498725 1.438159559 10.93148382 1.495226649 19.353291294 7.004337386 17.558773814 0 31.056004385 2.933386208 15.00294822 1.495226649 2.183217156 5.188969671 0.750169052 5.814844318 0 5.240931511 0 11.427848435 1.376019497 6.430504656 2.188335869 2.250498725 16.741241919 5.876998661 2.183217156 7.811647035 0 2.064008742 0 0 23.420475397 2.245395701 13.849681139 3.745725374 7.424163295 0 20.591837794 0 25.986770086 1.376019497 0.687990507 2.933386208 5.178768655 7.37222531 14.930226153 1.438159559 0 8.976522028 0.206077545 0.087266482 0.836097471 0 NA 0.781339196 0.002354859 0 0.353032919 0.017709199 0.067640402 0.33152707 1.561259602 0.903917133 0 0.085070609 0 1.309004907 0 0.015311721 0.004708554 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0
"675x675" 0.854342705 0 4.642205078 13.694938841 2.434285046 0.988199682 3.685085457 17.093493152 0 0 7.333966761 0 0.49410115 0 0 0.49410115 0.854342705 9.763047548 5.126042423 3.057135424 4.868566649 22.078661644 0.988199682 0.49410115 1.976391119 0.988199682 1.482332767 0.49410115 0 0.49410115 16.72468526 0.854342705 8.419763646 5.362667799 1.579942341 2.568142023 0.854342705 50.720028413 2.202795488 0 0 1.482332767 27.091560669 0.854342705 0 2.074043491 0 1.579942341 0 0 0 4.148071993 14.673028821 4.673300029 84.742706804 0.49410115 1.348443855 0 6.783652848 0.988199682 2.074043491 11.239429612 24.765567225 0 0.988199682 4.014215016 7.504040397 5.496547783 55.87882933 0 0 0 0 3.288636679 0 2.202795488 12.428846879 3.551233956 1.842542387 9.279268215 0 22.21132861 5.002414698 4.739842822 25.803211169 0.49410115 1.348443855 7.015111981 1.482332767 0 0.854342705 0 2.434285046 1.708694338 3.417331579 2.928386196 25.691290859 0 44.368904174 13.709947874 22.1206479 4.276836361 0.854342705 11.476862297 0 4.313060649 0.988199682 9.896932327 0.49410115 8.651275551 0.988199682 0.49410115 0.49410115 10.128467013 8.682375883 3.818948396 3.458717944 3.324826333 0.854342705 23.439233198 1.348443855 0 0 0.49410115 6.222175589 1.579942341 17.148084805 0.49410115 4.904768674 0 59.49724755 0 11.379205251 5.89300299 4.142976615 11.321063674 6.222175589 1.482332767 0.49410115 2.928386196 0.006124675 0.646551687 0.01982182 0.898890842 NA 0.027259107 0.022638939 0 0.540435146 0.060740131 0.292714778 3.339702917 1.877624333 0.22179966 0.083102584 0.093528232 0.008544813 0.54714257 0.004153485 0.04419197 0.546788153 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0
"675x725" 0 0 10.547420687 14.48625545 0.819240015 0.819240015 23.522920654 39.33613544 0 1.458885661 20.892511235 0 0 0 0.819240015 0 2.278163274 0.819240015 0 10.313193753 2.738212492 25.751278009 3.097367063 2.738212492 3.198266466 0.639645646 0 0.819240015 3.073333791 0.639645646 5.476452304 0.639645646 2.738212492 1.918972477 0 0.639645646 1.279344661 21.063068604 0.639645646 1.458885661 1.458885661 0.819240015 23.904794664 0.819240015 0.819240015 0 0 0 0 0 52.24759536 1.458885661 17.022695803 12.030357661 52.262472061 0 1.279344661 0.819240015 23.16331637 0 0.819240015 4.017506481 12.801621461 0 1.458885661 3.892573806 36.727539809 7.294507965 19.247216065 3.198266466 0 16.187405225 3.712979437 1.279344661 0.639645646 1.458885661 4.477596029 0 0.639645646 12.801621461 1.458885661 6.966013212 48.860678559 9.314526751 14.050309214 0 10.47142987 31.173361811 4.376693894 0.639645646 0.819240015 0.819240015 3.837934676 0 0 0.639645646 20.705865024 0 23.926756149 2.917862289 0.819240015 8.424936471 0.819240015 1.279344661 5.195979861 9.213544607 0 7.294507965 15.36816521 7.215803684 0 0 1.458885661 0 10.391987197 1.279344661 0.639645646 10.34389759 0 0.819240015 0 0 0.639645646 58.38817779 2.098584676 0 5.835614149 2.278163274 3.37784678 0.639645646 25.90343294 1.638517628 0.819240015 0.639645646 5.756939027 12.411823648 6.966013212 1.279344661 0 10.859673234 0.002339626 0.000118427 0.012383597 0.034730559 NA 0.035877849 0.026174302 0 0.105228308 0.416115882 0.048923854 0 0.422496072 1.115581927 0.010390839 0.084825552 0.006820848 0.091652898 0.042857575 0.010922587 0.015719296 0 0 0 0 2 0 0 0 0 1 0 0 0 0 0 0
"675x775" 0 2.772813979 7.883948347 15.086295447 0.535147112 6.278564595 3.672722605 21.766822237 4.636636129 0.927303011 8.85349932 2.9249155 0 0 0.535147112 0.535147112 0.918182833 3.067811705 0.535147112 0 59.255239214 34.920235007 1.854631146 4.244378174 0.927303011 1.997587365 5.591401328 0.927303011 0 5.208349614 1.83635117 0 5.314604613 1.988467187 5.509085856 1.462450123 2.781986724 33.421147831 22.191203881 1.070284354 0 2.675699507 8.774625699 0 0 0 0 0 0.535147112 0.918182833 1.453329945 3.460004697 17.777287098 14.328473315 73.9481889 5.545582232 0.927303011 0 22.23567249 5.126024912 1.453329945 9.835865565 66.232065567 1.070284354 2.380632956 8.263604393 15.880128552 5.60054663 36.124898093 5.126024912 3.690982316 0.535147112 0 0 0 3.681784782 4.235316669 1.462450123 2.763654181 14.546022439 0.535147112 0.918182833 14.542127038 9.416234561 4.752069136 0 3.067811705 0.927303011 0.918182833 0.535147112 0.535147112 1.854631146 18.146269755 0 8.424870843 0.927303011 25.974270015 0 22.121989603 13.30435618 25.566411095 3.298801293 1.070284354 3.067811705 1.605373551 2.532676562 0 5.153485006 0.918182833 13.052375104 0 4.216931894 0.927303011 10.808915171 8.327527159 1.070284354 2.389778258 1.845485844 0.927303011 22.539830014 0 0 4.5908778 1.453329945 4.913322673 4.530330653 9.300734446 0.918182833 7.898864114 9.346435896 40.603626799 0.535147112 2.140508694 2.371498282 2.9249155 19.732978115 6.384930569 0.535147112 1.845485844 6.956645336 0.369849125 0.031280961 0 0 NA 0.036652024 0.008459125 0 0.210695656 0 0.096412555 0 1.692266477 0.565075882 0.03128571 0.068486778 0 1.180024051 1.364477258 0.013159218 0.372338795 0 0 0 2 1 0 0 0 0 0 0 0 0 0 0 0
"675x825" 1.039247788 0 9.280840945 4.913971433 3.370041345 20.576749304 10.06766349 36.652410857 0 0 4.784668053 2.557711109 0 0 0 0 2.583191342 4.913971433 1.414626708 0 22.019471766 17.950984659 4.784668053 0 5.70609961 3.62243913 20.727752387 0 1.414626708 1.29160626 2.583191342 0 11.495407037 3.849296191 0 0 1.29160626 36.57384897 18.890696851 2.706232968 0 4.2676355 67.926879347 0 0 29.169907092 1.29160626 2.532157007 0 1.29160626 45.246400846 2.583191342 12.650780875 5.011585605 54.175348535 1.414626708 0 0 48.958173829 1.414626708 28.294076223 9.323291281 44.208939505 1.039247788 0 17.404922508 47.727083966 10.686890376 27.237943277 2.680731557 1.29160626 5.70609961 0 0 1.414626708 7.91729933 3.370041345 1.414626708 1.039247788 40.65016354 0 0 90.260775472 6.950008075 20.676269338 0 0 2.078435085 3.874723645 2.583191342 0 0 6.745347398 11.39367205 1.414626708 6.678513382 31.389401709 0 42.470980974 13.776568569 2.078435085 2.305352637 1.266104849 3.719979345 0 7.71776117 2.330854048 7.471728599 4.2676355 8.983813328 0 1.414626708 2.330854048 19.461234736 34.905443236 0 1.29160626 151.49464306 0 19.237819893 0 0 0 105.288263942 6.714626428 2.078435085 8.661293316 1.29160626 5.289350353 5.658401815 25.969446169 9.272263668 3.946783715 1.039247788 1.039247788 15.510095885 7.238478866 14.77182546 0 40.134400066 0.282533689 0.050577905 0.081279341 0 NA 0.384419667 0.014347477 1.025163074 0.135416379 0.05597269 0.072834563 0.086253028 1.118612218 0.50239602 0.03363037 0.003524547 0.009017039 0.360760133 0.044247783 0.026834039 0.02937653 0 0 1 0 2 0 0 1 0 1 0 0 0 0 0 0
