"coord" "Ace2" "Adora2a" "Aldh1l1" "Amigo2" "Ano3" "Aqp4" "Ar" "Arhgap36" "Avpr1a" "Avpr2" "Baiap2" "Bdnf" "Blank_1" "Blank_2" "Blank_3" "Blank_4" "Blank_5" "Bmp7" "Brs3" "Calcr" "Cbln1" "Cbln2" "Cckar" "Cckbr" "Ccnd2" "Cd24a" "Cdkn1a" "Cenpe" "Chat" "Coch" "Col25a1" "Cplx3" "Cpne5" "Creb3l1" "Crhbp" "Crhr1" "Crhr2" "Cspg5" "Cxcl14" "Cyp19a1" "Cyp26a1" "Cyr61" "Dgkk" "Ebf3" "Egr2" "Ermn" "Esr1" "Etv1" "Fbxw13" "Fezf1" "Fn1" "Fst" "Gabra1" "Gabrg1" "Gad1" "Galr1" "Galr2" "Gbx2" "Gda" "Gem" "Gjc3" "Glra3" "Gpr165" "Greb1" "Grpr" "Htr2c" "Igf1r" "Igf2r" "Irs4" "Isl1" "Kiss1r" "Klf4" "Krt90" "Lepr" "Lmod1" "Lpar1" "Man1a" "Mc4r" "Mki67" "Mlc1" "Myh11" "Ndnf" "Ndrg1" "Necab1" "Nos1" "Npas1" "Npy1r" "Npy2r" "Ntng1" "Ntsr1" "Nup62cl" "Omp" "Onecut2" "Opalin" "Oprd1" "Oprk1" "Oprl1" "Oxtr" "Pak3" "Pcdh11x" "Pdgfra" "Pgr" "Plin3" "Pnoc" "Pou3f2" "Prlr" "Ramp3" "Rgs2" "Rgs5" "Rnd3" "Rxfp1" "Scgn" "Selplg" "Sema3c" "Sema4d" "Serpinb1b" "Serpine1" "Sgk1" "Slc15a3" "Slc17a6" "Slc17a7" "Slc17a8" "Slc18a2" "Slco1a4" "Sox4" "Sox6" "Sox8" "Sp9" "Synpr" "Syt2" "Syt4" "Sytl4" "Tacr1" "Tacr3" "Tiparp" "Tmem108" "Traf4" "Trhr" "Ttn" "Ttyh2" "Adcyap1" "Cartpt" "Cck" "Crh" "Fos" "Gal" "Gnrh1" "Mbp" "Nnat" "Nts" "Oxt" "Penk" "Scg2" "Sln" "Sst" "Tac1" "Tac2" "Th" "Trh" "Ucn3" "Vgf" "Endothelial3" "Astrocyte" "ODMature2" "Ambiguous" "Inhibitory" "ODImmature1" "Microglia" "Excitatory" "Endothelial2" "Endothelial1" "Pericytes" "ODMature4" "ODMature1" "ODImmature2" "Ependymal" "ODMature3"
"325x775" 1.36058694 0 12.814030028 59.182205937 3.407850372 10.799054106 12.940586104 2.047263432 2.721088507 0 7.136726556 3.744713339 0 1.023624832 0 0 0 7.054340767 1.36058694 0 0 17.010922262 0 0 2.047263432 7.165447672 6.462820252 1.023624832 1.023624832 1.36058694 0 1.007751689 1.36058694 0 2.384211772 2.368338629 1.023624832 79.899937235 5.39165277 0 0 2.047263432 5.407489379 0 0 0 23.516206354 22.760289634 1.023624832 1.007751689 15.35309652 6.128974867 9.549623935 6.465910816 84.31954123 0 3.039129465 0 1.023624832 1.023624832 19.49873896 4.081711435 9.152252474 4.094481623 0 7.826416293 24.886317729 6.799736126 25.463869012 2.368338629 7.80748907 3.407850372 2.721088507 0 0 2.721088507 3.07089593 11.892773959 0 20.319865413 0 5.118148303 24.171109344 1.007751689 7.165447672 58.325399659 13.233800839 6.799736126 4.752465028 4.081711435 1.023624832 5.105336267 2.721088507 0 1.36058694 4.081711435 38.674650265 0 31.248445144 4.768351939 115.331534017 1.023624832 0 3.376091573 11.202389265 5.791984437 1.007751689 3.744713339 18.411233659 4.415602061 0 0 6.141838086 31.955420829 11.215364371 0 2.031376521 10.07643492 0 4.094481623 0 0 3.728840196 32.051492639 26.40807362 16.155020752 11.453528461 0 0 0 46.27112113 1.36058694 2.721088507 0 6.81557013 6.113087956 3.023277607 0 0 7.10196176 0 0 0.156559282 0 NA 0.683670831 0.000804409 0 0.319096514 0 0.028533344 0.065442459 0.38397594 1.352897193 0 0.109001159 0.567138341 0 0.012458428 0.074243784 0 0 0 0 0 2 1 0 0 0 0 0 0 0 0 0 0
"325x825" 0 0 1.283260395 26.44011766 2.526151311 0.90932562 31.21342045 5.173380007 0.454654986 0.41429498 6.497031269 0 0 0.868949966 0 0.41429498 1.697555446 0 0.90932562 0 4.506313798 12.498983415 2.111829021 4.385123358 0.868949966 27.532115355 2.071496325 0 0.454654986 5.092694573 8.113818247 0.454654986 4.304422737 1.697555446 1.3236206 2.192619169 0.828605409 20.8157186 1.3236206 0 0 0 3.435510085 0 0.454654986 0.828605409 47.08859679 0.454654986 0 0.41429498 0.868949966 3.021187795 15.884010326 7.820699631 80.16083065 0 0.868949966 0 3.021187795 2.15222608 0 16.761961284 12.498983415 0.90932562 0.41429498 8.315760385 6.456630136 8.194602171 18.541911588 0 0.454654986 0 0.41429498 0 0.868949966 0.90932562 1.697555446 0.868949966 0 3.516232037 1.3236206 1.77830874 5.961565264 2.192619169 4.597577724 0.868949966 2.90004843 17.792713479 12.125063914 0.868949966 0 1.283260395 2.192619169 0 3.354703416 2.192619169 19.330166265 0.454654986 34.22303257 12.620052006 0 10.761036644 0.454654986 2.192619169 4.557250838 18.552107903 0.454654986 5.25413164 0 2.15222608 0.828605409 1.283260395 0.868949966 2.071496325 11.043707629 0.868949966 0.828605409 4.304422737 0.41429498 2.687626557 0 0 0 0 5.789540725 1.77830874 0.868949966 1.3236206 1.77830874 2.980821945 26.30809101 0.454654986 1.657174035 1.24290046 1.77830874 3.556554732 3.435510085 2.485780211 0.454654986 0.41429498 0 0.040693851 0 0 NA 0.074781556 0.023874441 0 0.160271138 0.01277763 0.241520891 1.999440754 0.717293617 0.96177818 0 0.080072727 0.701727433 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0
"325x875" 1.290973154 1.290973154 0.403977022 23.809378413 0.403977022 1.211922977 15.105793215 0.807923292 0 0.403977022 4.601836149 0 0 0.807923292 0 0 0.403977022 1.615893146 0 0 1.211922977 10.898687941 1.211922977 0.403977022 3.635749925 6.779855818 2.019882184 0 0.403977022 5.65564271 7.675409826 0 1.615893146 2.098896446 2.423812712 1.211922977 0 32.789549663 4.197847111 2.423812712 1.290973154 1.211922977 2.423812712 0.403977022 0 0.403977022 33.093964677 33.485538957 0 0 1.615893146 3.793876942 2.423812712 4.443647563 80.65242833 0 1.290973154 0 10.17832525 1.290973154 8.079459589 8.237596675 6.946615864 2.581953965 0.403977022 0.403977022 17.837724435 2.502896131 21.242540772 0 0.807923292 0.403977022 0 0 1.211922977 0.807923292 3.793876942 1.211922977 0.403977022 7.508677987 0 0 6.542556132 0.403977022 9.036909309 56.314630422 2.019882184 9.774284302 6.138604696 0.403977022 0.403977022 0.403977022 0.807923292 0 4.118779869 1.694950176 16.475151712 0 29.95526041 8.079459589 43.303999494 2.9068663 1.290973154 5.567939694 4.522723126 10.90693547 1.615893146 3.635749925 0 4.847631542 0 1.615893146 1.694950176 0 5.813703937 1.211922977 2.985930987 1.615893146 0 4.601836149 1.290973154 0 0.403977022 0.403977022 6.21770389 12.997593591 15.832726064 4.276905084 0.403977022 0.807923292 24.535621608 1.615893146 0 2.098896446 1.694950176 4.197847111 5.65564271 4.443647563 0 0.807923292 0 0.015192966 0 0 NA 0.161802548 0.02419868 0 0.329424534 0 0.057153373 0.6249787 0.161534033 1.222643338 0 0.097546679 0.344740875 0.194345562 0.189131818 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0
"325x925" 0 0 2.789384628 28.972736065 0.643803875 0.643803875 44.59094317 2.789384628 0 0 13.953010787 2.682260275 0 0.750894587 0 0.971832407 1.501785091 2.473617498 9.762890304 18.697512197 0.750894587 15.896703369 2.366530869 2.038494124 7.957680888 8.292373409 4.954019113 0 0 4.827942052 10.457116311 1.501785091 9.46621472 1.615636282 0.750894587 1.931365688 0.750894587 29.250149272 0.643803875 3.445461043 0 0.643803875 0 0 1.615636282 13.60494749 36.537228097 0.643803875 0 0 0 3.338374414 28.618741355 4.947269678 45.19088794 4.834560657 2.145588966 0 47.786800148 0 14.57758035 14.818451761 108.45092789 0 0.643803875 1.943675952 8.285784044 9.870016776 33.000113159 0.971832407 1.394698462 0 0 0 0.750894587 5.610117217 12.773190665 5.061113955 1.394698462 11.18327863 0 0.971832407 44.254688769 3.547029594 8.304756219 0 8.26768723 13.107975612 5.585455244 2.038494124 0 5.168269854 4.518873139 12.305736555 5.793013754 1.394698462 33.12061825 0.750894587 53.375455578 8.809997928 0 8.475339679 4.638318394 2.473617498 1.615636282 22.371655907 5.900138943 15.587256167 0 4.297924181 0.643803875 0.643803875 0 0.643803875 18.067709015 0.750894587 2.694570539 48.799659136 0 31.383731208 0 0.750894587 0 0.750894587 10.968035211 1.722726994 4.85922263 0.971832407 2.915524989 0.643803875 29.054361306 0 7.510148962 0 3.868381147 7.629598002 2.259431944 1.394698462 0 22.35070515 0 0.052081311 0 0.135157123 NA 0 0.032470982 0.714667831 0.253925199 0 0.156580513 0.520652569 0.187141722 0.857400562 0.019868551 0.109432796 0.236626596 0 0 0 0 0 0 0 1 1 0 0 1 0 0 0 0 0 0 0 0
"325x975" 0.682519088 0 5.494564014 37.17836444 1.404916489 2.082014921 51.446202597 47.87004727 0 0.682519088 6.294043051 2.087435577 0.699730236 0 0.682519088 0.702472086 4.20662314 0 11.19551094 46.88505604 0 27.536272273 2.789939398 8.410527994 1.384991174 4.880922751 2.764544054 1.404916489 0.699730236 2.747274344 4.169460543 0 15.315448283 0.682519088 0 6.294043051 0.699730236 26.497557911 2.087435577 0.702472086 0 0.702472086 22.660186611 0 0.682519088 12.306228466 40.96713456 2.064778457 0 0 0 2.10742031 32.511651853 11.885625125 111.59943549 0.699730236 0.699730236 0 11.209532003 0.699730236 16.401838726 11.796855267 47.91372706 1.382249324 0.699730236 3.489669634 23.070166465 11.823081656 18.847145334 0.699730236 0.682519088 0 0 0 0 4.132212355 8.230018358 0.702472086 1.404916489 4.88372191 0.702472086 0 26.1682629 4.129505866 1.402202322 0.682519088 4.212051369 14.006736867 8.384269845 3.447039941 1.384991174 2.087435577 2.08472141 0.702472086 3.472468531 3.506916143 27.873574072 5.460111294 51.37450949 11.131482283 1.384991174 19.431893389 4.777633643 2.08472141 5.597077459 11.836771567 0 17.482939779 0.699730236 12.608023708 1.384991174 2.787165813 0.699730236 0.699730236 16.611471054 0 3.489669634 41.784960648 0.699730236 9.609625462 0 0 0 1.402202322 6.991118447 0 4.115025748 1.399495833 1.384991174 14.592223718 21.604179361 0 18.175205278 2.101967919 4.174916844 8.30711955 0 1.384991174 0 12.96689924 0 0.127807478 0 0 NA 0.75738428 0.030433595 0.515339695 0.420227738 0.066822091 0.359586283 1.432988185 0.609389705 1.63820258 0.001582113 0.236590859 1.007474327 0 0 0.01561592 0 0 0 0 1 2 0 0 0 0 0 0 0 0 0 0 0
"325x1025" 0 0 1.450473442 18.299142566 0.587303595 3.212322884 30.653977627 12.54587539 1.450473442 0 10.196740409 2.90884752 3.198554294 2.900946552 0.587303595 0 1.174553014 1.450473442 0 22.92213701 0 14.301731074 2.335330271 3.212322884 0.587303595 18.79247021 3.488250147 0 0.587303595 1.160777257 1.748080852 0 7.607191106 2.335330271 0 0 1.160777257 36.664284023 11.371337324 0 0 0 4.359320962 0 0.587303595 1.160777257 9.085228054 2.037777037 0 1.160777257 0 2.037777037 22.197617886 2.922626699 31.361133982 6.099512713 0.587303595 0 20.966833055 0.587303595 2.611250699 6.460191916 34.609226701 1.761849442 0.587303595 10.259818235 8.456528565 13.077808507 22.771174783 0.587303595 0.587303595 0 0 0.587303595 0 1.450473442 4.974238065 1.761849442 0 10.508137658 0 0 5.271825732 2.349114535 25.827287977 0.587303595 3.785803713 25.153617533 2.936407041 4.642999347 0.587303595 4.075499566 0.587303595 0.587303595 2.037777037 4.097184298 22.99748504 0.587303595 35.274187932 32.240841651 1.450473442 11.15905996 0 5.285647181 0 14.569833879 4.069594095 4.960365234 1.160777257 6.672975786 0.587303595 0 4.68454188 0 9.34737099 1.174553014 2.037777037 1.450473442 0 13.700647827 1.160777257 0 1.450473442 0 7.268025803 1.748080852 0 1.160777257 0.587303595 0.587303595 19.79228832 2.335330271 1.450473442 0.587303595 1.174553014 3.523764623 4.649027404 1.160777257 0 2.900946552 0 0.063486141 0 0 NA 0.052591161 0.009671441 0 0.213861818 0.050772191 0.107583531 0 0.65719972 0.316666866 0.07429545 0.225792167 0.015973063 0.046234228 0.006241674 0.021291334 0.005802012 0 0 0 0 2 0 0 1 0 0 0 0 0 0 0 0
"325x1075" 0.660083756 0 3.960437705 1.980231495 0.660083756 0.660083756 9.240001022 0 0 0 3.960437705 1.980231495 0 0 0 0 0.660083756 0 0.660083756 3.960437705 0 5.94064769 0 1.320171031 1.320171031 2.640323674 1.320171031 0 0 1.320171031 5.94064769 1.320171031 4.620565328 0.660083756 1.320171031 0 0.660083756 12.54253604 2.640323674 0.660083756 0 1.320171031 0 0 0 1.320171031 3.300411356 0.660083756 0 1.320171031 0 1.320171031 7.260950122 7.920927297 8.580981465 1.320171031 0 0 9.901844924 0.660083756 0 0.660083756 19.8017561 0 0.660083756 11.88249552 3.300411356 1.320171031 18.48049553 1.320171031 0 0 0 0 0 0.660083756 1.320171031 0 0.660083756 5.94064769 0.660083756 1.320171031 7.260950122 3.960437705 2.640323674 0 0 9.240001022 0 0.660083756 0.660083756 2.640323674 0 0 1.320171031 1.320171031 15.18080038 0 13.20038111 4.620565328 0 2.640323674 0 0.660083756 0.660083756 7.920927297 1.320171031 0 3.300411356 3.960437705 0 0 0.660083756 0 4.620565328 0 0.660083756 0 0.660083756 13.20038111 0.660083756 0 1.320171031 1.320171031 7.260950122 0 0 0.660083756 0.660083756 0 7.920927297 0.660083756 1.980231495 2.640323674 0 2.640323674 0.660083756 0.660083756 0 0 0.184055338 0.00207106 0 0 NA 0 0 0 0.006672952 0 0.005722347 0 0.280825602 0 0.00062931 0 0 0.002355551 0 0.014243423 0.08384705 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
"325x1125" 0 0 1.617278876 5.134798003 0 0 13.97119891 27.462172923 0 0.87936009 0 1.758735097 0 0 0 0 0 7.077720354 0.87936009 2.638144966 0 15.205854971 2.496638966 4.184598163 3.134566676 3.134566676 0.808631123 1.617278876 0 2.638144966 0.87936009 0 0.87936009 2.496638966 0 0.808631123 1.758735097 86.073797036 14.298153207 0 0 0 30.982602338 0 0.87936009 0 2.638144966 0.808631123 0.808631123 0.808631123 0.87936009 1.617278876 13.00740338 1.687991213 104.002927241 3.134566676 1.687991213 0 0.87936009 0.87936009 11.829854837 9.17791434 27.713431189 0.808631123 2.496638966 0 2.425863066 6.539755303 39.390451586 0.808631123 3.305223156 0 0.808631123 0.808631123 4.822557889 0 3.943197799 1.617278876 0.87936009 16.15599006 0.87936009 0.87936009 9.98647683 16.70924311 11.503892882 0 12.31067256 8.894867886 0 3.134566676 0 4.922488193 4.184598163 0 1.687991213 5.205476805 30.707805081 0 40.51346162 13.800837453 100.649135576 1.617278876 0 0.87936009 2.425863066 5.8018632 0.808631123 2.425863066 0.808631123 7.702109679 4.043128103 3.943197799 0 2.425863066 6.581342765 15.333623016 0 3.305223156 1.687991213 6.822708748 0 0 0 0.87936009 7.631324844 18.412042238 18.169111096 0.808631123 12.19905634 0 28.76472584 0.87936009 3.943197799 2.425863066 0.808631123 6.581342765 27.499403106 0 0.808631123 0 0 0.076263913 0.00514959 0 NA 0.03371573 0.018995029 0 0.060596037 0.637630531 0.107946883 0 0.465311642 0.159911889 0.018655235 0.069206365 0 0.034322566 0.030152297 0.036996155 0.014197903 0 0 0 0 2 1 0 0 0 0 0 0 0 0 0 0
"325x1175" 0 0 0 24.8107129 0 3.438742996 8.97447394 2.639485555 0 0 1.055795921 1.055795921 0 0 0 0 1.055795921 3.167446181 0.527917834 2.292456153 1.583687595 10.738935948 1.055795921 1.055795921 4.751087828 5.806909867 0.527917834 0 0 1.146248477 0 1.146248477 4.223240223 2.202044398 0.527917834 0 2.202044398 26.39681014 3.876143748 0 0 0.527917834 1.055795921 0 0 32.09786651 1.146248477 8.461035017 0 0 0.527917834 1.055795921 1.583687595 0.527917834 16.89369374 0 0 0 9.169509351 0 22.290840179 1.146248477 31.855738953 0 0 5.806909867 5.022430591 1.674166311 14.7797457 2.639485555 0.527917834 0.527917834 1.146248477 0.527917834 0.527917834 8.55152125 0.527917834 2.202044398 0 3.438742996 1.146248477 0.527917834 72.21498875 0.527917834 2.202044398 1.055795921 2.111644688 0 0 1.674166311 0 3.876143748 0.527917834 18.34193859 2.292456153 2.202044398 7.390734899 0 8.008917599 3.695371937 42.76228599 3.257893165 13.75366778 4.841620414 4.751087828 4.841620414 0 5.3694887 1.055795921 0.527917834 0 0 1.146248477 0 9.697427185 2.639485555 0.527917834 95.399697777 1.146248477 1.674166311 0 0 0 0 10.55846068 9.863952154 21.40266851 0 0 1.055795921 12.232732997 1.055795921 0 0 1.583687595 3.695371937 10.738935948 1.674166311 0.527917834 29.710937381 0 0.045201923 0 0 NA 0.057006595 0.016686104 0.909281656 0.02938776 0.02009613 0.115259075 0 0.475978394 0.119332207 0.031527287 0 0.402659112 0 0.007782935 0.023908526 0.002471651 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0
"325x1225" 0 0 42.29909881 3.026335869 0 38.05189862 6.052774528 1.940474538 0 0 0 0 1.18388618 0 0.756588358 0 0 5.821452997 0 0 1.513217065 7.663972732 0 1.513217065 1.18388618 0 3.026335869 0 0 2.269791044 2.269791044 0 0.756588358 0.756588358 0 0 1.18388618 15.524060009 52.16153262 0.756588358 0 2.367751203 9.836773594 0 0.756588358 0 9.506334833 4.637542247 0 1.18388618 0 0 10.59311116 5.723506505 27.66282771 1.513217065 0 0 2.269791044 0 2.367751203 0.756588358 11.446346347 0 0.756588358 1.513217065 9.604436481 4.539620325 19.67283318 0 0 0 0 0 1.18388618 0 0 0 0 77.29591167 0 0 1.940474538 13.61840534 0 0 0.756588358 1.513217065 0 0 0.756588358 1.940474538 4.210222049 0 0 0 10.262481324 0 20.85671936 9.702420704 0 0.756588358 0 0 13.681006379 3.782995805 0 4.637542247 0 5.394087072 0 0.756588358 1.18388618 0.756588358 3.880968268 0 0 1.513217065 0.756588358 0.756588358 0 1.18388618 0 1.18388618 3.782995805 9.800528304 19.501696829 0 0 6.150747008 11.020659774 0.756588358 4.210222049 0.756588358 3.880968268 1.513217065 4.308250311 0 0 27.92328492 0 0.021305804 0 0 NA 0.014006409 0.01614843 0 0.010341984 0.224485396 0 0 0.220531521 0 0 0 0.164974237 0 0.023995387 0.008752909 0.007135953 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"325x1275" 0 0 5.553450146 0 0.793370411 0.793370411 0 0 0.793370411 0 0 0 0 0 0 0 0 0 0 0 0 2.380025681 0 0.793370411 1.586723449 0 0 0 0.793370411 0.793370411 0 0 0 0 0 1.586723449 0 5.553450146 2.380025681 0 0 0 0 0 0 31.73406949 2.380025681 0.793370411 0 0 0 0 0.793370411 1.586723449 0 0 0.793370411 0 0 0 26.18316367 0 0.793370411 0 0 0 1.586723449 1.586723449 0.793370411 0 0.793370411 0 0.793370411 0 0 4.760099692 0 0 3.966723691 4.760099692 0 0 44.42552967 0 0 0 0.793370411 0 0 0 0 0.793370411 0 6.346830157 1.586723449 0 1.586723449 0 0.793370411 0 0.793370411 3.173399887 15.07311308 0 0 0 0.793370411 1.586723449 0 0.793370411 0 0 0.793370411 0 4.760099692 0 0 51.5654032 0 0 0 0 0.793370411 0 0.793370411 0 6.346830157 0 0 0 0 0 0 0 0 0 0 0 0 20.62718524 0 0 0.021861178 0 NA 0.063878421 0.007425176 0.702981774 0 0 0 0 0 0 0.018233075 0 0 0.003561981 0.040586051 0.013155252 0.010642366 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"325x1325" 1.274192072 0.66932155 0.66932155 5.637295577 6.177642334 0 6.718199648 33.338149702 0 1.814621495 18.008352492 1.274192072 1.274192072 0 0 0.66932155 1.209784892 1.209784892 0 35.68596944 6.023765443 16.089664298 2.548406726 1.274192072 0.604870522 3.887008164 2.007945755 0.604870522 0 3.629349822 68.736283086 0 6.435471258 1.943492356 0 3.024389433 0 18.919469546 0 0 0 0 6.564264641 0 1.274192072 1.879106442 6.693075595 1.274192072 0 1.338621834 1.209784892 4.491844767 29.71473056 1.943492356 62.91458892 5.354479749 3.153243329 0.66932155 19.719034125 0 2.548406726 1.879106442 16.848436549 0.66932155 1.879106442 0 3.758180036 5.032335188 22.162880546 1.338621834 1.209784892 0 0 0.604870522 0 3.282093794 1.338621834 0 0 0.66932155 0.604870522 0.604870522 5.290126192 0 0.604870522 0 0 3.088879752 0 0.604870522 1.338621834 1.943492356 15.509869856 3.346603246 0 2.419558202 15.959745932 0 28.83157587 2.612816277 0 3.217730647 0.604870522 5.57281806 1.209784892 4.68525567 1.338621834 3.024389433 1.209784892 0.66932155 0 0.604870522 2.548406726 0.66932155 8.250109282 0 0 7.104813872 0 23.967244522 0 0 0 1.274192072 3.758180036 0 1.338621834 0 3.282093794 6.975953068 9.717465028 0.66932155 2.007945755 3.951473768 1.209784892 8.790521167 1.209784892 3.088879752 0 0 0 0.032832749 0 0 NA 0.048528933 0.007538151 0 0.381599429 0.036649637 0.104804327 0 0.053598151 0.13261941 0 0.043438844 0.002345858 0.025368567 0 0.017868326 0.034076551 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0
"325x1425" 0 0 6.383121238 16.457474563 0.917741206 34.04289683 7.175432024 3.148536965 0 0.917741206 7.769103047 1.771915583 0.458881443 0 0 0 0 6.059141554 0 4.714332549 0.458881443 21.887893419 0.917741206 5.37931057 8.788233458 3.013684602 3.607417858 0.458881443 0.458881443 0 8.718740809 0 0.458881443 5.600281791 0 0.917741206 0 30.542085441 21.413728244 0 0.458881443 0.917741206 21.961728261 0 0 4.129913002 0 2.230797026 0 0.885949242 0 6.652922607 48.226334756 10.417627219 70.61636678 6.424376715 0.458881443 0.458881443 17.176218819 0.917741206 8.718740809 11.14630586 7.50704593 0 1.376621382 0 8.353610204 4.525187247 6.265254351 0 1.803690448 0 0.458881443 4.358532386 0.885949242 1.835502275 1.771915583 3.148536965 0.458881443 46.936510942 0 0 8.718740809 0.917741206 14.824852122 0.458881443 0 0.917741206 1.803690448 0.458881443 0.458881443 0 0.885949242 0.917741206 3.639220906 3.575625805 28.79569259 0 28.976375184 1.344830685 0 3.212209856 2.294427845 4.920429677 10.314555071 5.870094455 0 8.883753511 2.689656789 5.37931057 1.344830685 0 0 2.689656789 11.929172403 3.116766042 0.458881443 15.998412543 1.344830685 5.735153218 0 0 0.458881443 2.12773536 4.002689738 0.458881443 4.588818424 0 7.800959045 1.376621382 37.94257084 0.458881443 0 0.917741206 0.885949242 9.7378415 0.458881443 0.885949242 0 17.687401249 0.003897794 0.074180023 0 0.02611964 NA 0.049702872 0.018265918 0.106970379 0.80040619 0.420182199 0.141971662 1.507380023 0.201331081 0.117195043 0.004826083 0.102091692 0 0 0.016421399 0.011434815 0.006582613 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0
"325x1475" 1.841857157 0.891428811 2.424337874 24.815409346 3.780195544 5.740099743 5.409572672 10.16183712 0 1.841857157 2.093855315 6.883511748 3.256735938 0 0 0 1.938344713 0 1.841857157 1.997344248 0 15.160496488 5.157631095 2.733279642 9.327491604 2.365313453 5.447081747 1.046915902 1.900881578 0 3.742752314 1.473884642 9.807714532 0 0.523456296 0.523456296 4.614658797 22.143779612 2.424337874 0 0.523456296 0.891428811 34.289131185 0 0 1.473884642 0.891428811 0 0 0 0 2.94779748 37.655424146 14.731436661 130.46214986 2.888773059 0 0 5.348629751 1.570395783 3.839226291 27.798660605 35.713886714 0 0 6.281485684 14.290502415 3.664230451 40.349087647 3.140759434 0.950428346 0.950428346 0 1.046915902 0.523456296 4.325211326 4.671689826 0.523456296 0.950428346 17.315515069 0.523456296 1.046915902 3.044283661 8.800347798 21.993114646 0 2.733279642 3.567690629 0 0.523456296 0.950428346 0.523456296 3.044283661 1.046915902 0 4.518143861 35.482098791 0 31.871038729 8.782412954 1.841857157 4.303675425 0 13.954198382 6.299058097 15.932307257 0 2.888773059 0 5.718629239 0.523456296 0 2.851323503 1.782851296 12.116111411 12.179440961 0.523456296 1.570395783 0.523456296 35.557095358 0 0 9.790170697 2.365313453 6.513525111 1.841857157 0.950428346 0 2.365313453 4.303675425 37.821084499 0 6.94050743 18.412957762 2.94779748 7.965892034 8.394835969 0.950428346 1.570395783 2.424337874 0 0.057832134 0 0 NA 0.048213359 0.023144505 0.056462291 0.177776567 0.018986429 0.238451994 1.696316623 0.700171633 0.105087126 0.003394001 0.133045373 0 0.050027716 0 0.015113959 0.18675041 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0
"325x1525" 0 0 5.037678728 5.155692114 0 0 20.224419341 4.492764904 3.166870467 0 8.219528857 2.518843888 0 0 0 0 0 0 0 0 0 13.111473145 3.181796984 0.662953096 3.166870467 0.662953096 1.988821647 0 0 0 27.693883497 0 4.507665535 2.518843888 0 0 4.492764904 24.232772228 5.155692114 0 0 0 45.175541904 0 0 3.977600071 28.49850457 0 0 6.333646972 0.662953096 0 51.129135651 6.996600068 135.49436986 3.829823563 0.662953096 0 29.41894635 0 1.988821647 17.322577105 16.512581905 0 0 9.015278799 13.391128912 11.3713257 5.966425547 0.662953096 3.166870467 0 0.662953096 0.662953096 1.325894437 1.325894437 5.685714355 5.037678728 0 26.029724455 0 0 12.830090931 22.16861112 7.659541409 0.662953096 4.507665535 96.260286584 0 0 0 3.181796984 1.988821647 0.662953096 2.651741273 0.662953096 15.319584853 7.556575761 40.36316367 5.685714355 0 21.535123224 0.662953096 5.685714355 0 9.678339732 3.181796984 5.303474496 0 5.700631824 0 0 0 0.662953096 19.193697229 0.662953096 0 7.292395361 0 7.011608792 0 0 4.507665535 0 5.037678728 0 0.662953096 0.662953096 15.247392033 5.303474496 35.633135158 0 3.166870467 0.662953096 3.166870467 6.348667451 0 5.685714355 0 5.81861174 0 0.020749557 0.023158697 0.477536836 NA 0.049930632 0.00856432 0.049934001 0 0.064504762 0 0.518241782 0.632412761 0 0.010829079 0 0.13431846 0.237351847 0.010903113 0.002883532 0.011827317 0 0 0 1 2 0 0 0 0 0 0 0 0 0 0 0
"325x1675" 0 0 0 0 0.711315169 1.422646228 0 0 0.711315169 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.711315169 0.711315169 0.711315169 0 0 1.422646228 0 0 0 0 0 0 0 0 0 0 7.113346052 0 13.51443049 0 0 0 0 0 0 2.134007273 0.711315169 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.845297982 0 0 0.711315169 0 0 0 0 0 0 0 0 0 0 0 0 2.134007273 2.134007273 0 0.711315169 1.422646228 0 0 0 0 0 0 0 0.711315169 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.422646228 0 0 0.711315169 0.711315169 0 0 0.711315169 0 0 0 0 0.003659963 0 0.023505074 0 NA 0.022365534 0.004086204 0 0 0 0 0.036119864 0 0 0.014410416 0 0 0 0.045444543 0.010698916 0.02619525 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
