Ace2,Adora2a,Aldh1l1,Amigo2,Ano3,Aqp4,Ar,Arhgap36,Avpr1a,Avpr2,Baiap2,Bdnf,Bmp7,Brs3,Calcr,Cbln1,Cbln2,Cckar,Cckbr,Ccnd2,Cd24a,Cdkn1a,Cenpe,Chat,Coch,Col25a1,Cplx3,Cpne5,Creb3l1,Crhbp,Crhr1,Crhr2,Cspg5,Cxcl14,Cyp19a1,Cyp26a1,Cyr61,Dgkk,Ebf3,Egr2,Ermn,Esr1,Etv1,Fbxw13,Fezf1,Fn1,Fst,Gabra1,Gabrg1,Gad1,Galr1,Galr2,Gbx2,Gda,Gem,Gjc3,Glra3,Gpr165,Greb1,Grpr,Htr2c,Igf1r,Igf2r,Irs4,Isl1,Kiss1r,Klf4,Krt90,Lepr,Lmod1,Lpar1,Man1a,Mc4r,Mki67,Mlc1,Myh11,Ndnf,Ndrg1,Necab1,Nos1,Npas1,Npy1r,Npy2r,Ntng1,Ntsr1,Nup62cl,Omp,Onecut2,Opalin,Oprd1,Oprk1,Oprl1,Oxtr,Pak3,Pcdh11x,Pdgfra,Pgr,Plin3,Pnoc,Pou3f2,Prlr,Ramp3,Rgs2,Rgs5,Rnd3,Rxfp1,Scgn,Selplg,Sema3c,Sema4d,Serpinb1b,Serpine1,Sgk1,Slc15a3,Slc17a6,Slc17a7,Slc17a8,Slc18a2,Slco1a4,Sox4,Sox6,Sox8,Sp9,Synpr,Syt2,Syt4,Sytl4,Tacr1,Tacr3,Tiparp,Tmem108,Traf4,Trhr,Ttn,Ttyh2,Adcyap1,Cartpt,Cck,Crh,Gal,Gnrh1,Mbp,Nnat,Nts,Oxt,Penk,Scg2,Sln,Sst,Tac1,Tac2,Th,Trh,Ucn3,Vgf,type
0.0,0.0,5.044216332,4.035353906,0.0,4.035353906,0.0,7.061948137,0.0,0.0,0.0,2.017657872,0.0,1.008861521,0.0,0.0,6.053099328,0.0,0.0,0.0,1.008861521,1.008861521,0.0,0.0,1.008861521,2.017657872,1.008861521,5.044216332,2.017657872,0.0,0.0,0.0,6.053099328,1.008861521,0.0,0.0,0.0,6.053099328,1.008861521,0.0,0.0,0.0,2.017657872,1.008861521,0.0,0.0,4.035353906,7.061948137,0.0,14.12516078,0.0,0.0,1.008861521,8.070683217,1.008861521,0.0,2.017657872,11.09762171,0.0,0.0,2.017657872,2.017657872,0.0,1.008861521,2.017657872,0.0,1.008861521,0.0,0.0,0.0,1.008861521,1.008861521,0.0,0.0,6.053099328,0.0,0.0,0.0,1.008861521,8.070683217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.008861521,0.0,0.0,0.0,9.078595144,0.0,2.017657872,3.026521292,0.0,1.008861521,1.008861521,0.0,0.0,0.0,1.008861521,0.0,0.0,0.0,0.0,0.0,2.017657872,0.0,2.017657872,0.0,1.008861521,0.0,0.0,16.13957308,0.0,0.0,0.0,0.0,3.026521292,5.044216332,0.0,0.0,0.0,0.0,3.026521292,0.0,0.0,0.0,0.0,0.0,0.0,1.008861521,0.0,0.0,0.0,0.023275556,0.002384171,0.002733675,0.0,0.0,0.0,0.0,0.014445687,0.0,0.097541625,0.0,0.0,0.0,0.0,0.016809277,0.293093712,0.0,0.006601794,0.018258397,Inhibitory
0.0,0.0,0.0,15.1398688,0.630872464,0.630872464,0.0,3.15441617,1.261778128,0.0,4.416266187,0.0,0.630872464,0.0,0.0,2.523546441,4.416266187,0.630872464,0.630872464,0.0,3.15441617,0.630872464,0.630872464,0.0,3.15441617,13.87989957,0.630872464,4.416266187,0.0,0.630872464,0.0,0.0,12.61758203,0.630872464,0.0,0.0,0.630872464,1.261778128,0.0,0.630872464,0.0,0.630872464,1.261778128,0.0,0.0,0.0,1.892677383,3.15441617,1.261778128,39.74740914,0.0,0.0,0.0,13.87989957,0.630872464,0.0,9.46405467,15.1398688,0.0,0.630872464,3.15441617,3.785309148,1.892677383,11.98673564,3.785309148,0.0,0.0,0.630872464,0.630872464,0.0,0.0,1.892677383,0.630872464,0.630872464,1.261778128,0.0,0.0,5.047139676,0.630872464,3.785309148,0.0,0.630872464,7.570575795,1.261778128,0.0,0.0,0.630872464,1.261778128,0.0,0.630872464,2.523546441,6.308866006,0.0,8.832410457,2.523546441,1.261778128,2.523546441,0.630872464,2.523546441,0.630872464,1.261778128,2.523546441,0.630872464,0.0,0.630872464,0.0,0.0,0.0,3.15441617,6.939807991,1.892677383,1.892677383,0.0,0.0,3.785309148,0.0,0.0,0.0,0.0,3.785309148,3.785309148,0.630872464,0.630872464,0.0,0.0,9.46405467,0.0,0.0,0.0,0.0,2.523546441,0.0,0.0,0.0,0.0,0.0,0.000727536,0.0,0.025427594,0.0,0.0,0.0,0.0,0.0,0.0,0.087301532,0.0,0.06345961,0.0,0.0727907,0.0,0.289555387,0.0,0.0,0.018325221,Inhibitory
0.0,0.0,1.781249819,8.906038237,0.0,1.781249819,0.0,3.562469771,0.0,0.0,8.906038237,0.0,0.0,0.0,0.0,0.890601508,3.562469771,0.0,0.0,1.781249819,1.781249819,0.0,0.0,0.0,0.0,0.890601508,0.0,7.124936959,1.781249819,0.0,0.0,0.0,5.343661488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.890601508,0.0,3.562469771,0.0,0.0,0.0,0.890601508,1.781249819,5.343661488,0.0,0.0,0.890601508,0.0,0.890601508,0.0,0.0,0.0,23.15460834,0.0,0.0,9.796922897,0.890601508,3.562469771,2.671808307,2.671808307,2.671808307,0.0,0.0,0.0,0.0,0.0,2.671808307,0.0,0.890601508,1.781249819,0.0,0.0,0.0,0.0,2.671808307,0.890601508,0.0,1.781249819,2.671808307,0.0,0.0,0.0,1.781249819,0.0,6.234358059,0.0,13.35820005,0.0,9.796922897,0.890601508,0.0,3.562469771,0.0,1.781249819,0.0,0.0,0.0,0.890601508,0.0,1.781249819,0.890601508,0.0,0.0,0.0,7.124936959,0.0,0.0,1.781249819,0.0,8.015503784,0.0,0.0,0.0,0.0,0.0,1.781249819,0.890601508,0.890601508,0.890601508,0.890601508,10.68691808,0.0,0.0,0.0,1.781249819,3.562469771,0.0,0.0,0.0,0.890601508,0.0,0.01281261,0.01147115,0.025727502,0.0,0.0,0.0,0.0,0.0,0.0,0.098912213,0.0,0.0,0.0,0.048409627,0.0,0.247843152,0.0,0.0,0.00828011,Inhibitory
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.973933791,1.98696408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.947876886,1.98696408,0.0,0.0,0.0,5.960973814,0.0,0.0,0.0,0.0,3.973933791,1.98696408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.960973814,0.0,0.0,0.0,0.0,1.98696408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.98696408,3.973933791,3.973933791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.98696408,11.92111524,0.0,0.0,0.0,1.98696408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.98696408,0.0,7.947876886,0.0,0.0,3.973933791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.92111524,0.0,0.0,0.0,0.0,0.0,0.0,7.947876886,0.0,0.0,0.0,0.0,1.98696408,0.0,0.0,0.0,0.0,0.0,1.98696408,0.0,0.0,0.0,0.0,3.973933791,0.0,0.0,0.0,0.0,0.036401422,0.0,0.034120149,0.003279873,0.0,0.0,0.0,0.0,0.0,0.0,0.007378088,0.0,0.0,0.0,0.0,0.0,0.268177372,0.01458795,0.016644932,0.0,Inhibitory
0.0,0.0,7.472274141,0.0,0.0,18.14696749,0.0,1.06747373,0.53373384,0.0,1.601177567,0.0,1.601177567,0.0,0.53373384,0.53373384,2.134945535,0.0,0.0,0.0,2.668681418,0.0,0.0,0.0,1.06747373,0.53373384,0.0,2.668681418,0.0,0.0,0.53373384,0.53373384,8.539596378,7.472274141,0.0,0.0,1.06747373,4.26987119,0.0,0.0,0.53373384,0.0,2.668681418,0.0,0.53373384,0.53373384,0.0,11.20955962,2.668681418,12.27700137,0.0,0.0,0.0,0.0,0.53373384,0.53373384,0.0,3.736090581,0.0,1.601177567,0.53373384,4.26987119,2.668681418,0.53373384,0.0,0.0,0.0,0.0,0.0,0.53373384,0.0,0.53373384,0.53373384,0.0,31.48628126,0.0,0.0,0.53373384,0.53373384,2.134945535,0.0,0.0,2.134945535,0.0,0.53373384,0.0,1.06747373,5.871000814,0.53373384,0.0,0.53373384,2.134945535,0.53373384,5.337237742,3.202328513,0.53373384,0.0,1.06747373,0.53373384,3.202328513,0.0,0.0,0.0,0.0,1.601177567,0.0,0.0,0.0,0.53373384,2.134945535,0.0,0.0,1.06747373,0.0,0.0,0.0,0.0,0.0,0.0,2.668681418,2.134945535,2.668681418,0.0,2.134945535,0.53373384,2.668681418,1.06747373,0.0,1.06747373,1.601177567,2.668681418,0.0,0.0,8.005959716,10.67347076,0.0,0.020369104,0.02733007,0.01686547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23754785,0.004664369,0.021080306,0.0,Inhibitory
0.0,0.0,0.0,0.0,0.0,0.0,5.616830352,0.0,0.0,0.0,5.616830352,0.0,0.0,0.0,0.0,0.0,11.23488805,11.23488805,11.23488805,0.0,0.0,5.616830352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.23488805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.616830352,0.0,22.46929263,0.0,0.0,0.0,11.23488805,0.0,0.0,16.85253939,11.23488805,0.0,0.0,0.0,5.616830352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.85253939,0.0,0.0,0.0,0.0,0.0,11.23488805,0.0,0.0,0.0,0.0,0.0,0.0,5.616830352,0.0,5.616830352,0.0,0.0,5.616830352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.616830352,0.0,0.0,0.0,5.616830352,5.616830352,0.0,0.0,5.616830352,0.0,0.0,5.616830352,0.0,0.0,0.0,0.0,5.616830352,0.0,0.0,5.616830352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001378817,0.0,0.300498932,0.0,0.0,0.0,0.906953047,0.0,0.0,0.0,Inhibitory
0.0,0.0,1.521854349,14.45610288,0.0,0.760921516,2.282766554,0.0,0.0,0.0,1.521854349,0.0,0.760921516,7.609144554,6.848198882,1.521854349,3.804630568,0.0,3.043709981,0.0,1.521854349,2.282766554,0.760921516,0.0,0.0,0.0,0.0,2.282766554,0.0,0.0,0.760921516,0.0,4.565574493,0.760921516,0.0,0.760921516,0.0,0.760921516,0.0,0.0,0.0,0.760921516,0.0,0.0,0.0,0.0,1.521854349,3.043709981,0.0,46.41327996,1.521854349,2.282766554,0.0,0.760921516,0.760921516,2.282766554,0.760921516,27.39226239,0.0,0.0,6.848198882,3.043709981,0.0,1.521854349,1.521854349,2.282766554,0.760921516,0.0,0.0,0.0,0.0,4.565574493,3.043709981,0.0,2.282766554,0.0,0.0,0.0,0.0,1.521854349,2.282766554,6.087286675,0.760921516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.282766554,5.326448834,0.0,6.848198882,0.760921516,0.0,0.0,0.0,3.043709981,0.0,9.132112424,0.0,4.565574493,1.521854349,16.74189481,0.0,0.760921516,0.0,0.0,9.132112424,0.0,0.760921516,3.043709981,0.0,1.521854349,0.760921516,0.0,0.760921516,0.0,2.282766554,6.848198882,5.326448834,0.0,0.0,0.0,13.69602899,0.0,0.0,0.760921516,7.609144554,2.282766554,0.760921516,0.0,0.760921516,0.0,0.0,0.0,0.0,0.018745023,0.150919637,0.0,0.0,0.0,0.0,0.0,0.100925675,0.0,0.0,0.0,0.0,0.0,0.268060574,0.0,0.0,0.0,Inhibitory
0.0,0.0,0.0,7.982764211,0.0,0.886948295,1.773958759,3.547890504,0.886948295,0.0,3.547890504,0.0,0.0,0.886948295,7.982764211,0.886948295,1.773958759,0.0,0.0,0.0,4.434880507,0.886948295,0.0,0.0,0.886948295,0.0,0.0,2.660917989,0.0,0.886948295,0.0,0.0,8.869610187,2.660917989,0.886948295,0.0,0.0,3.547890504,0.886948295,0.0,0.0,0.0,0.0,0.0,3.547890504,0.886948295,0.886948295,2.660917989,1.773958759,25.72390997,0.0,0.0,0.0,1.773958759,0.0,0.886948295,4.434880507,23.94594727,0.0,0.0,5.321789052,4.434880507,1.773958759,0.0,0.0,0.0,0.0,2.660917989,0.0,0.0,0.0,2.660917989,0.886948295,0.0,0.886948295,0.0,0.886948295,11.53141175,0.886948295,0.886948295,0.0,0.886948295,0.886948295,0.0,0.886948295,0.886948295,0.0,0.886948295,0.0,1.773958759,0.0,9.757218746,0.0,1.773958759,3.547890504,0.0,0.0,0.0,0.0,0.0,4.434880507,0.886948295,2.660917989,0.886948295,2.660917989,0.0,0.0,0.886948295,0.0,3.547890504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.660917989,0.886948295,0.0,0.886948295,0.0,0.0,0.0,0.0,13.30539981,0.0,0.0,0.886948295,8.869610187,3.547890504,0.886948295,0.0,0.0,0.0,0.0,0.0,0.0,0.022572479,0.014744719,0.0,0.0,0.0,0.0,0.0,0.047738735,0.008543884,0.047176771,0.0,0.000186594,0.0,0.196936195,0.10472708,0.0,0.0,Inhibitory
0.0,0.0,1.286546301,39.87897521,0.0,0.0,3.859594143,2.573057457,0.0,0.0,1.286546301,0.0,1.286546301,0.0,0.0,0.0,1.286546301,0.0,0.0,0.0,0.0,1.286546301,0.0,0.0,0.0,0.0,0.0,0.0,1.286546301,0.0,0.0,2.573057457,9.004606231,1.286546301,1.286546301,0.0,0.0,1.286546301,0.0,0.0,0.0,0.0,1.286546301,0.0,0.0,0.0,0.0,9.004606231,0.0,28.3021846,0.0,0.0,0.0,0.0,0.0,0.0,5.146105347,21.87178185,0.0,0.0,3.859594143,0.0,0.0,6.432586976,1.286546301,0.0,1.286546301,0.0,0.0,0.0,0.0,1.286546301,0.0,0.0,3.859594143,0.0,0.0,10.29275744,0.0,1.286546301,0.0,0.0,0.0,0.0,2.573057457,1.286546301,2.573057457,1.286546301,0.0,5.146105347,3.859594143,6.432586976,1.286546301,10.29275744,1.286546301,0.0,1.286546301,0.0,1.286546301,0.0,3.859594143,0.0,1.286546301,1.286546301,3.859594143,0.0,0.0,1.286546301,0.0,9.004606231,0.0,0.0,1.286546301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.859594143,0.0,0.0,1.286546301,0.0,1.286546301,0.0,0.0,0.0,0.0,0.0,0.105943652,0.0,0.0,0.38257914,0.0,0.0,0.0,0.0,0.0,0.0,0.043657504,0.0,0.0,0.0,0.0,0.247386386,0.0,0.0,0.0,Inhibitory
0.0,0.0,0.497166152,35.7959483,0.497166152,0.0,2.98299719,5.468744532,0.0,0.497166152,0.994343674,0.0,0.0,0.0,0.0,3.977256243,26.84838408,1.491494886,0.497166152,2.485780211,2.98299719,0.0,0.0,0.0,0.0,0.497166152,0.497166152,0.0,0.497166152,0.497166152,0.994343674,0.994343674,2.98299719,0.0,0.0,0.0,0.497166152,1.98868401,0.0,0.0,0.497166152,0.0,0.994343674,0.497166152,0.0,0.0,0.994343674,2.485780211,0.994343674,23.36688423,0.497166152,0.0,0.0,0.497166152,0.0,0.0,0.0,13.92107111,0.0,0.0,4.971590246,1.98868401,0.0,12.92515378,1.98868401,0.497166152,0.0,0.497166152,0.0,0.497166152,0.0,0.0,1.491494886,0.0,0.994343674,0.0,0.0,0.0,0.497166152,0.497166152,0.497166152,0.0,1.491494886,0.0,0.0,0.497166152,1.491494886,0.497166152,0.0,0.0,3.977256243,2.98299719,0.0,3.977256243,0.0,0.0,0.497166152,0.0,2.98299719,0.0,2.98299719,0.497166152,0.497166152,0.0,1.98868401,0.0,0.0,0.0,6.96031035,5.96594434,0.0,0.497166152,0.0,0.497166152,0.994343674,0.0,0.497166152,1.491494886,0.994343674,0.0,0.0,0.0,0.0,0.0,0.497166152,4.971590246,0.0,1.491494886,0.994343674,3.480123644,0.994343674,0.497166152,0.0,0.0,0.0,0.0,0.650478989,0.0,0.0,0.435489433,0.0,0.0,0.0,0.0,8.85e-06,0.0,0.432946579,0.0,0.0,0.0,0.168893652,0.396464822,0.0,0.0,0.283009878,Inhibitory
