Ace2,Adora2a,Aldh1l1,Amigo2,Ano3,Aqp4,Ar,Arhgap36,Avpr1a,Avpr2,Baiap2,Bdnf,Bmp7,Brs3,Calcr,Cbln1,Cbln2,Cckar,Cckbr,Ccnd2,Cd24a,Cdkn1a,Cenpe,Chat,Coch,Col25a1,Cplx3,Cpne5,Creb3l1,Crhbp,Crhr1,Crhr2,Cspg5,Cxcl14,Cyp19a1,Cyp26a1,Cyr61,Dgkk,Ebf3,Egr2,Ermn,Esr1,Etv1,Fbxw13,Fezf1,Fn1,Fst,Gabra1,Gabrg1,Gad1,Galr1,Galr2,Gbx2,Gda,Gem,Gjc3,Glra3,Gpr165,Greb1,Grpr,Htr2c,Igf1r,Igf2r,Irs4,Isl1,Kiss1r,Klf4,Krt90,Lepr,Lmod1,Lpar1,Man1a,Mc4r,Mki67,Mlc1,Myh11,Ndnf,Ndrg1,Necab1,Nos1,Npas1,Npy1r,Npy2r,Ntng1,Ntsr1,Nup62cl,Omp,Onecut2,Opalin,Oprd1,Oprk1,Oprl1,Oxtr,Pak3,Pcdh11x,Pdgfra,Pgr,Plin3,Pnoc,Pou3f2,Prlr,Ramp3,Rgs2,Rgs5,Rnd3,Rxfp1,Scgn,Selplg,Sema3c,Sema4d,Serpinb1b,Serpine1,Sgk1,Slc15a3,Slc17a6,Slc17a7,Slc17a8,Slc18a2,Slco1a4,Sox4,Sox6,Sox8,Sp9,Synpr,Syt2,Syt4,Sytl4,Tacr1,Tacr3,Tiparp,Tmem108,Traf4,Trhr,Ttn,Ttyh2,Adcyap1,Cartpt,Cck,Crh,Gal,Gnrh1,Mbp,Nnat,Nts,Oxt,Penk,Scg2,Sln,Sst,Tac1,Tac2,Th,Trh,Ucn3,Vgf,type
0.0,0.597533596,1.792608143,1.195078217,0.0,0.0,1.792608143,2.987769065,0.0,0.0,4.182866232,3.5853237,1.792608143,0.597533596,0.0,0.597533596,7.768190968,5.975414182,0.597533596,2.987769065,0.0,1.195078217,0.597533596,0.0,0.0,1.792608143,0.0,1.195078217,1.792608143,0.0,1.195078217,0.597533596,8.365694772,1.195078217,0.0,0.0,0.0,5.975414182,0.0,0.0,0.0,0.0,0.597533596,0.0,1.195078217,0.0,0.597533596,7.170525693,2.987769065,0.597533596,0.0,0.0,0.0,0.0,0.0,1.195078217,0.597533596,2.390158475,0.597533596,0.597533596,3.5853237,1.195078217,1.792608143,1.195078217,0.0,1.792608143,0.0,0.0,0.0,0.0,0.597533596,0.0,0.0,0.0,2.987769065,0.0,0.0,2.390158475,10.75709426,1.195078217,0.0,0.597533596,0.597533596,0.0,0.0,0.597533596,1.792608143,0.597533596,0.0,0.0,0.0,4.780428052,0.0,10.15835052,1.195078217,8.96322642,2.390158475,0.597533596,0.597533596,0.0,0.0,0.0,2.390158475,1.195078217,1.792608143,0.0,0.0,0.0,0.0,2.390158475,1.195078217,0.0,1.792608143,1.195078217,16.72964337,0.0,0.0,0.0,0.0,3.5853237,0.0,4.780428052,0.0,0.0,0.597533596,4.780428052,0.0,5.377933695,1.792608143,0.0,5.377933695,1.792608143,0.0,2.987769065,0.0,0.066001952,0.0,0.0,0.014857347,0.0,0.0,0.0,0.0,0.0,0.0,0.081697933,0.0,0.06299201,0.0,0.066470876,0.006154792,0.249044755,0.0,0.0,0.071112284,Ambiguous
0.0,6.908060806,0.0,0.0,0.0,1.726967738,1.726967738,0.0,0.0,0.0,0.0,0.0,3.453997819,0.0,0.0,0.0,1.726967738,0.0,0.0,3.453997819,1.726967738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.453997819,0.0,0.0,13.81494352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.36318298,1.726967738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.726967738,0.0,0.0,0.0,3.453997819,3.453997819,0.0,0.0,0.0,6.908060806,0.0,1.726967738,0.0,0.0,1.726967738,0.0,0.0,0.0,8.634961864,0.0,5.181017882,0.0,0.0,0.0,1.726967738,1.726967738,0.0,0.0,3.453997819,1.726967738,1.726967738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.908060806,0.0,5.181017882,0.0,0.0,0.0,0.0,0.0,0.0,1.726967738,0.0,0.0,0.0,0.0,0.0,1.726967738,6.908060806,0.0,1.726967738,1.726967738,0.0,0.0,0.0,0.0,1.726967738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.726967738,0.0,0.0,0.0,0.0,3.453997819,0.003631538,0.089459274,0.027334801,0.038539454,0.0,0.035790683,0.0,0.0,0.0,0.0,0.096985785,0.0,0.09201851,0.0,0.016546384,0.036513589,0.372113382,0.0,0.019736348,0.0,Ambiguous
0.0,0.0,0.0,0.0,0.0,18.43121692,0.0,3.685975353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.685975353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.05868637,3.685975353,0.0,0.0,3.685975353,0.0,0.0,0.0,3.685975353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.05868637,0.0,0.0,0.0,0.0,0.0,3.685975353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.685975353,0.0,0.0,0.0,0.0,0.0,0.0,11.05868637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.685975353,3.685975353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.80402412,0.0,0.0,0.0,0.0,0.0,3.685975353,3.685975353,0.0,7.371822272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.48596874,0.009705217,0.0,0.013042114,0.034172535,0.0,0.0,0.512899224,0.0,0.0,0.0,0.0,0.0,0.240043728,0.0,0.0,0.0,0.202092811,0.0,0.0,0.0,Ambiguous
0.0,1.162867924,1.162867924,2.325753065,0.0,0.0,0.0,4.070140566,0.0,0.0,1.744353171,1.162867924,0.581430098,0.0,0.0,0.0,4.651581567,4.070140566,0.581430098,0.0,0.581430098,0.0,0.0,0.0,0.0,2.325753065,0.0,7.558743282,0.581430098,0.581430098,0.581430098,0.581430098,5.233041235,1.162867924,0.0,0.0,0.0,1.162867924,0.0,0.581430098,13.95546773,0.0,4.070140566,0.0,0.0,0.0,0.0,0.0,1.162867924,0.0,0.581430098,0.0,0.0,0.0,0.0,17.44165954,0.0,0.581430098,0.0,1.162867924,0.0,4.070140566,4.070140566,0.581430098,0.0,0.0,0.0,1.162867924,0.0,0.0,2.907239205,1.162867924,0.0,0.0,4.651581567,0.0,0.0,15.11758614,11.04758503,29.07460971,0.581430098,1.162867924,1.162867924,0.0,0.0,0.581430098,1.744353171,1.162867924,4.651581567,0.0,0.581430098,6.977374856,0.581430098,9.303861204,2.325753065,0.0,1.162867924,5.233041235,0.581430098,0.0,1.162867924,0.0,0.0,0.0,2.325753065,0.0,0.581430098,0.581430098,0.581430098,6.977374856,0.0,0.0,20.93309905,1.162867924,16.28223873,0.0,0.0,0.0,0.0,0.581430098,0.581430098,1.162867924,0.0,0.581430098,0.581430098,8.721650414,0.581430098,0.0,0.0,0.581430098,4.070140566,1.162867924,0.0,0.0,21.51127016,0.0,0.0,0.0,0.029745731,0.0,0.0,0.897710672,0.0,0.0,0.0,0.077759848,0.0,0.094130186,0.0,0.054986737,0.0,0.260840063,0.0,0.0,0.0,Ambiguous
0.0,0.0,0.0,1.850624412,0.0,0.0,0.0,3.701213775,3.701213775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.701213775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.35502086,0.0,0.0,0.0,0.0,0.0,0.0,1.850624412,0.0,0.0,0.0,0.0,5.55179047,0.0,0.0,0.0,0.0,0.0,1.850624412,0.0,0.0,0.0,1.850624412,5.55179047,70.31813867,0.0,0.0,1.850624412,1.850624412,0.0,0.0,1.850624412,0.0,0.0,0.0,0.0,0.0,1.850624412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.701213775,0.0,0.0,1.850624412,0.0,0.0,0.0,0.0,9.254157884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.850624412,3.701213775,0.0,11.10319415,1.850624412,0.0,5.55179047,0.0,3.701213775,0.0,0.0,0.0,3.701213775,0.0,1.850624412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.850624412,0.0,1.850624412,0.0,0.0,9.254157884,0.0,0.0,0.0,0.0,0.0,3.701213775,0.0,11.10319415,0.0,0.0,0.0,0.0,3.701213775,0.0,0.0,0.0,0.0,0.0,0.000251059,0.0,0.006038498,0.0,0.0,0.0,0.0,0.0,0.0,0.081650611,0.0,0.04044709,0.0,0.075162232,0.0,1.154219734,0.0,0.0,0.0,Ambiguous
0.0,0.0,2.410829417,3.013469805,0.0,0.0,0.0,43.99870339,0.0,0.602691745,1.205413354,0.602691745,0.0,0.0,0.0,0.0,7.835070107,2.410829417,1.205413354,0.0,1.808083386,0.602691745,0.0,0.0,0.0,0.0,1.205413354,1.808083386,0.0,0.0,1.205413354,1.808083386,0.0,0.0,1.205413354,0.0,0.0,3.616150929,0.0,0.602691745,0.0,0.602691745,0.0,0.0,0.0,0.0,0.602691745,0.602691745,0.0,21.69864852,0.0,0.602691745,0.0,0.0,0.602691745,0.602691745,5.424361932,7.835070107,0.602691745,0.0,10.24604974,1.205413354,0.602691745,14.46322232,4.218912313,0.0,0.0,0.0,0.0,0.0,0.602691745,0.602691745,0.0,0.0,1.808083386,0.0,0.0,3.013469805,0.0,4.821568339,0.0,0.0,0.602691745,0.0,0.0,0.0,0.602691745,1.205413354,0.602691745,0.0,0.0,7.232467028,0.0,4.218912313,3.013469805,1.205413354,0.0,0.602691745,2.410829417,1.205413354,2.410829417,0.0,0.602691745,0.0,1.808083386,0.0,0.0,0.0,0.602691745,4.218912313,3.616150929,0.0,1.205413354,0.602691745,0.602691745,0.0,0.0,0.0,0.0,1.205413354,10.24604974,0.602691745,0.0,0.0,1.808083386,7.835070107,0.602691745,0.0,0.0,0.0,1.808083386,0.602691745,0.0,0.0,0.0,0.0,0.013727435,0.0,0.029923577,0.0,0.0,0.0,0.0,0.0,0.0,0.109542648,0.0,0.0,0.0,0.029179199,0.030518992,0.314589018,0.0,0.0,0.102158362,Ambiguous
0.0,0.0,1.718441553,2.577667699,0.85921665,2.577667699,0.85921665,18.04144927,0.0,0.0,0.0,1.718441553,0.0,0.0,0.85921665,0.85921665,1.718441553,0.85921665,0.0,0.0,0.85921665,0.85921665,0.0,0.85921665,0.85921665,31.79442344,0.0,0.85921665,0.0,0.0,0.85921665,0.0,6.01439147,0.85921665,0.0,0.0,0.0,9.452014415,0.0,0.0,0.0,0.0,0.0,0.0,1.718441553,0.0,2.577667699,4.296024676,1.718441553,36.94897062,0.0,0.0,0.0,0.0,0.85921665,0.0,3.43680151,0.85921665,0.0,0.0,0.0,2.577667699,0.85921665,2.577667699,0.0,0.85921665,0.0,0.0,0.0,0.0,2.577667699,0.0,0.85921665,0.0,5.155310989,0.0,0.0,0.0,3.43680151,5.155310989,0.0,0.0,0.0,0.0,0.85921665,0.0,0.0,10.31097389,0.0,0.85921665,0.85921665,3.43680151,0.0,9.452014415,3.43680151,0.0,0.0,0.0,0.0,0.0,0.85921665,0.0,3.43680151,0.85921665,0.85921665,0.0,0.0,0.0,0.0,5.155310989,0.0,0.0,0.85921665,0.0,1.718441553,0.0,0.0,0.0,0.0,0.85921665,1.718441553,0.0,0.0,0.0,5.155310989,3.43680151,0.85921665,3.43680151,12.02866748,0.0,1.718441553,0.85921665,0.0,0.0,0.0,0.0,0.002210065,0.010079833,0.0,0.0,0.010629567,0.163121276,0.0,0.0,0.0,0.12449622,0.0,0.074793423,0.0,0.007402444,0.0,0.627046631,0.0,0.003303206,0.0,Ambiguous
0.0,0.0,17.07590291,0.742488819,0.0,11.13668276,0.0,26.73320105,0.0,0.742488819,0.742488819,0.742488819,0.742488819,1.485020639,0.0,43.81258533,2.227527862,2.227527862,0.0,1.485020639,0.742488819,0.742488819,0.0,0.0,0.742488819,5.940008462,0.0,2.969995368,0.0,0.0,0.742488819,0.742488819,11.13668276,9.653688637,0.0,0.0,1.485020639,2.969995368,1.485020639,0.0,0.0,1.485020639,0.742488819,0.742488819,0.742488819,0.0,0.742488819,2.227527862,4.455065882,0.0,0.742488819,0.0,0.0,8.910144797,0.0,0.0,2.227527862,4.455065882,0.0,0.0,1.485020639,2.227527862,4.455065882,0.742488819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.485020639,0.742488819,0.0,20.79214601,0.0,0.0,7.425001755,4.455065882,0.0,0.742488819,0.0,0.0,0.0,0.0,0.0,0.0,5.940008462,0.0,0.0,0.742488819,2.969995368,0.0,2.969995368,3.712485208,0.0,0.742488819,2.969995368,0.0,1.485020639,2.227527862,0.0,2.227527862,0.0,2.969995368,0.0,0.0,0.0,1.485020639,2.227527862,0.742488819,0.0,0.0,0.0,2.969995368,0.0,0.0,0.742488819,0.742488819,0.742488819,1.485020639,5.940008462,0.0,0.742488819,4.455065882,0.742488819,0.0,0.0,1.485020639,2.969995368,3.712485208,0.742488819,0.0,0.742488819,8.910144797,0.005551226,0.0,0.0,0.04781835,0.0,0.0,0.01416052,0.0,0.0,0.0,0.037401807,0.0,0.280206418,0.0,0.026221242,0.0,0.133997246,0.134665892,0.0,0.0,Ambiguous
0.0,0.0,0.840517707,10.08664139,0.840517707,0.0,4.20259477,0.0,0.0,0.0,1.681019668,0.0,0.0,0.0,13.44774274,0.840517707,1.681019668,0.0,0.0,0.0,1.681019668,0.0,0.0,0.0,2.521518709,43.70951925,0.0,0.840517707,0.0,0.0,0.840517707,0.0,4.20259477,0.0,1.681019668,0.0,0.0,1.681019668,0.0,0.0,0.840517707,0.0,0.0,1.681019668,0.0,0.0,0.840517707,8.405025989,1.681019668,66.40622411,0.0,0.0,0.0,10.92614266,0.840517707,2.521518709,2.521518709,3.362043578,0.840517707,0.0,0.0,0.0,0.0,22.69190595,0.0,0.840517707,0.840517707,0.0,0.0,0.0,0.840517707,0.840517707,0.840517707,0.0,0.840517707,0.0,0.0,0.840517707,4.20259477,0.0,0.840517707,0.0,0.840517707,0.0,0.0,0.840517707,0.0,6.724137568,0.0,2.521518709,0.840517707,10.92614266,0.0,12.60817858,1.681019668,0.840517707,1.681019668,0.0,2.521518709,0.840517707,0.840517707,0.0,0.840517707,0.0,1.681019668,0.840517707,0.0,0.0,0.0,4.20259477,0.0,0.0,2.521518709,0.0,0.840517707,0.0,0.0,0.0,0.840517707,2.521518709,1.681019668,0.0,0.0,0.840517707,0.0,1.681019668,0.840517707,1.681019668,0.0,0.0,5.043103048,0.840517707,0.840517707,0.0,0.840517707,0.0,0.005890948,0.0,0.066515079,0.0,0.002414869,0.114671764,0.023289458,0.0,0.0,0.118992047,0.0,0.39072096,0.0,0.127841316,0.012412503,0.212054086,0.0,0.0,0.190918386,Ambiguous
0.0,0.696055267,13.22656328,17.40348197,0.0,11.13668276,2.784251572,19.4880205,0.0,0.0,0.696055267,0.0,0.0,0.0,0.0,0.0,4.176306692,0.0,1.392103685,0.0,0.696055267,2.088161469,0.696055267,0.0,0.0,1.392103685,0.0,0.0,0.0,0.0,0.0,0.0,6.264571457,7.656652815,0.0,0.0,0.0,0.696055267,0.0,0.0,0.0,6.264571457,1.392103685,0.0,0.0,1.392103685,0.0,4.176306692,1.392103685,9.744841166,0.0,0.0,0.0,0.696055267,1.392103685,0.0,0.696055267,13.22656328,0.0,0.696055267,0.0,13.92107111,2.088161469,6.960676945,0.0,0.696055267,0.696055267,0.0,0.0,0.0,1.392103685,0.696055267,0.0,0.0,14.61708593,0.0,0.0,4.176306692,1.392103685,0.696055267,0.0,3.480329966,0.696055267,0.0,0.0,0.0,0.696055267,0.696055267,0.0,0.696055267,0.696055267,1.392103685,0.0,7.656652815,3.480329966,2.784251572,3.480329966,0.696055267,0.0,0.696055267,1.392103685,0.696055267,0.696055267,0.696055267,3.480329966,0.0,0.0,0.0,2.784251572,2.784251572,1.392103685,0.0,0.0,0.0,0.696055267,0.0,0.0,0.0,6.264571457,0.696055267,4.176306692,2.784251572,0.0,1.392103685,0.0,3.480329966,1.392103685,1.392103685,0.0,0.0,1.392103685,0.696055267,0.696055267,0.0,2.784251572,0.0,0.0,0.0,0.0,0.019136134,0.0,0.0,0.0,0.080090136,0.0,0.0,0.0,0.216320426,0.0,0.0,0.0,0.102127909,0.0,0.0,0.0,Ambiguous
